Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
SE OP Circle HPSEBL Bilaspur,SE OP Circle HPSEBL Bilaspur,"1,120",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,EMD and Tender Cost Payment Proof,1.0,Corringendum,Date,,16-Jun-2022 05:00 PM,08-Jul-2022 11:00 AM,17-Jun-2022 11:00 AM,06-Jul-2022 11:00 AM,NA ,NA ,17-Jun-2022 11:00 AM,06-Jul-2022 11:00 AM,03-Aug-2022 03:25 PM,"13,007",No,fixed,,Nil,Nil,1.0,ICICI BANK,HPSEBL||CE(OP) CZ Mandi||SE(OP) Bilaspur,NIT-06/2022-23,2022_HPSEB_61793_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"Tender for the work Providing Boundary wall, interlocking pavers , septic tank a.w. soak pit, WS and SI and Electrical Installation at newly under construction building of ESD Talai under ED HPSEBL Ghumarwin","Tender for the work Providing Boundary wall, interlocking pavers , septic tank a.w. soak pit, WS and SI and Electrical Installation at newly under construction building of ESD Talai under ED HPSEBL Ghumarwin",Please refer Tender documents. ,NA ,"13,00,735",Civil Works - Buildings,NA ,Tender,180.0,90.0,Bilaspur,174001.0,NA ,NA ,NA ,SE OP Circle HPSEBL Bilaspur,No ,No,AOC,1.0,290230.0,Gaurav Singh,06-Jul-2022 10:22 AM,Rejected-Finance,Reject,16-Sep-2022 05:25 PM,Er Pankaj Sharma,Internal,,Pankaj Sharma,03-Aug-2022 03:21 PM,03-Aug-2022 03:25 PM,techsummary_93228.pdf (614.47 KB),Technical,Bid Opening Summary,Pankaj Sharma,08-Jul-2022 02:35 PM,technical_93228.pdf,Finance,Financial Bid Summary,Pankaj Sharma,03-Aug-2022 04:24 PM,finance_93228.pdf,BOQ Comparative Chart,17-Sep-2022,"INR 1,253,908",90.0,Pankaj Sharma,17-Sep-2022 01:22 PM,awardnit6.pdf (2592.00 KB),Pankaj Sharma,Internal,,Pankaj Sharma,16-Sep-2022 05:25 PM,finsummary_93228.pdf (657.17 KB),1.0,288764.0,Madhupal,INR,"1,253,908",HPSEBL||CE(OP) CZ Mandi||SE(OP) Bilaspur,2022_HPSEB_61793_1,NIT-06/2022-23,"Tender for the work Providing Boundary wall, interlocking pavers , septic tank a.w. soak pit, WS and SI and Electrical Installation at newly under construction building of ESD Talai under ED HPSEBL Ghumarwin",AOC
,,,,,,,,.pdf,Contractor License,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,288764.0,Madhupal,27-Jun-2022 05:18 PM,Accepted-AOC,Lowest Rates,17-Sep-2022 01:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Annual turnover/Net Worth of the bidder certified by the Chartered Accountant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,289981.0,RANVEER SINGH,05-Jul-2022 06:14 PM,Rejected-Technical,Rejected,03-Aug-2022 03:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Liquid assets /evidence to the availability of fund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Bid Capacity and Bid validity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,"List of Staff, Plants and Machinery",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,PAN/GST/EPF/Income Tax/Employees insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Declaration on non judicial stamp paper that he is not blacklisted by any state Govt. Agency/Deptt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,"No Commercial, Technical, Litigation deviation certificate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,"Power of Attorney, No change of ownership and other documents as per bid specifications",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,2.0,Finance,.xls,Price Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
