Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
SUPERINTENDING ENGINEEER 9TH CIRCLE NURPUR,SUPERINTENDING ENGINEEER 9TH CIRCLE NURPUR,IMPROVEMENT WIDENING AND STRENGTHING OF SADWAN TO KALESHWER RAOD KM 0.0 TO 7.00 IN DISTT KANGRA HP SUB HEAD C.O R.WALLS CROSS DRIANGES WORK GSB WBM G-II WBM GIII CC PAVEMENT TARRING WORK INTERLOCKING PAVER BLOCK ROAD SIDE DRAIN AND PARAPETS,IMPROVEMENT WIDENING AND STRENGTHING OF SADWAN TO KALESHWER RAOD KM 0.0 TO 7.00 IN DISTT KANGRA HP SUB HEAD C.O R.WALLS CROSS DRIANGES WORK GSB WBM G-II WBM GIII CC PAVEMENT TARRING WORK INTERLOCKING PAVER BLOCK ROAD SIDE DRAIN AND PARAPETS,Please refer Tender documents. ,NA ,"6,19,37,739",Civil Works,NA ,Tender,75.0,540.0,KOTLA BEHAR,177111.0,NA ,NA ,NA ,SUPERINTENDING ENGINEEER 9TH CIRCLE NURPUR,No ,No,1.0,Fee/PreQual/Technical,.pdf,SBD DOCUMENTS,1.0,ICICI BANK,06-Jun-2022 09:00 AM,16-Jun-2022 11:00 AM,06-Jun-2022 09:00 AM,15-Jun-2022 05:00 PM,NA ,NA ,06-Jun-2022 09:00 AM,15-Jun-2022 05:00 PM,07-Jul-2022 11:00 AM,PWD,TENDER NOTICE SEIX NO 1508-12 DATED 18.5.2022,2022_PWD_61457_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"12,39,000",Yes,fixed,,Nil,Nil,"5,000",Nil,Nil,No,AOC,ER M.P DHMAN SUPERITENDING ENGINEER NURPUR 9TH CIRCLE NURUR,Internal,EXECUTIVE ENGINEER DESIGN 9TH CIRCLE NUPRUR . EXECUITVE ENGINEER KOTLA BEHAR . DAO KOTLA BEHAR,Harsh Puri,02-Jul-2022 06:12 PM,07-Jul-2022 11:00 AM,techsummary_92741.pdf (1896.36 KB),PWD,2022_PWD_61457_1,TENDER NOTICE SEIX NO 1508-12 DATED 18.5.2022,IMPROVEMENT WIDENING AND STRENGTHING OF SADWAN TO KALESHWER RAOD KM 0.0 TO 7.00 IN DISTT KANGRA HP SUB HEAD C.O R.WALLS CROSS DRIANGES WORK GSB WBM G-II WBM GIII CC PAVEMENT TARRING WORK INTERLOCKING PAVER BLOCK ROAD SIDE DRAIN AND PARAPETS,22-Aug-2022,"INR 44,747,823",540.0,Harsh Puri,05-Sep-2022 05:14 PM,SCHUNA.pdf (263.00 KB),AWARD LETTER,SE 9TH CIRCEL NURPUR,Internal,EE DESIGN EE KOTLA BEHAR DAO KOTLA,Harsh Puri,18-Jul-2022 02:33 PM,finsummary_92741.pdf (102.03 KB),Finance,FINICIALSUMMARY,Harsh Puri,18-Jul-2022 02:17 PM,finance_92741.pdf,BOQ Comparative Chart,1.0,285705.0,SUBHASH CHAND,INR,"44,747,823",1.0,286306.0,Arya Construction Company,15-Jun-2022 01:21 PM,Rejected-Finance,HIGEST AMOUNT,18-Jul-2022 02:33 PM,Technical,TECHANICAL EVULATION,Harsh Puri,02-Jul-2022 06:08 PM,technical_92741.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,COST OF TENDER FOR AND EARNEST MONEY ON LINE,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,287034.0,Davinder kumar,15-Jun-2022 03:24 PM,Rejected-Finance,HIGEST AMOUNT,18-Jul-2022 02:33 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,GST NO EPF NO PAN NO RESTRAION NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,286556.0,DEEPAK JOSHI,15-Jun-2022 12:31 PM,Rejected-Finance,HIGEST AMOUNT,18-Jul-2022 02:33 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,ANNUAL TURN OVER CERTIFICATE FROM CA LAST FIVE YAER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,287044.0,garg,15-Jun-2022 04:17 PM,Rejected-Finance,HIGEST AMOUNT,18-Jul-2022 02:33 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,WORK DONE CERTIFICATE SIMILAR NATURE LAST FIVE YEAR DULY SIGNED BY EE CONCEREND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,286982.0,M/s R.K Mahajan Govt Contractor,15-Jun-2022 04:35 PM,Rejected-Finance,HIGEST AMOUNT,18-Jul-2022 02:33 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,DEATIL OF TECHANICAL PERSONAL DEFFIEND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,286951.0,rajat thakur govt contractor,15-Jun-2022 12:10 PM,Rejected-Finance,HIGEST AMOUNT,18-Jul-2022 02:33 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,EVEDENCE OF ASSES TO LINE OF CREDIT AND AVAILBITY OF OTHER FINICAILS RESOURSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,287042.0,Shiv Kumar Govt Contractor,15-Jun-2022 04:46 PM,Rejected-Finance,HIGEST AMOUNT,18-Jul-2022 02:33 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,AFFEDIVET OF CORRECTNESS OF INFORMATION FURNISHED REGARIDNG NAMELY WORK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,285705.0,SUBHASH CHAND,15-Jun-2022 03:17 PM,Accepted-AOC,AWARD LETTER,05-Sep-2022 05:14 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,INFORMATION REGARDING LITIGANTION AND ARBITATION LAST FIVE YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,LIST OF WORK IN HAND EXINTING COMENTMANCE DULY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
