Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
"2,000","Empowered Officer, ASRB, A/C No.10566991479",GUWAHATI,No,"1,58,000",Yes,fixed,,"Superintending Engineer, PWD(Roads), WAC, Goalpara",Goalpara,22-Aug-2020 04:00 PM,14-Sep-2020 10:00 AM,22-Aug-2020 04:00 PM,11-Sep-2020 02:00 PM,NA ,NA ,22-Aug-2020 04:00 PM,11-Sep-2020 02:00 PM,24-Sep-2020 01:45 PM,1.0,DD - Demand Draft,Improvement of Manikpur to Bashbari Road (Ch. 0.00m to Ch. 4800.00m) under SOPD-G for the year 2020-21 Package No.SOPD(G)_WAC_64,Improvement of Manikpur to Bashbari Road (Ch. 0.00m to Ch. 4800.00m) under SOPD-G for the year 2020-21 Package No.SOPD(G)_WAC_64,Please refer Tender documents. ,NA ,"79,00,000",Construction Works,NA ,Tender,90.0,180.0,Abhayapuri North,783121.0,NA ,NA ,NA ,"O/O Superintending Engineer, PWD(Roads), WAC, Glp",No ,No,Public Works Roads Department,CT-12/NIT/2019/33 dated 19.08.2020,2020_PWD_18490_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Superintending Engineer,"O/O Superintending Engineer, PWD(Roads), WAC, Goalpara",1.0,Fee/PreQual/Technical,.pdf,Cost of Bid,AOC,Technical,11 bids admitted,SHASHI MOHAN NATH,24-Sep-2020 01:38 PM,technical_28509.pdf,1.0,87903.0,NEWTECH GROUP OF CONSTRUCTION,INR,7500250.48,16-Sep-2022,INR 7900000.0,180.0,Dalim Kalita,16-Sep-2022 06:03 PM,FWO_64.pdf (539.00 KB),S M Nath,Internal,"SE, AEE, JE",SHASHI MOHAN NATH,24-Sep-2020 01:40 PM,24-Sep-2020 01:45 PM,techsummary_28509.pdf (1989.27 KB),Finance,11 Nos. bid admitted,Dalim Kalita,16-Sep-2022 05:50 PM,finance_28509.pdf,BOQ Comparative Chart,Public Works Roads Department,2020_PWD_18490_2,CT-12/NIT/2019/33 dated 19.08.2020,Improvement of Manikpur to Bashbari Road (Ch. 0.00m to Ch. 4800.00m) under SOPD-G for the year 2020-21 Package No.SOPD(G)_WAC_64,1,87976,ASTROPHER BORGOYARY,10-Sep-2020 12:35 PM,Rejected-AOC,L9,16-Sep-2022 06:05 PM,Superintending Engineer,Internal,"SE, AEE, JE",Dalim Kalita,16-Sep-2022 06:01 PM,finsummary_28509.pdf (2799.84 KB),AOC
,,,,,,,,,,,,,,,,,,,2.0,BG - Bank Guarantee Irrevocable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Security,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,87908,Build worth Trade Engineers,09-Sep-2020 03:34 PM,Rejected-AOC,L7,16-Sep-2022 06:05 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Qualification,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,87864,Jyatisc Ch Barman,09-Sep-2020 12:39 PM,Rejected-AOC,L4,16-Sep-2022 06:05 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,88016,kamalchgoyary,11-Sep-2020 11:07 AM,Rejected-AOC,L6,16-Sep-2022 06:05 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form of Bid,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,87916,M/S MANJULA CONSTRUCTION,09-Sep-2020 04:51 PM,Rejected-AOC,L11,16-Sep-2022 06:05 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,88034,MUSTAFA KAMAL,10-Sep-2020 09:53 PM,Rejected-AOC,L3,16-Sep-2022 06:05 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,87903,NEWTECH GROUP OF CONSTRUCTION,11-Sep-2020 11:29 AM,Accepted-AOC,L1,16-Sep-2022 06:05 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,88025,PADMAVATI CONSTRUCTION,10-Sep-2020 08:05 PM,Rejected-AOC,L10,16-Sep-2022 06:05 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,87885,RABIN CHANDRA SARKAR,10-Sep-2020 01:31 PM,Rejected-AOC,L5,16-Sep-2022 06:05 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,87913,Rudra Kumar Pathak,10-Sep-2020 08:30 PM,Rejected-AOC,L8,16-Sep-2022 06:05 PM,,,,,,,AOC
