S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Tender Stage,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Bank Name,Tender Stage
1,129090,APS Advertising Private Limited,07-Jan-2022 12:28 PM,Rejected-AOC,Not Awarded,28-Sep-2022 03:46 PM,Office of the Chief Electoral Officer Assam,2021_CEO_23929_1,ELE.229/2019/Pt./7,EMPANELMENT OF AGENCIES FOR EVENT MANAGEMENT UNDER CHIEF ELECTORAL OFFICER,Technical,All bids are accepted for Evaluation,LAKHINANDAN SAHARIA,07-Jan-2022 05:12 PM,,AOC,1.0,Fee/PreQual/Technical,.pdf,Technical qualification document,"1,00,000",No,fixed,,Nil,Nil,EMPANELMENT OF AGENCIES FOR EVENT MANAGEMENT UNDER CHIEF ELECTORAL OFFICER,"EMPANELMENT OF AGENCIES FOR EVENT MANAGEMENT UNDER CHIEF ELECTORAL OFFICER, ASSAM, GOVERNMENT OF ASSAM.",Please refer Tender documents. ,NA ,,Consultancy,NA ,Tender,180.0,365.0,Guwahati,781006.0,NA ,NA ,NA ,"O/o CHIEF ELECTORAL OFFICER, ASSAM",No ,No,"2,000",Nil,Nil,No,1.0,Other Corrigendum,Other,,"Chief Electoral Officer, Assam","O/o CHIEF ELECTORAL OFFICER, ASSAM,4th FLR,BLOCK C, JANATA BHAWAN",31-Dec-2021 05:30 PM,07-Jan-2022 05:00 PM,31-Dec-2021 05:30 PM,07-Jan-2022 04:00 PM,NA ,NA ,01-Jan-2022 04:00 PM,07-Jan-2022 04:00 PM,20-Jan-2022 11:30 AM,Office of the Chief Electoral Officer Assam,ELE.229/2019/Pt./7,2021_CEO_23929_1,Yes,Open Tender,Item Rate,Services,2.0,No,No,Online,No,No,No,1.0,SBI Bank,AOC
2,129182,A.R.T. ENTERTAINMENT & SERVICES PRIVATE LIMITED,07-Jan-2022 03:11 PM,Rejected-AOC,Not Awarded,28-Sep-2022 03:46 PM,,,,,,,,,,AOC,,,.pdf,Scanned and signed RFQ document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3,129050,Exclusive Advertising Private Limited,07-Jan-2022 12:28 PM,Accepted-AOC,Awarded,28-Sep-2022 03:46 PM,,,,,,,,,,AOC,2.0,Finance,.xls,Price Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,129146,Expression 360 Services India Pvt. Ltd.,07-Jan-2022 02:12 PM,Accepted-AOC,Awarded,28-Sep-2022 03:46 PM,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,129198,MEDIA UNLIMITED,07-Jan-2022 03:42 PM,Rejected-AOC,Not Awarded,28-Sep-2022 03:46 PM,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,129187,OUTREACH ADVERTISING PRIVATE LIMITED,07-Jan-2022 03:15 PM,Rejected-AOC,Not Awarded,28-Sep-2022 03:46 PM,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,128962,Pamm Advertising & Marketing,06-Jan-2022 04:50 PM,Rejected-AOC,Not Awarded,28-Sep-2022 03:46 PM,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,129000,PRADIP ADVERTISING & CO.,07-Jan-2022 03:34 PM,Accepted-AOC,Awarded,28-Sep-2022 03:46 PM,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,129149,Priya Communication,07-Jan-2022 02:39 PM,Rejected-AOC,Not Awarded,28-Sep-2022 03:46 PM,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,129202,Prodigy Communications And Marketing Pvt. Ltd.,07-Jan-2022 03:30 PM,Rejected-AOC,Not Awarded,28-Sep-2022 03:46 PM,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
