Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
DC Lakhimpur,"Office of the Deputy Commissioner, Lakhimpur 787001",23-May-2022 12:45 PM,13-Jun-2022 11:00 AM,23-May-2022 12:45 PM,10-Jun-2022 06:00 PM,NA ,NA ,23-May-2022 12:45 PM,10-Jun-2022 06:00 PM,20-Jul-2022 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,Technical Bid,General Administration Department||Divisional Commissioner Office North Assam Division Tezpur||Office of the Deputy Commissioner Lakhimpur,LRA28/e-tender/2022/150 (2)dtd 19-05-2022,2022_GAD_25661_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,"73,413",Yes,percentage,2.0%,Nil,Nil,1.0,Submission of tender fee,Other,,Construction of Barrack - 1 No (Gr-B),Construction of Barrack - 1 No (Gr-B),Please refer Tender documents. ,NA ,"36,70,644",Civil Works,NA ,Tender,180.0,180.0,North Lakhimpur,787001.0,NA ,NA ,NA ,North Lakhimpur,No ,No,1.0,SBI Bank,0.0,Nil,Nil,No,AOC,02-Sep-2022,INR 3487111.95,180.0,GEETALEE DOWARAH,02-Sep-2022 12:26 PM,FormalWorkOrderGrB.pdf (384.00 KB),AOC,Finance,MINUTES OF THE MEETING,GEETALEE DOWARAH,02-Sep-2022 11:48 AM,finance_39653.pdf,BOQ Comparative Chart,Deputy Commissioner,Internal,"ADC, LAKHIMPUR, EE, LZP, EE, PWD BUILDING, EO, NLMB",GEETALEE DOWARAH,02-Sep-2022 12:15 PM,finsummary_39653.pdf (632.57 KB),1,150077,Bishnu Protim Bora,10-Jun-2022 01:54 PM,Rejected-Technical,TB clause not found in order,19-Jul-2022 05:15 PM,General Administration Department||Divisional Commissioner Office North Assam Division Tezpur||Office of the Deputy Commissioner Lakhimpur,2022_GAD_25661_1,LRA28/e-tender/2022/150 (2)dtd 19-05-2022,Construction of Barrack - 1 No (Gr-B),1.0,149694.0,T J Biswajit Mahengia,INR,3487111.95,Technical,All documents accepted for Technical Evaluation purpose.,GEETALEE DOWARAH,19-Jul-2022 05:07 PM,technical_39653.pdf,DC Lakhimpur,Internal,As per Office Order,GEETALEE DOWARAH,19-Jul-2022 05:15 PM,20-Jul-2022 11:00 AM,techsummary_39653.pdf (153.96 KB),AOC
,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,150012,MD ANWARUL HAQUE,09-Jun-2022 03:41 PM,Rejected-AOC,L2 bidder,02-Sep-2022 12:29 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,150130,M/S DEURI ENTERPRISE,10-Jun-2022 03:23 PM,Rejected-Technical,TB clause not found in order,19-Jul-2022 05:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,4,150084,M/S J.K. Trade and Commerce,10-Jun-2022 03:12 PM,Rejected-Technical,TB clause not found in order,19-Jul-2022 05:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,5,150159,PANKAJ KUMAR KALITA,10-Jun-2022 04:19 PM,Rejected-Technical,TB clause not found in order,19-Jul-2022 05:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,6,149985,Ramen Kumar Boruah,10-Jun-2022 02:08 PM,Rejected-AOC,L3 bidder,02-Sep-2022 12:29 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,7,149979,Sanjib Kr Saikia,09-Jun-2022 09:11 PM,Rejected-Technical,TB clause not found in order,19-Jul-2022 05:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,8,150186,SHAHI MD. KARIM,10-Jun-2022 05:56 PM,Rejected-Technical,TB clause not found in order,19-Jul-2022 05:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,9,150055,SRI PRANAB BARMAN,10-Jun-2022 10:54 AM,Rejected-Technical,TB clause not found in order,19-Jul-2022 05:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,10,149694,T J Biswajit Mahengia,10-Jun-2022 12:15 PM,Accepted-AOC,"AOC uploded, for L1 bidder",02-Sep-2022 12:29 PM,,,,,,,,,,,,,,,,,,,,,,AOC
