S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,DD - Demand Draft,Municipal Corporation Shimla,3701Dated08062022,2022_MC_61571_10,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Executive Engineer R B M C Shimla,Executive Engineer R B M C Shimla,1.0,Fee/PreQual/Technical,.pdf,Cost of form in shape of DD and Earnest money in shape of FDR as per E procurement notice,Construction of Community Hall Cum Parking at Dyrton Estate in Kanlog ward No 34 under MLALAD,Construction of Community Hall Cum Parking at Dyrton Estate in Kanlog ward No 34 under MLALAD,Please refer Tender Documents ,NA ,"9,71,304",Civil Works,NA ,Tender,120.0,60.0,Shimla,171001.0,NA ,NA ,NA ,MC Shimla,No ,No,"19,500",No,fixed,,Executive Engineer R B M C Shimla,Shimla,350.0,Executive Engineer R B M C Shimla,Shimla,No,10-Jun-2022 05:00 PM,25-Jun-2022 02:00 PM,10-Jun-2022 05:00 PM,24-Jun-2022 05:00 PM,NA ,NA ,10-Jun-2022 05:00 PM,24-Jun-2022 05:00 PM,02-Jul-2022 10:35 AM,AOC,Finance,BOS,Rajesh Thakur,02-Jul-2022 11:44 AM,finance_92941.pdf,BOQ Comparative Chart,1.0,288085.0,narinder kumar,INR,"747,087",1,288239,BILAL AHMED BUTT,24-Jun-2022 04:51 PM,Rejected-Finance,Rejected,02-Sep-2022 03:12 PM,Technical,BOS,Gopesh Behl,01-Jul-2022 04:22 PM,technical_92941.pdf,EE,Internal,AGM SJPNL AO,Gopesh Behl,02-Jul-2022 10:34 AM,02-Jul-2022 10:35 AM,techsummary_92941.pdf (1072.38 KB),Municipal Corporation Shimla,2022_MC_61571_10,3701Dated08062022,Construction of Community Hall Cum Parking at Dyrton Estate in Kanlog ward No 34 under MLALAD,02-Sep-2022,"INR 747,087.61",60.0,Rajesh Thakur,02-Sep-2022 03:13 PM,2022_MC_61571_10.pdf (496.00 KB),AOC,EE,Internal,AGM SJPNL AO,Rajesh Thakur,02-Sep-2022 03:12 PM,finsummary_92941.pdf (314.77 KB),AOC
2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,.pdf,Certificate of registration with HPPWD in appropriate class and latest renewal thereof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,288170,Devinder Thakur,24-Jun-2022 10:52 AM,Rejected-Finance,Rejected,02-Sep-2022 03:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Income Tax GST and EPF registration PAN Permanent Account No and GST No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3,288287,DHANVEER SINGH,24-Jun-2022 01:49 PM,Rejected-Finance,Rejected,02-Sep-2022 03:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Scanned Copy of tender documents i.e. NIT (E-procurement notice) Performa and Form MW-7 duly signed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,288311,Gaurav Chauhan,24-Jun-2022 02:37 PM,Rejected-Finance,Rejected,02-Sep-2022 03:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of Affidavit duly signed with reference to condition No. 10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,287883,gian singh,22-Jun-2022 12:04 PM,Rejected-Finance,Rejected,02-Sep-2022 03:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of Letter Head with reference to condition No. 10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6,288372,Kaku Ram,24-Jun-2022 04:51 PM,Rejected-Finance,Rejected,02-Sep-2022 03:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7,287891,manoj kumar,22-Jun-2022 12:23 PM,Rejected-Finance,Rejected,02-Sep-2022 03:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8,288085,narinder kumar,23-Jun-2022 02:00 PM,Accepted-AOC,Accepted due to lowest rates,02-Sep-2022 03:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9,288250,Ranjan public contractor,24-Jun-2022 11:54 AM,Rejected-Finance,Rejected,02-Sep-2022 03:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10,288071,SANJEEV KUMAR,23-Jun-2022 01:25 PM,Rejected-Finance,Rejected,02-Sep-2022 03:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
