Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"Replacement of old and damaged main control panel, sub-panels and protection devices in Main Girls Hostel at Dr.RPGMC Tanda, Distt. Kangra, HP","Replacement of old and damaged main control panel, sub-panels and protection devices in Main Girls Hostel at Dr.RPGMC Tanda, Distt. Kangra, HP",Please refer Tender documents. ,NA ,"11,45,835",Electrical Works,NA ,Tender,120.0,30.0,Kangra at Tanda in Distt. Kangra,176061.0,NA ,NA ,NA ,Palampur,No ,No,500.0,Nil,Nil,No,PWD,Elect. Division HPPWD Palampur,2022_PWD_59749_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"23,000",No,fixed,,Nil,Nil,Executive Engineer,Elect. Division HPPWD Palampur,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,receipt of online payment towards the cost of bid documents and earnest money deposited,21-Apr-2022 10:00 AM,28-Apr-2022 11:30 AM,21-Apr-2022 10:00 AM,28-Apr-2022 10:00 AM,NA ,NA ,21-Apr-2022 10:00 AM,28-Apr-2022 10:00 AM,25-May-2022 11:30 AM,AOC,Er. Dalip Singh Patial Executive Engineer,Internal,Sh. Naresh Singh Supdt. Sh. Shakti Chand Sr. Asstt. Sh. Atul Nag JDM,Dalip singh Patial,23-May-2022 01:13 PM,25-May-2022 11:30 AM,techsummary_90377.pdf (239.79 KB),PWD,2022_PWD_59749_1,Elect. Division HPPWD Palampur,"Replacement of old and damaged main control panel, sub-panels and protection devices in Main Girls Hostel at Dr.RPGMC Tanda, Distt. Kangra, HP",08-Sep-2022,"INR 1,145,833",30.0,Dalip singh Patial,08-Sep-2022 01:31 PM,AwardsplrepairtomaingirlhostelTanda.pdf (825.00 KB),AWARDED TO THE LOWEST BIDDER,Er. Dalip Singh Patial Executive Engineer,Internal,Supdt. DAO HDM/JDM of this office,Dalip singh Patial,19-Jun-2022 04:11 PM,finsummary_90377.pdf (148.25 KB),1.0,279473.0,Deepak Sood,27-Apr-2022 10:25 AM,Accepted-AOC,The bidder is L1,08-Sep-2022 01:31 PM,Technical,as per uploaded document,Dalip singh Patial,23-May-2022 01:10 PM,technical_90377.pdf,Finance,as per uploaded document,Dalip singh Patial,19-Jun-2022 04:07 PM,finance_90377.pdf,BOQ Comparative Chart,1.0,279473.0,Deepak Sood,INR,"1,279,620",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,valid registration certificate in appropriate class in HPPWD Electrical,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,279618.0,JAMWAL ELECTRICAL WORKS,27-Apr-2022 05:43 PM,Rejected-Finance,L3,19-Jun-2022 04:11 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration certificate,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,279684.0,Kumar Enterprises,27-Apr-2022 11:33 PM,Rejected-Finance,L4,19-Jun-2022 04:11 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF registration certificate,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,279687.0,pankaj saini,28-Apr-2022 07:32 AM,Rejected-Finance,L2,19-Jun-2022 04:11 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,ITR filed (Latest Year),,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate (minimum one similar work not less than 40percent of estimated cost),,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form-8 (GCC) duly signed,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding correctness of bid documents,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding no relative working in the department as per enlistment rules 2021,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill Of Quantities (BOQ),,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
