Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Tender for Providing SOP to LWSS Kao Khad to Dabrot under ESD Karsog.,Tender for Providing SOP to LWSS Kao Khad to Dabrot under ESD Karsog.,Refer to tender Document ,NA ,"5,27,101",Supply and Erection,Electrical works ,Tender,180.0,30.0,Karsog,175011.0,NA ,NA ,NA ,"Office of Sr. Executive Engineer,ED Karsog",No ,No,22-Aug-2022 04:30 PM,15-Sep-2022 12:00 PM,22-Aug-2022 05:00 PM,15-Sep-2022 10:30 AM,NA ,NA ,22-Aug-2022 05:00 PM,15-Sep-2022 10:30 AM,21-Sep-2022 03:35 PM,1.0,ICICI BANK,1.0,Time corrigendum,Date,,HPSEBL||CE(OP) CZ Mandi||SE(OP) Bilaspur||Sr. Xen (E) Karsog,184619/2022-23-4462-70 Dated 18-08-2022,2022_HPSEB_63901_1,Yes,Open Tender,Item Wise,Services,2.0,No,No,Online,No,No,No,"1,180",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form,"13,178",No,fixed,,Nil,Nil,"Er. Sushil Kumar, Sr. Executive Engineer,ED Karsog","Sr. Executive Engineer, Electrical Division HPSEBL, Karsog",AOC,"Er. Sushil Kumar, Sr. Executive Engineer,ED Karsog",Internal,Attached,Sushil Kumar,23-Sep-2022 12:10 PM,finsummary_96285.pdf (485.40 KB),1.0,298161.0,VISHAL ELECTRICAL GOVT CONT,INR,"413,991.83",HPSEBL||CE(OP) CZ Mandi||SE(OP) Bilaspur||Sr. Xen (E) Karsog,2022_HPSEB_63901_1,184619/2022-23-4462-70 Dated 18-08-2022,Tender for Providing SOP to LWSS Kao Khad to Dabrot under ESD Karsog.,Finance,Attached,Sushil Kumar,23-Sep-2022 11:48 AM,finance_96285.pdf,BOQ Comparative Chart,Technical,Attached,Sushil Kumar,21-Sep-2022 03:21 PM,technical_96285.pdf,23-Sep-2022,"INR 527,101",30.0,Sushil Kumar,27-Sep-2022 12:11 PM,dabrot_award.pdf (2662.00 KB),Awarded to M/s Vishal Electrical (L-1) Which found lowest,"Er. Sushil Kumar, Sr. Executive Engineer,ED Karsog",Internal,Attached,Sushil Kumar,21-Sep-2022 03:30 PM,21-Sep-2022 03:35 PM,techsummary_96285.pdf (473.20 KB),1.0,298269.0,KAMAKSHA POWER PROJECTS AND CONSTRUCTION PRIVATE LIMITED,30-Aug-2022 09:07 AM,Rejected-Finance,L2,23-Sep-2022 12:10 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,298161.0,VISHAL ELECTRICAL GOVT CONT,08-Sep-2022 04:56 PM,Accepted-AOC,Awarded to M/s Vishal Electrical (L-1) Which found lowest,27-Sep-2022 12:13 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,A Class Electrical License from competent authority as per bid document,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate of turnover from CA as per bid document,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work experience/ work done certificate as per bid document,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of non blacklisting as per bid document,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking of no litigation in Govt./ Semi Govt. institution as per bid document,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Registration of PAN , GST, EPF and insurance policies for work man as per bid document",,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cancelled Check as per bid document,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
