Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"10,000",Nil,Nil,No,20-Sep-2021 06:35 PM,20-Dec-2021 03:00 PM,20-Sep-2021 06:40 PM,20-Dec-2021 01:00 PM,NA ,NA ,05-Oct-2021 09:00 AM,20-Dec-2021 01:00 PM,20-Jan-2022 11:15 AM,1.0,ICICI BANK,HPSEBL||CE(ES) Hamirpur||SE(Design) Hamirpur,SSD-491/2021,2021_HPSEB_52528_1,Yes,Open Tender,Item Wise,Goods,2.0,No,Yes,Online,No,No,No,"SE (Design), ES, HPSEBL, Hamirpur","O/o SE (Design), ES, HPSEBL, Hamirpur","9,60,000",No,fixed,,Nil,Nil,Procurement of various rating Power and Station transformers for various sub-stations of HPSEBL in HP,Procurement of various rating Power and Station transformers for various sub-stations of HPSEBL in HP,Please refer Tender documents. ,NA ,"9,60,00,000",Electrical Work/ Equipment,NA ,Tender,240.0,180.0,Sub-stations of HPSEBL in Himachal Pradesh,171004.0,Hamirpur ,"O/o SE (Design), ES, HPSEBL, Hamirpur ",04-Oct-2021 11:00 AM ,"O/o SE (Design), ES, HPSEBL, Hamirpur",No ,No,1.0,Fee/PreQual/Technical,.pdf,Tender Documents,1.0,Corrigendum6,Date,,AOC,Er. K.K. Bhardwaj,Internal,"Sr. XEN, AAO, JE",Narender Pal Abrol,20-Jan-2022 11:13 AM,20-Jan-2022 11:15 AM,techsummary_78522.pdf (152.93 KB),1.0,248247.0,Fatehpuria Transformers And Switchgears Private Limited,12-Dec-2021 03:16 PM,Rejected-Finance,The firm is L-2 Bidder in LOT B,18-Apr-2022 06:23 PM,26-Jul-2022,"INR 92,633,894",180.0,Puneet Chaudhary,03-Sep-2022 01:55 PM,PO.pdf (672.00 KB),The PO has been issued,Finance,Price bids have been opened,Narender Pal Abrol,20-Jan-2022 11:28 AM,finance_78522.pdf,BOQ Comparative Chart,Technical,All the bidders have submitted the requisite tender fee and EMD,Narender Pal Abrol,20-Dec-2021 03:25 PM,technical_78522.pdf,Er. K.K. Bhardwaj,Internal,Sr XEN AE,Narender Pal Abrol,18-Apr-2022 06:23 PM,finsummary_78522.pdf (100.16 KB),HPSEBL||CE(ES) Hamirpur||SE(Design) Hamirpur,2021_HPSEB_52528_1,SSD-491/2021,Procurement of various rating Power and Station transformers for various sub-stations of HPSEBL in HP,1.0,240286.0,Svasca Industries (India) Ltd.,INR,"92,633,894",AOC
,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Test Reports,2.0,Amendment1,Technical Bid,,AOC,,,,,,,,2.0,240286.0,Svasca Industries (India) Ltd.,20-Dec-2021 12:39 PM,Accepted-AOC,PO placed,03-Sep-2022 01:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Past Supplies,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,GTPs and Technocommercial Schedule,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,No Technical and Commercial Deviation certificate,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Abstract of Financial Qualifying requirements such as turnover, bank solvancy and bid capacity etc.",,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Firm Registration certificate, GST Registration, PAN Card, ITRs and Non Blacklisting certificate",,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Tender Form and Tender Performa,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.rar,Any other documents,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PERFORMANCE CERTIFICATE OF OFFERED RATING OF SAME /HIGHER VOLTAGE CLASS TRANSFORMERS,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
