Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Finance,Summary,Manish Sehgal,23-Jul-2022 04:25 PM,finance_92627.pdf,BOQ Comparative Chart,1.0,285821.0,M/s Kamala Enterprises,INR,"26,565,288",Technical,Technical bid opened on dated 20-06-2022 and six bids received.,Manish Sehgal,22-Jun-2022 06:10 PM,technical_92627.pdf,1.0,287320.0,Ashok Kumar,18-Jun-2022 04:42 PM,Rejected-Finance,Bidder Rank-L2,23-Jul-2022 04:28 PM,23-Jul-2022,"INR 23,748,602.88",365.0,Manish Sehgal,15-Sep-2022 12:44 PM,Summary.pdf (630.00 KB),AOC,Sh. Manish Sehgal,Internal,,Manish Sehgal,23-Jul-2022 04:28 PM,finsummary_92627.pdf (189.61 KB),S.E. 5th Circle Palampur,Internal,Supdt CHD E E (D) 5th Circle Palampur E E hppwd division Bhawarna A O hppwd division Bhawarna,Manish Sehgal,22-Jun-2022 06:35 PM,27-Jun-2022 11:30 AM,techsummary_92627.pdf (244.15 KB),PWD,2022_PWD_61353_1,NIT No.3581-90 DT.23-05-2022-Bhawarna,Construction of Duhak Tikri Rakha Basti to Dhabi road km 0/000 to 4/389 in District Kangra (HP) under NABARD RIDF-XXVII,AOC,"O/o SE 5th Circle, HPPWD Palampur","O/o SE 5th Circle, HPPWD Palampur",1.0,ICICI BANK,Construction of Duhak Tikri Rakha Basti to Dhabi road km 0/000 to 4/389 in District Kangra (HP) under NABARD RIDF-XXVII,"C/o Passing places, R/walls, C.D. work, GSB, WBM-II, WBM-III, tarring work, CC Pavement, side drain, parapets and road furniture including five year routine maintenance",Please refer Tender documents. ,NA ,"3,32,71,339",Civil Works - Roads,NA ,Tender,75.0,365.0,Bhawarna,176083.0,NA ,NA ,NA ,"O/o SE 5th Circle, HPPWD Palampur",No ,No,"5,000",Nil,Nil,No,1.0,Corrigendum,Other,,"6,66,000",No,fixed,,Nil,Nil,PWD,NIT No.3581-90 DT.23-05-2022-Bhawarna,2022_PWD_61353_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Bid for Part-I of the Bid as per Section-6.,03-Jun-2022 11:30 AM,20-Jun-2022 11:30 AM,03-Jun-2022 11:30 AM,18-Jun-2022 05:00 PM,NA ,NA ,03-Jun-2022 11:45 AM,18-Jun-2022 05:00 PM,27-Jun-2022 11:30 AM,AOC
,,,,,,,,,,,,,,,,2.0,286987.0,Chamunda Construction Works,18-Jun-2022 01:14 PM,Rejected-Finance,Bidder Rank-L4,23-Jul-2022 04:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of Tender Form as per Section-1 Point No-3,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3.0,285821.0,M/s Kamala Enterprises,18-Jun-2022 09:06 AM,Accepted-AOC,BID RANK-L1,15-Sep-2022 12:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Security as per Section-2 Cl-16.1,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4.0,287214.0,Sanjeev,16-Jun-2022 07:30 PM,Rejected-Finance,Bidder Rank-L3,23-Jul-2022 04:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration as per Q.I-Section 3(1.1),,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5.0,285896.0,SANJIV KUMAR,18-Jun-2022 04:31 PM,Rejected-Technical,documents not received as per requirements,22-Jun-2022 06:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section 3 (1.3.1), (1.3.2) (1.3.3)",,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6.0,286834.0,V.B Const Co.,18-Jun-2022 01:45 PM,Rejected-Finance,Bidder Rank-L5,23-Jul-2022 04:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section 3 (1.4), (1.5)",,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section 3 (1.2), (1.7)",,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section 3 (1.6), (1.8), (1.9), (1.10)",,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section-2 Cl(4.2,4.4-A and B)",,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Others documents i.e. GST, PAN, EPF etc.",,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Liquidated damage as per section 4 and point No.44.,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Declaration regarding Custom/Excise duty exemption for Materials, Equipments duly signed on prescrib",,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information bidder would like to provide,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.pdf,Part-II of the Bid as per Section-6 and 7 a/w item rates offered by the Employer for Routine Mainten,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,AOC
