Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
"Er. Ravi Bhatti, Executive Engineer",Internal,"Hukaam Singh , HDM, Jia Lal, Draughtsman",Ravi Bhatti,17-Sep-2022 03:53 PM,finsummary_96563.pdf (412.18 KB),17-Sep-2022,"INR 566,060",60.0,Ravi Bhatti,19-Sep-2022 10:52 AM,Award.pdf (490.00 KB),Award letter,PWD,2022_PWD_64093_2,THD/CB-tender/2022-6002-16,Repair and maintenance of Punder PMGSY Kenchi to Village Chatog road km 0.00 to 1.00,"Er. Ravi Bhatti, Executive Engineer",Internal,"Hukam Singh Thakur, HDM, Kewal Ram Beakta, Supdt. Gr-II, Leela Verma, Sr. Asstt.",Ravi Bhatti,07-Sep-2022 10:27 AM,07-Sep-2022 11:30 AM,techsummary_96563.pdf (508.05 KB),Finance,Financial bid opening summary,Ravi Bhatti,08-Sep-2022 01:30 PM,finance_96563.pdf,BOQ Comparative Chart,1.0,298577.0,sanjay,INR,"477,125",Technical,Bid opening summary,Ravi Bhatti,02-Sep-2022 02:47 PM,technical_96563.pdf,1.0,298614.0,Mohar Singh Suman,31-Aug-2022 02:41 PM,Rejected-Finance,Being higher rates,17-Sep-2022 03:53 PM,AOC,1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt/UTR No. of EMD and cost of tender form,350.0,Nil,Nil,No,"11,500",No,fixed,,Nil,Nil,1.0,ICICI BANK,Repair and maintenance of Punder PMGSY Kenchi to Village Chatog road km 0.00 to 1.00,Providing and laying WBM G 1 km 0.00 to 1.00,As per GCC ,NA ,"5,66,060",Civil Works - Roads,NA ,Tender,60.0,60.0,Theog Tehsil Theog Distt. Shimla HP,171201.0,NA ,NA ,NA ,Theog Division,No ,No,26-Aug-2022 05:00 PM,01-Sep-2022 11:00 AM,26-Aug-2022 05:00 PM,31-Aug-2022 05:00 PM,NA ,NA ,26-Aug-2022 05:00 PM,31-Aug-2022 05:00 PM,07-Sep-2022 11:30 AM,Executive Engineer,"Theog Diivision, H.P.P.W.D.,Theog",PWD,THD/CB-tender/2022-6002-16,2022_PWD_64093_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,298608.0,SAHIL THAKUR,31-Aug-2022 02:29 PM,Rejected-Finance,Being higher rates,17-Sep-2022 03:53 PM,AOC,,,.pdf,Contractor Registration Ref. general rule and direction 24.3,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,298577.0,sanjay,31-Aug-2022 04:58 PM,Accepted-AOC,Being L1,19-Sep-2022 10:53 AM,AOC,,,.pdf,GST Registration Ref. general rule and direction 24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Work in Hand Certificate countersigned by EE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Pan Card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,"List of Machinery, Tools and plants 24.6 G.R and direction as per Schedule- F ref. clause-18 of GCC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Form No-7/8 in G.C.C. duly signed by the bidder and witnesses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Proof of Registration under EPF and miscellaneous provision Act 1952.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Contractor shall give affidavit regarding list of both Gazette and non-gazette HPPWD Employees relat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Affidavit regarding correctness of documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
