Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage
HPSEBL||CE(OP) CZ Mandi||SE(OP) Bilaspur||Sr. Xen (E) Karsog,2022_HPSEB_63902_1,184619/2022-23-4462-70 Dated 18-08-2022,Tender for 22KV HT Line to proposed 63KVA Sub Station Tundel under ESD Seri.,1.0,298216.0,Koyla Engineering Works,INR,"835,914","Er. Sushil Kumar, Sr. Executive Engineer,ED Karsog",Internal,Attached,Sushil Kumar,23-Sep-2022 01:19 PM,finsummary_96288.pdf (422.38 KB),"Er. Sushil Kumar, Sr. Executive Engineer,ED Karsog",Internal,Attached,Ravinder Kumar,09-Sep-2022 04:00 PM,09-Sep-2022 04:05 PM,techsummary_96288.pdf (485.79 KB),1.0,298216.0,Koyla Engineering Works,02-Sep-2022 10:42 AM,Accepted-AOC,Awarded to M/s Koyla Engineering works (L-1) Which found lowest,24-Sep-2022 10:53 AM,Finance,Attached,Sushil Kumar,21-Sep-2022 02:58 PM,finance_96288.pdf,BOQ Comparative Chart,Technical,Attached,Ravinder Kumar,09-Sep-2022 03:56 PM,technical_96288.pdf,23-Sep-2022,"INR 806,684",60.0,Sushil Kumar,24-Sep-2022 10:52 AM,Tundal_award.pdf (2070.00 KB),Awarded to M/s Koyla Engineering works (L-1) Which found lowest,AOC,"1,180",Nil,Nil,No,HPSEBL||CE(OP) CZ Mandi||SE(OP) Bilaspur||Sr. Xen (E) Karsog,184619/2022-23-4462-70 Dated 18-08-2022,2022_HPSEB_63902_1,Yes,Open Tender,Item Wise,Services,2.0,No,No,Online,No,No,No,22-Aug-2022 04:30 PM,09-Sep-2022 12:30 PM,22-Aug-2022 05:00 PM,09-Sep-2022 10:30 AM,NA ,NA ,22-Aug-2022 05:00 PM,09-Sep-2022 10:30 AM,09-Sep-2022 04:05 PM,"Er. Sushil Kumar, Sr. Executive Engineer,ED Karsog","Sr. Executive Engineer, Electrical Division HPSEBL, Karsog","20,167",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form,1.0,ICICI BANK,Tender for 22KV HT Line to proposed 63KVA Sub Station Tundel under ESD Seri.,Tender for 22KV HT Line to proposed 63KVA Sub Station Tundel under ESD Seri.,please refer tender document  ,NA ,"8,06,684",Supply and Erection,Electrical Works ,Tender,180.0,60.0,Seri,175011.0,NA ,NA ,NA ,"Office of Sr. Executive Engineer,ED Karsog",No ,No,1.0,Date corrigendum,Date,,AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,299973.0,SUNEEL THAKUR ELECTRICAL,09-Sep-2022 10:02 AM,Rejected-Finance,L2,23-Sep-2022 01:19 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,3.0,298185.0,VISHAL ELECTRICAL GOVT CONT,29-Aug-2022 04:53 PM,Rejected-Finance,L3,23-Sep-2022 01:19 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,A Class Electrical License from competent authority as per bid document,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate of turnover from CA as per bid document,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work experience/ work done certificate as per bid document,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of non blacklisting as per bid document,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking of no litigation in Govt./ Semi Govt. institution as per bid document,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Registration of PAN , GST, EPF and insurance policies for work man as per bid document",,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cancelled Check as per bid document,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,AOC
