Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
350.0,Nil,Nil,No,"11,600",No,fixed,,Nil,Nil,Preparation of Detailed Project Report for construction of 24.75 mtr. Span (double lane) bridge at RD. 5/060 on Rampur to Palahu Road via Kanyari lana Cheta km. 0/00 to 7/230 and construction of 30.00 mtr. Span RCC Box girders over Bedol K,Preparation of Detailed Project Report for construction of 24.75 mtr. Span (double lane) bridge at RD. 5/060 on Rampur to Palahu Road via Kanyari lana Cheta km. 0/00 to 7/230 and construction of 30.00 mtr. Span RCC Box girders over Bedol K,Please refer Tender documents. ,NA ,"5,80,000",Civil Works,NA ,Tender,75.0,90.0,Sangrah,173023.0,NA ,NA ,NA ,"Executive Engineer, HPPWD Division Sangrah",No ,No,1.0,Fee/PreQual/Technical,.pdf,RECEIPT / SCREEN SHOT OF COST OF TENDER AND EARNEST MONEY PAYMENT (INDICATED IN SCHEDULE F),"Executive Engineer, HPPWD Division Sangrah","Executive Engineer, HPPWD Division Sangrah",1.0,ICICI BANK,24-Aug-2022 05:00 PM,01-Sep-2022 10:30 AM,24-Aug-2022 05:00 PM,01-Sep-2022 10:00 AM,NA ,NA ,24-Aug-2022 05:00 PM,01-Sep-2022 10:00 AM,06-Sep-2022 10:30 AM,PWD,Sangrah 6583-6613 dated 16.08.2022,2022_PWD_63966_13,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,1.0,298665.0,VRIDDHI ENGINEERING CONSULTANCY,INR,"420,000",19-Sep-2022,"INR 420,000",90.0,Rattan Kumar Sharma,21-Sep-2022 11:26 AM,119.pdf (983.00 KB),AOC,PWD,2022_PWD_63966_13,Sangrah 6583-6613 dated 16.08.2022,Preparation of Detailed Project Report for construction of 24.75 mtr. Span (double lane) bridge at RD. 5/060 on Rampur to Palahu Road via Kanyari lana Cheta km. 0/00 to 7/230 and construction of 30.00 mtr. Span RCC Box girders over Bedol K,Executive Engineer,Internal,SUPERINTENDENT G-II DAO HDM,Rattan Kumar Sharma,15-Sep-2022 11:43 AM,finsummary_96377.pdf (229.57 KB),Finance,SUMMARY,Rattan Kumar Sharma,07-Sep-2022 02:37 PM,finance_96377.pdf,BOQ Comparative Chart,1.0,297908.0,Geo Tech Engineer and Consultants,01-Sep-2022 08:07 AM,Rejected-Finance,L2,15-Sep-2022 11:43 AM,Executive Engineer,Internal,SUPERINTENDENT G-II DAO HDM,Rattan Kumar Sharma,05-Sep-2022 03:11 PM,06-Sep-2022 10:30 AM,techsummary_96377.pdf (595.91 KB),Technical,Summary,Rattan Kumar Sharma,01-Sep-2022 02:43 PM,technical_96377.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,24.3. CONTRACTORS REGISTRATION,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,298665.0,VRIDDHI ENGINEERING CONSULTANCY,31-Aug-2022 05:21 PM,Accepted-AOC,AOC,21-Sep-2022 11:26 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,24.4. GST NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,24.6. LIST OF MACHINERY TOOL AND PLANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,24.8. HPPWD FORM No. 8.,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,24.9. ANY OTHER DOCUMENTS AS SPECIFIED BY THE STATE IN PERFORMA OF SCHEDULE,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PROOF TO REGISTRATION UNDER EMPLOYEES PROVIDENT FUNDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,AFFIDAVIT OR UNDERTAKING REGARDING CORRECTNESS OF BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,VALID E-MAIL ID AND CONTACT NO.,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,24.7. BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
