Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
11-Apr-2022 04:30 PM,23-May-2022 02:30 PM,11-Apr-2022 04:30 PM,23-May-2022 02:00 PM,11-Apr-2022 05:00 PM ,23-Apr-2022 11:00 AM ,26-Apr-2022 05:00 PM,23-May-2022 02:00 PM,10-Jun-2022 11:00 AM,"12,56,000",Yes,fixed,,"Payable To Project Director, HPHDP",Payable At Shimla,"Managing Director, HPMC",HPMC Head Office 03rd floor nigam vihar Shimla-2,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Technical_Doc1,HPHDP HPMC PIU JADOL /TURNKEY/12-2,"Up-gradation of existing Fruit Processing Plant, Supply, installation, testing and commissioning of equipments including civil works for existing Fruit Processing Plant at Jadol, Distt. Mandi (H.P.)","Tender Fee, EMD, Power of Attorney, Certificate of Correctness ",NA ,"6,27,98,000",Civil Works - Others,NA ,Tender,120.0,365.0,"Mandi, H.P",175018.0,HPMC Head Office Shimla ,HPMC Head Office 03rd floor nigam vihar Shimla-2 ,25-Apr-2022 02:00 PM ,Shimla,No ,No,"5,900","Payable To Project Director, HPHDP",Payable At Shimla,No,HP Horticultural Produce Marketing and Processing Corporation Ltd.,HPHDP HPMC PIU JADOL /TURNKEY/12-2,2022_HPMC_59431_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,BOQ Change,BOQ,,AOC,Finance,Financial Bid Minutes,BRIJ MOHAN SAINI,25-Jul-2022 03:18 PM,finance_89939.pdf,BOQ Comparative Chart,AGM Head Office,Internal,As per attachment,BRIJ MOHAN SAINI,08-Jun-2022 04:52 PM,10-Jun-2022 11:00 AM,techsummary_89939.pdf (366.04 KB),Technical,Technical,BRIJ MOHAN SAINI,08-Jun-2022 04:50 PM,technical_89939.pdf,1.0,283399.0,Neologic Engineers Pvt Ltd,23-May-2022 01:43 PM,Accepted-AOC,Awarded,20-Sep-2022 01:18 PM,20-Sep-2022,"INR 75,199,507.54",365.0,BRIJ MOHAN SAINI,20-Sep-2022 01:17 PM,LOAJadol.pdf (717.00 KB),Contract Awarded,1.0,283399.0,Neologic Engineers Pvt Ltd,INR,"75,199,507.54",AGM HO,Internal,Refer attached,BRIJ MOHAN SAINI,20-Sep-2022 01:02 PM,finsummary_89939.pdf (3109.05 KB),HP Horticultural Produce Marketing and Processing Corporation Ltd.,2022_HPMC_59431_1,HPHDP HPMC PIU JADOL /TURNKEY/12-2,HPHDP HPMC PIU JADOL /TURNKEY/12-2,AOC
,,,,,,,,,,,,,,,,,2.0,BG - Bank Guarantee,,,.pdf,Technical_Doc2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,DATE EXTENSION,Date,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,.pdf,Technical_Doc3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,.pdf,Technical_Doc4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,.pdf,Technical_Doc5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,.pdf,Technical_Doc6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,.pdf,Any_other_Doc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,2.0,Finance,.pdf,Financial_Doc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,.pdf,Financial_Doc2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,.xls,Financial_Doc3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,.pdf,Financial_Doc4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,.pdf,Financial_Doc5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,.pdf,Financial_Doc6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,.pdf,Any_other_Doc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
