S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1,141716,AMIT KUMAR TERON,16-Mar-2022 12:39 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,26-May-2022 12:42 PM,ED,Internal,"SE(E), SE(C), CON(CW), FA, DF, AMD, CC(CW), ED",Dipjyoti Deka,20-Sep-2022 04:33 PM,finsummary_37828.pdf (364.47 KB),1.0,141450.0,MD Rafiqul Islam,INR,3871200.0,ED,Internal,"SE(E),SE(C),CON CW,FA, DF,AMD,CCCW,ED",Dipjyoti Deka,26-May-2022 12:50 PM,26-May-2022 01:00 PM,techsummary_37828.pdf (386.05 KB),Technical,TBER,Dipjyoti Deka,26-May-2022 12:42 PM,technical_37828.pdf,National Health Mission||State Programme Management Unit - NHM,2022_NHM_24528_13,NHM-32050/46/2021-Cons-NHM/87,"Reparning and renovation of 592 nos of SC to upgrade them as HNWC at various place of Assam Gr12, 7 nos SC in Goalpara district",20-Sep-2022,INR 3871200.0,120.0,Dipjyoti Deka,20-Sep-2022 04:35 PM,WO12.pdf (302.00 KB),CONTRACT AMOUNT,Finance,FINANCIAL BID,Dipjyoti Deka,20-Sep-2022 04:29 PM,,BOQ Comparative Chart,AOC,"MD, NHM, Assam","O/O MD, NHM Assam, Saikia Commercial Complex, Christanbasti, G.S Road, Guwahati-5",1.0,Fee/PreQual/Technical,.pdf,"Tender Fee, EMD",04-Mar-2022 09:00 AM,17-Mar-2022 03:30 PM,04-Mar-2022 09:00 AM,16-Mar-2022 02:00 PM,NA ,NA ,04-Mar-2022 12:00 PM,16-Mar-2022 02:00 PM,26-May-2022 01:00 PM,"Reparning and renovation of 592 nos of SC to upgrade them as HNWC at various place of Assam Gr12, 7 nos SC in Goalpara district","Reparning and renovation of 592 nos of SC to upgrade them as HNWC at various place of Assam Gr12, 7 nos SC in Goalpara district",Please refer Tender documents. ,NA ,"48,32,363",Civil Works - Building,NA ,Tender,180.0,120.0,Goalpara,783124.0,NA ,NA ,NA ,"O/O Mission Director, NHM, Assam",No ,No,1.0,SBI Bank,"96,647",Yes,percentage,2.0%,Nil,Nil,"1,000",Nil,Nil,No,National Health Mission||State Programme Management Unit - NHM,NHM-32050/46/2021-Cons-NHM/87,2022_NHM_24528_13,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,AOC
2,141450,MD Rafiqul Islam,16-Mar-2022 11:38 AM,Accepted-AOC,CONTRACT AWARDED,20-Sep-2022 04:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.pdf,Bid Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3,141626,MIR NASIRUDDIN AHMED,15-Mar-2022 07:54 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,26-May-2022 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.pdf,Technical Qualification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,141109,M/S B.S. ENTERPRISE,15-Mar-2022 12:25 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,26-May-2022 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,140592,M/S Saturn Electricals,15-Mar-2022 12:37 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,26-May-2022 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,141055,MS TAJ ENTERPRISE,16-Mar-2022 02:57 AM,Rejected-AOC,REJECTED,20-Sep-2022 04:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,141441,SAHAR ALI,15-Mar-2022 07:10 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,26-May-2022 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,136367,SOIDUR RAHMAN SHEIKH,16-Mar-2022 10:46 AM,Rejected-AOC,REJECTED,20-Sep-2022 04:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,141893,Swaraj Infrastructure,16-Mar-2022 01:08 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,26-May-2022 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,141728,Zabed Ali,16-Mar-2022 06:00 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,26-May-2022 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
