S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1,154209,AM PUBLICATION,22-Jul-2022 12:55 PM,Rejected-AOC,L3,28-Sep-2022 01:10 AM,Principal Secretary- P and RD- Assam Secretariat||Commissioner- P and RD- PNRD||State Institute of Rural Development - SIRD - PNRD,2022_PNRD_26121_1,Printing of Booklet at SIPRD Assam,Printing of Booklets at SIPRD Assam Khanapara Guwhati 22,AOC,1.0,Important_Date_Extension,Date,,Principal Secretary- P and RD- Assam Secretariat||Commissioner- P and RD- PNRD||State Institute of Rural Development - SIRD - PNRD,Printing of Booklet at SIPRD Assam,2022_PNRD_26121_1,Yes,Open Tender,Item Wise,Goods,2.0,No,No,Online,No,No,No,Printing of Booklets at SIPRD Assam Khanapara Guwhati 22,Printing of Booklets in Assamese and Bengali Languages at SIPRD Assam Khanapara Guwhati 22 BAHANKSHYAM UNNAYANAR LAKHYA 2030,Please refer Tender documents. ,NA ,"32,71,000",Publishing/Printing,NA ,Tender,180.0,60.0,Guwahati,781022.0,Director Office SIPRD Assam ,Director Office SIPRD Assam GS Road Khanapara Guwhati 22 ,04-Jul-2022 03:00 PM ,Director Office SIPRD Khanapara Guwahati 781022,No ,No,"65,420",Yes,percentage,2.0%,Nil,Nil,Director SIPRD Assam,Director SIPRD Assam GS Road Khanapara Guwhati 22,1.0,Fee/PreQual/Technical,.pdf,Online Payment Receipt of tender processing fees and EMD,1.0,SBI Bank,"2,000",Nil,Nil,No,28-Jun-2022 09:00 AM,22-Jul-2022 04:00 PM,28-Jun-2022 04:00 PM,22-Jul-2022 03:00 PM,NA ,NA ,05-Jul-2022 04:00 PM,22-Jul-2022 03:00 PM,02-Aug-2022 12:00 PM,AOC
2,154167,Asomi Enterprise,21-Jul-2022 12:32 PM,Rejected-Finance,GST rate not stated,20-Sep-2022 11:58 AM,,,,,AOC,2.0,BoQ File for Printing Booklet,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,details about bidder,,,,,,,,,,,,,,,,AOC
3,154094,Aurora Fine Arts,20-Jul-2022 07:05 PM,Accepted-AOC,L1,28-Sep-2022 01:10 AM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Annual turnover Statement,,,,,,,,,,,,,,,,AOC
4,154191,F M Printers,22-Jul-2022 11:03 AM,Rejected-Technical,"No PAN, No RC, No Trade Licence, No ITR, No Affidavit in Declaration, No Work Order",01-Aug-2022 10:54 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Performance Statement of Bidder,,,,,,,,,,,,,,,,AOC
5,154216,GITANJALI PRINTING PRESS,22-Jul-2022 01:59 PM,Rejected-Finance,GST rate mismatch,20-Sep-2022 11:58 AM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Declaration of Firm,,,,,,,,,,,,,,,,AOC
6,154193,Insight Brandcom Pvt Ltd,21-Jul-2022 06:44 PM,Rejected-Technical,No Affidavit in Declaration,01-Aug-2022 10:54 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,AOC
7,154219,KD PRINTERS,22-Jul-2022 12:07 PM,Rejected-Finance,GST rate mismatch,20-Sep-2022 11:58 AM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,154091,Maa Kamakhya art,21-Jul-2022 06:45 PM,Rejected-Finance,GST rate not stated,20-Sep-2022 11:58 AM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,154208,MAA MANASHA PRINTERS,22-Jul-2022 02:37 PM,Rejected-AOC,L2,28-Sep-2022 01:10 AM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,153378,M/S Sanchipat Multimedia,22-Jul-2022 12:48 PM,Rejected-Finance,GST rate mismatch,20-Sep-2022 11:58 AM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
11,153132,Singhania printing press LLP,19-Jul-2022 05:03 PM,Rejected-Finance,GST rate not Stated,20-Sep-2022 11:58 AM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
12,154097,S S Graphics,22-Jul-2022 12:18 PM,Rejected-Technical,"No PAN, No RC, No Trade Licence, No ITR, No Affidavit in Declaration",01-Aug-2022 10:54 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
