Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
EXECUTIVE ENGINEER,RAJGARH DIVISION HPPWD RAJGARH,A/R AND M/O to Rajgarh Yashwant Nagar road via Badgla km 0/0 to 15/0 (SH P/L Interlocking concrete block pavement between km 0/490 to 0/640),A/R AND M/O to Rajgarh Yashwant Nagar road via Badgla km 0/0 to 15/0 (SH P/L Interlocking concrete block pavement between km 0/490 to 0/640),Please refer Tender documents. ,NA ,"10,06,195",Civil Works - Roads,NA ,Tender,75.0,30.0,RAJGARH DIVISION HPPWD RAJGARH,173101.0,NA ,NA ,NA ,EXECUTIVE ENGINEER RAJGARH DIVISION HPPWD RAJGARH,No ,No,PWD,No. PW-RGH/Estt/5591-5690 dt. 20.09.2021,2021_PWD_52545_7,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,21-Sep-2021 02:00 PM,27-Sep-2021 11:00 AM,21-Sep-2021 02:00 PM,27-Sep-2021 10:30 AM,NA ,NA ,21-Sep-2021 02:00 PM,27-Sep-2021 10:30 AM,28-Sep-2021 04:00 PM,1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER Receipt uploaded,500.0,Nil,Nil,Yes,"20,500",Yes,fixed,,Nil,Nil,AOC,Er. Narender Kumar Verma EE,Internal,"Er. D.S Kaundal AE, Sh.Ghanshyam Dass Supdt. G-II, Sh.Krishan Singh Supdt. G-II, Smt.Asha Kamal DHD, Sh. Ghan Shyam Jr. Asstt.",Narender verma,28-Sep-2021 03:42 PM,28-Sep-2021 04:00 PM,techsummary_78555.pdf (1719.22 KB),PWD,2021_PWD_52545_7,No. PW-RGH/Estt/5591-5690 dt. 20.09.2021,A/R AND M/O to Rajgarh Yashwant Nagar road via Badgla km 0/0 to 15/0 (SH P/L Interlocking concrete block pavement between km 0/490 to 0/640),19-Sep-2022,"INR 672,717",30.0,Narender verma,19-Sep-2022 05:05 PM,AOC.pdf (1165.00 KB),WORK AWARDED TO SH. RAJESH KUMAR BHANDARI,Er. Narender Kumar Verma EE,Internal,"Er. D.S Kaundal AE, Sh.Ghanshyam Dass Supdt. G-II, Sh.Krishan Singh Supdt. G-II, Smt.Asha Kamal DHD, Sh. Ghan Shyam Jr. Asstt",Narender verma,08-Oct-2021 04:47 PM,finsummary_78555.pdf (1875.57 KB),1.0,238096.0,BALDEV SINGH,26-Sep-2021 06:50 PM,Rejected-Finance,L5,08-Oct-2021 04:47 PM,Technical,SUMMARY,Narender verma,28-Sep-2021 03:04 PM,technical_78555.pdf,Finance,SUMMARY,Narender verma,30-Sep-2021 04:28 PM,finance_78555.pdf,BOQ Comparative Chart,1.0,237907.0,RAJESH KUMAR BHANDARI,INR,"672,717",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,.pdf,EARNEST MONEY Receipt uploaded,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,237907.0,RAJESH KUMAR BHANDARI,25-Sep-2021 02:32 PM,Accepted-AOC,L1,19-Sep-2022 05:06 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,CONTRACTORS REGISTRATION- Refer General Rule,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,238128.0,Sachin Chauhan,26-Sep-2021 10:35 PM,Rejected-Finance,L3,08-Oct-2021 04:47 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST REGISTRATION-Refer General Rule,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,237764.0,Tapender Thakur,24-Sep-2021 04:00 PM,Rejected-Finance,L4,08-Oct-2021 04:47 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"THE CONTRACTOR IS REQUIRED TO STUDY GENERAL RULES DIRECTIONS, General Rule Form No 8 duly signed",,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,238077.0,Vijender,26-Sep-2021 03:10 PM,Rejected-Finance,L2,08-Oct-2021 04:47 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6.0,237733.0,Vivek Dobhal,24-Sep-2021 03:23 PM,Rejected-Finance,L6,08-Oct-2021 04:47 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both Gazatted and non gazatted officer HPPWD employees related to him Gen. Rule,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking regarding uploaded documents are true and correct,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Employees Provident Fund Number,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information bidders like to provide.,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
