Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Name,Address,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Technical,BOS,Chaman Singh,30-May-2022 11:07 AM,technical_91850.pdf,1.0,283987.0,ASHISH THAKUR CONT,26-May-2022 05:54 PM,Accepted-AOC,Being lowest and responsive,08-Sep-2022 04:19 PM,1.0,283987.0,ASHISH THAKUR CONT,INR,"2,986,346",Finance,FBOS,Chaman Singh,13-Jun-2022 12:29 PM,finance_91850.pdf,BOQ Comparative Chart,08-Sep-2022,"INR 2,986,346",270.0,Chaman Singh,08-Sep-2022 04:16 PM,AOCJawala.pdf (744.00 KB),AOC issued,Er. D.R. Chauhan Executive Engineer,Internal,Sh. Y. S. chandel AE Suket Sh. Sushil Kunar DAO Gr-I Sh. Dinesh Kumar HDM Sh. Rattan Lal Supdt. Gr-II,Chaman Singh,08-Sep-2022 04:15 PM,finsummary_91850.pdf (744.03 KB),Er. D.R. Chauhan Executive Engineer,Internal,Assistant Engineer Suket DAO Gr-I HDM Supdt. Gr-II (Accounts),Chaman Singh,30-May-2022 05:43 PM,03-Jun-2022 11:00 AM,techsummary_91850.pdf (723.95 KB),PWD,2022_PWD_60812_1,PW-SNR-CB-E-Ten/Giriraj- 2913-23 dt.13.5.22,Construction of Sangri to Jawala road Km 0/0 to 2/120,AOC,Executive Engineer,O/O Executive Engineer HPPWD Division Sunder Nagar,1.0,ICICI BANK,"1,500",EE Sundernagar,Sundernagar,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender indicated in schedule E,PWD,PW-SNR-CB-E-Ten/Giriraj- 2913-23 dt.13.5.22,2022_PWD_60812_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Both(Online/Offline),No,No,No,Construction of Sangri to Jawala road Km 0/0 to 2/120,SH Construction of 10 mtr span RCC culvert at RD 0/505.,As per bid document ,NA ,"37,80,185",Civil Works,NA ,Tender,75.0,270.0,Sundernagar,175018.0,NA ,NA ,NA ,O/O Executive Engineer Sunder Nagar Division HPPWD,No ,No,"75,700",Yes,fixed,,EE Sundernagar,Sundernagar,19-May-2022 06:00 PM,27-May-2022 11:30 AM,19-May-2022 06:00 PM,26-May-2022 06:00 PM,NA ,NA ,19-May-2022 06:00 PM,26-May-2022 06:00 PM,03-Jun-2022 11:00 AM,AOC
,,,,,2.0,283935.0,Dharam pal,26-May-2022 02:26 PM,Rejected-Finance,Being responsive and L-2,08-Sep-2022 04:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,2.0,ICICI NEFT/RTGS,,,,,,,.pdf,The earnest money indicated in schedule E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,3.0,283900.0,Pankaj Govt. Contractor,26-May-2022 05:52 PM,Rejected-Finance,Not found lowest,08-Sep-2022 04:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.pdf,Contractors registration refer general rules No.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,4.0,283977.0,PUSHAP RAJ,26-May-2022 05:24 PM,Rejected-Finance,Not found lowest,08-Sep-2022 04:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.pdf,GST registration alongwith latest uploaded return as per general rules No. 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,5.0,283687.0,TEK CHAND,26-May-2022 05:14 PM,Rejected-Finance,Not found lowest,08-Sep-2022 04:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.pdf,Detail of work in hand as per general rules No. 16 and 26.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,6.0,283289.0,VIRENDER KUMAR,22-May-2022 11:55 AM,Rejected-Finance,Not found lowest,08-Sep-2022 04:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.pdf,Latest ITR Return,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.pdf,"List of machinery, tool, plant alongwith documentary proof refer schedule F with reference to clause",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.pdf,Form No. 7/8 refer General Rules No. 26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.pdf,List of both gazetted and non-gazetted HPPWD Employees related to him General Rule No. 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
