S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,DD - Demand Draft,"Proposed Near/Repair work of strengthing of Drain,Path etc. Ward No.-2 Nagar Panchayat Sarkaghat Distt. Mandi (H.P) (SH- C/O Drain, Path etc.From Radha Sawami Satsang and Navjayoti Schoo to Govt School Laka.)","Proposed Near/Repair work of strengthing of Drain,Path etc. Ward No.-2 Nagar Panchayat Sarkaghat Distt. Mandi (H.P) (SH- C/O Drain, Path etc.From Radha Sawami Satsang and Navjayoti Schoo to Govt School Laka.)",Please refer Tender documents. ,NA ,"6,74,774",Civil Works,NA ,Rate Contract,90.0,90.0,sarkaghat,175024.0,NA ,NA ,NA ,sarkaghat,No ,No,"13,500",No,fixed,,Secretary Nagar Panchayat Sarkaghat,sarkaghat,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender,500.0,Secretary Nagar Panchayat Sarkaghat,sarkaghat,No,Secretary,Secretary Nagar Panchayat Sarkaghat,17-Aug-2020 11:00 AM,24-Aug-2020 11:30 AM,17-Aug-2020 11:00 AM,24-Aug-2020 11:00 AM,17-Aug-2020 11:00 AM ,24-Aug-2020 11:00 AM ,17-Aug-2020 11:00 AM,24-Aug-2020 11:00 AM,04-Sep-2020 11:00 AM,Directorate of Urban Development||Urban Development - UDDHP||Nagar Panchayat Sarkaghat - UDDHP,No.NP-SKT-Tender/20-1240-1245 Dt. 23-07-2020,2020_UDDHP_39833_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC,Om Prakash Executive Officer MC. Sarkaghat,Internal,Rajesh Chaudhary Assistant Engineer Attul Prasher Junior Engineer Daler Singh Junior Assistant,Attul Prasher,02-Sep-2020 01:15 PM,04-Sep-2020 11:00 AM,techsummary_58792.pdf (390.27 KB),1.0,174697.0,ARUN KUMAR,23-Aug-2020 08:00 PM,Rejected-Finance,3rd lowest bidder,15-Sep-2020 02:47 PM,Finance,Financial bid Summary,Attul Prasher,15-Sep-2020 01:27 PM,finance_58792.pdf,BOQ Comparative Chart,Technical,Technical Bid Opening Summary,Attul Prasher,02-Sep-2020 12:41 PM,None,23-Sep-2020,"INR 1,056,157",90.0,Attul Prasher,26-Mar-2021 03:50 PM,j9.pdf (328.00 KB),"Proposed Near/Repair work of strengthing of Drain,Path etc. Ward No.-2 Nagar Panchayat Sarkaghat Distt. Mandi (H.P) (SH- C/O Drain, Path etc.From Radha Sawami Satsang and Navjayoti Schoo to Govt Schoo",Om Prakash Executive Officer MC. Sarkaghat,Internal,Rajesh Chaudhary Assistant Engineer Attul Prasher Junior Engineer Daler Singh Junior Assistant,Attul Prasher,15-Sep-2020 02:46 PM,finsummary_58792.pdf (231.61 KB),Directorate of Urban Development||Urban Development - UDDHP||Nagar Panchayat Sarkaghat - UDDHP,2020_UDDHP_39833_1,No.NP-SKT-Tender/20-1240-1245 Dt. 23-07-2020,"Proposed Near/Repair work of strengthing of Drain,Path etc. Ward No.-2 Nagar Panchayat Sarkaghat Distt. Mandi (H.P) (SH- C/O Drain, Path etc.From Radha Sawami Satsang and Navjayoti Schoo to Govt School Laka.)",1.0,174696.0,Vijay Kumar,INR,"1,056,157",AOC
2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2.0,174660.0,Saroj Bala,23-Aug-2020 04:42 PM,Rejected-Finance,2nd lowest bidder,15-Sep-2020 02:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration (General Rule No. 27),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3.0,174696.0,Vijay Kumar,23-Aug-2020 08:02 PM,Accepted-AOC,This is lowest bidder,26-Mar-2021 03:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Pan No/ GST Registration General Rule 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done certificate (General Rule 19 28.02b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand (General Rule 19 28.02b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit that information with the (Name of work is correct in all respect),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Labour License,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
