Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
500.0,"Executive Engineer, Una Division, HPPWD, Una",Una,No,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una",1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),Job 3 Construction of link road Labana Basti Ispur Sub Head Construction of CC Pavement at km.0/300 to 0/600 Under OTMNP,Job 3 Construction of link road Labana Basti Ispur Sub Head Construction of CC Pavement at km.0/300 to 0/600 Under OTMNP,Please refer to Bidding Documents ,NA ,,Civil Works - Roads,NA ,Empanelment,120.0,60.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,1.0,FDR - Fixed Deposit,22-Dec-2020 10:00 AM,28-Dec-2020 11:00 AM,22-Dec-2020 10:30 AM,28-Dec-2020 09:00 AM,NA ,NA ,22-Dec-2020 10:30 AM,28-Dec-2020 09:00 AM,18-Jan-2021 10:00 AM,"38,100",No,fixed,,"Executive Engineer, Una Division, HPPWD, Una",Una,PWD,Job 3 Construction of link road Labana Basti Ispur,2020_PWD_43393_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC,PWD,2020_PWD_43393_1,Job 3 Construction of link road Labana Basti Ispur,Job 3 Construction of link road Labana Basti Ispur Sub Head Construction of CC Pavement at km.0/300 to 0/600 Under OTMNP,Er.G.S. Rana E.E.,Internal,"Er. Kuldeep Singh AE to EE Sunil Kumar AE Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II, Jagdeep Singh Draughtsman",Gurcharan Singh Rana,14-Jan-2021 04:08 PM,18-Jan-2021 10:00 AM,techsummary_64367.pdf (463.18 KB),Er.G.S. Rana E.E.,Internal,"Er. Kuldeep Singh AE to EE Sunil Kumar AE Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II, Jagdeep Singh Draughtsman",Gurcharan Singh Rana,20-Jan-2021 03:43 PM,finsummary_64367.pdf (463.54 KB),18-Feb-2021,"INR 2,042,185",60.0,Arvind Chaudhary,01-Mar-2021 05:49 PM,Awardletter.pdf (857.00 KB),Awardletter,1.0,193681.0,Ankur sharma,24-Dec-2020 11:01 PM,Rejected-AOC,ok,01-Mar-2021 05:49 PM,Technical,TechnicalBidOpeningSummary,Gurcharan Singh Rana,29-Dec-2020 12:23 PM,technical_64367.pdf,Finance,Proceedingregardingopeningoffinancialbids,Gurcharan Singh Rana,20-Jan-2021 02:20 PM,finance_64367.pdf,BOQ Comparative Chart,1.0,193656.0,Rishi Kumar,INR,"1,848,600",AOC
,,,,,,,,.pdf,Earnest Money ( Indicated In Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,193945.0,Chetan Chabba,27-Dec-2020 11:38 AM,Rejected-AOC,ok,01-Mar-2021 05:49 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Contractors Registration (Refer General Rule No.23 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,193656.0,Rishi Kumar,26-Dec-2020 05:37 PM,Accepted-AOC,ok,01-Mar-2021 05:49 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,G.S.T. No. and copy of the latest return filed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,193997.0,Rohit Kumar,27-Dec-2020 08:49 PM,Rejected-AOC,ok,01-Mar-2021 05:49 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,E.P.F. No. and copy of latest return filed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,193684.0,Tilak Raj Govt Contractor,26-Dec-2020 09:53 PM,Rejected-AOC,ok,01-Mar-2021 05:49 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,An Affidavit of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
