Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Tender Stage,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
CGM(PPandD),Internal,,JHARNA DEVI,15-Dec-2020 03:20 PM,15-Dec-2020 03:25 PM,techsummary_28852.pdf (115.83 KB),1,95189,Assam Electricals,12-Oct-2020 01:02 PM,Rejected-AOC,L 4bidder,10-Mar-2021 01:24 PM,Assam Electricity Grid Corporation Ltd||CGM (T and T),2020_AEGCL_18706_1,AEGCL/MD/33kV/CITMED/TURNKEY,Turnkey Construction of 33kV bays at 132kV Kokrajhar GSS and 132kV Nalkata GSS for CIT and Lakhimpur Medical College Feeders respectively,Technical,Eligible bids opened for technical bid evaluation,NILLUTPAL BORUAH,20-Nov-2020 10:37 AM,,Finance,opened for financial evaluation,NILLUTPAL BORUAH,26-Feb-2021 11:46 AM,,BOQ Comparative Chart,AOC,1.0,SBI Bank,CGM PP and D,"CGM PP and D, Bijulee bhawan",1.0,Fee/PreQual/Technical,.pdf,Letter of Technical Bid,Assam Electricity Grid Corporation Ltd||CGM (T and T),AEGCL/MD/33kV/CITMED/TURNKEY,2020_AEGCL_18706_1,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,19-Sep-2020 12:00 PM,13-Oct-2020 02:00 PM,19-Sep-2020 12:00 PM,12-Oct-2020 02:00 PM,NA ,NA ,24-Sep-2020 12:00 PM,12-Oct-2020 02:00 PM,15-Dec-2020 03:25 PM,Turnkey Construction of 33kV bays at 132kV Kokrajhar GSS and 132kV Nalkata GSS for CIT and Lakhimpur Medical College Feeders respectively,Turnkey Construction of 33kV bays at 132kV Kokrajhar GSS and 132kV Nalkata GSS for CIT and Lakhimpur Medical College Feeders respectively,Please refer Tender documents. ,NA ,"1,42,00,000",Electrical Works,NA ,Tender,180.0,214.0,Kokrajhar and Lakhimpur,787001.0,NA ,NA ,NA ,Office of MD AEGCL,No ,No,"2,000",AEGCL,Guwahati,Yes,"2,80,000",Yes,fixed,,AEGCL,Guwahati,AOC
,,,,,,,2,94789,Brick Way Infrastructure Private Limited,12-Oct-2020 09:31 AM,Rejected-Technical,non responsie to bid requirement,15-Dec-2020 03:20 PM,,,,,,,,,,,,,,,,AOC,,,,,,,.rar,Power of Attorney and registered JV agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,3,95032,Deejay System Consultants Pvt. Ltd.,08-Oct-2020 06:21 PM,Rejected-AOC,L3 bidder,10-Mar-2021 01:24 PM,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,Bid Security and Tender Fee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,4,95196,Jayanta Khaund,12-Oct-2020 12:32 PM,Accepted-AOC,considering urgency,10-Mar-2021 01:24 PM,,,,,,,,,,,,,,,,AOC,,,,,,,.rar,"Manufacturers authorisation, GTP, Type test and performance certificates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,5,94946,JYOTI ELECTRICALS,12-Oct-2020 01:22 PM,Rejected-Technical,non responsive to bid requirement,15-Dec-2020 03:20 PM,,,,,,,,,,,,,,,,AOC,,,,,,,.rar,Technical Experience of bidder and bidding forms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,6,94806,Konstelec Engineers pvt. Ltd.,12-Oct-2020 12:46 PM,Rejected-Technical,non responsive to the bid requirement,15-Dec-2020 03:20 PM,,,,,,,,,,,,,,,,AOC,,,,,,,.rar,Financial Documents of bidders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,7,94560,SINGHI INFRAPOWER PROJECTS PRIVATE LIMITED,12-Oct-2020 01:47 PM,Rejected-Finance,lower than 15 percent,10-Mar-2021 12:48 PM,,,,,,,,,,,,,,,,AOC,,,,,,,.rar,Other documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,8,95153,SINGO ENGINEERING INDIA PRIVATE LIMITED,10-Oct-2020 11:55 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,20-Nov-2020 10:37 AM,,,,,,,,,,,,,,,,AOC,,,,,2.0,Finance,.xls,Price Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,9,95294,SRI NABA BAISHYA,12-Oct-2020 01:12 PM,Accepted-AOC,L1 bidder,10-Mar-2021 01:24 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,10,94823,Vision Engineers,12-Oct-2020 09:00 AM,Rejected-Finance,lower than 15 percent,10-Mar-2021 12:48 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
