Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"OUTSOURCING OF HOSTEL MESS SERVICE (UG BOYS) AT JORHAT MEDICAL COLLEGE AND HOSPITAL, JORHAT",Outsourcing of Hostel Mess service (UG Boys) at JMCH,Please refer tender document ,NA ,0.0,Hotel/ Catering,NA ,Tender,365.0,30.0,UG BOYS HOSTEL JMCH,785001.0,"College Council Hall, Administrative Building,JMCH ","College Council Hall, Administrative Building, JMCH ",21-Oct-2020 01:00 PM ,"College Council Hall, JMC",No ,No,1.0,Fee/PreQual/Technical,.pdf,TENDER FEES,19-Oct-2020 01:15 PM,10-Nov-2020 01:00 PM,19-Oct-2020 01:15 PM,10-Nov-2020 12:00 PM,NA ,NA ,19-Oct-2020 01:30 PM,10-Nov-2020 12:00 PM,03-Dec-2020 01:00 PM,Health and Family Welfare Department||Directorate of Medical Education-HFWD||Jorhat Medical College and Hospital-HFWD,IFB NO. SMEJ/JMCH/2449/2020/6805 DATE. 14/10/2020,2020_HFWD_18977_1,Yes,Open Tender,Supply,Services,2.0,No,No,Offline,No,No,No,"1,000",JMCH TENDER,CANARA BANK JORHAT,Yes,1.0,DD - Demand Draft,"2,00,000",Yes,fixed,,JMCH TENDER,JMCH TENDER,"Principal cum Chief Superintendent, JMCH","O/o. Principal cum Chief Superintendent, Administrative Building, JMCH",AOC,Prof. Dr. P. Tahbildar,Internal,"FAO, JMCH, Dr. C. R Burgohain, Dr. R.P Ray, Dr. K. Talukdar, Dr. Rupak Bhuyan,Dr. R. Dutta Roy,",Chao Rochek Buragohain,25-Nov-2020 05:56 PM,03-Dec-2020 01:00 PM,techsummary_29372.pdf (390.11 KB),Health and Family Welfare Department||Directorate of Medical Education-HFWD||Jorhat Medical College and Hospital-HFWD,2020_HFWD_18977_1,IFB NO. SMEJ/JMCH/2449/2020/6805 DATE. 14/10/2020,"OUTSOURCING OF HOSTEL MESS SERVICE (UG BOYS) AT JORHAT MEDICAL COLLEGE AND HOSPITAL, JORHAT",Prof. (Dr.) P. Tahbildar,Internal,"Principal, JMC, Superintendent, JMCH, FAO, JMCH,Dr. C. R Burgohain,Dr. R.P Ray,Dr. K. Talukdar, Dr. Rupak Bhuyan,Dr. R. Dutta Roy",Chao Rochek Buragohain,28-Dec-2020 03:40 PM,finsummary_29372.pdf (239.70 KB),Finance,MINUTES OF THE FINANCIAL BID OPENING,Chao Rochek Buragohain,04-Dec-2020 04:53 PM,finance_29372.pdf,BOQ Comparative Chart,1,97730,ANJANI CATERS,10-Nov-2020 11:42 AM,Rejected-Technical,Not qualified,25-Nov-2020 05:56 PM,Technical,MINUTES OF THE TECHNICAL BID OPENING,Chao Rochek Buragohain,25-Nov-2020 05:40 PM,technical_29372.pdf,01-Feb-2021,INR 88.0,365.0,Chao Rochek Buragohain,08-Mar-2021 04:35 PM,UGBOYSHOSTELMESS.pdf (249.00 KB),Rs. 88.00 (per day per student) inclusive of all taxes and charges,1.0,97705.0,LAKHIMI CATERER,INR,88.0,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,PRE-QUALIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,2,97004,CHEF HOSPITALITY SERVICES,03-Nov-2020 10:59 AM,Rejected-Technical,Not qualified,25-Nov-2020 05:56 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,BG - Bank Guarantee Irrevocable,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,3,97705,LAKHIMI CATERER,10-Nov-2020 10:21 AM,Accepted-AOC,AWARDED,08-Mar-2021 04:35 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,FDR - Fixed Deposit Receipt,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,4,97723,M/S DHABA SAMAROH ENDEES,10-Nov-2020 11:38 AM,Rejected-Finance,L4,28-Dec-2020 03:40 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,5,97725,M/S MAHENDRA BHUYAN,10-Nov-2020 11:57 AM,Rejected-Finance,L5,28-Dec-2020 03:40 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,6,97375,M/S RANJIT KAUSHIK,08-Nov-2020 09:12 PM,Rejected-Finance,L7,28-Dec-2020 03:40 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,7,97647,NATIONAL FACILITY MANAGEMENT SERVICES,09-Nov-2020 05:11 PM,Rejected-Finance,L6,28-Dec-2020 03:40 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,8,97665,N.P. CATERING AND CONFECTIONERY BAKERY,09-Nov-2020 08:43 PM,Rejected-Finance,L2,28-Dec-2020 03:40 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,9,97728,SAI HOSPITALITY SERVICES,10-Nov-2020 11:24 AM,Rejected-Technical,Not qualified,25-Nov-2020 05:56 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,10,97256,SALASAR FOOD SERVICES LLP,06-Nov-2020 02:11 PM,Rejected-Finance,L3,28-Dec-2020 03:40 PM,,,,,,,,,,,,,,,,,,AOC
