EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"10,00,000",No,fixed,,Commissioner,Municipal Corporation Palampur,Daily cleaning and sweeping including door to door garbage collection in segregate manners and its disposal up to SWMP,Daily cleaning and sweeping including door to door garbage collection in segregate manners and its disposal up to SWMP,Please refer Tender documents. ,NA ,,Manpower Supply,NA ,Tender,90.0,180.0,Municipal Corporation Area Palampur,176061.0,NA ,NA ,NA ,Palampur,No ,No,"2,000",Commissioner,Municipal Corporation Palampur,No,Directorate of Urban Development||Urban Development - UDDHP||Municipal Corporation Palampur,MUNICIPAL CORPORATION PALAMPUR,2021_UDDHP_44534_1,Yes,Open Tender,Item Rate,Services,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Bank Draft towards cost of tender documents,Commissioner,Municipal Corporation Palampur,18-Feb-2021 05:15 PM,03-Mar-2021 12:30 PM,18-Feb-2021 05:15 PM,02-Mar-2021 05:00 PM,NA ,NA ,18-Feb-2021 05:15 PM,02-Mar-2021 05:00 PM,03-Mar-2021 05:25 PM,1.0,DD - Demand Draft,AOC,Er. Satnam Singh Parmar Executive Engineer,Internal,Sh. Manoj Sood Asstt. Engineer Sh. Trilok Chand Junior Engineer Sh. Raman Kumar Sanitary Inspector Sh. Suresh Kumar Accountant/Clerk,Pankaj Sharma,05-Mar-2021 12:29 PM,finsummary_66835.pdf (52.23 KB),Directorate of Urban Development||Urban Development - UDDHP||Municipal Corporation Palampur,2021_UDDHP_44534_1,MUNICIPAL CORPORATION PALAMPUR,Daily cleaning and sweeping including door to door garbage collection in segregate manners and its disposal up to SWMP,1.0,201298.0,Badri Vishal and Company,INR,"1,499,990",1.0,201298.0,Badri Vishal and Company,02-Mar-2021 04:54 PM,Accepted-AOC,L1,05-Mar-2021 12:32 PM,Er. Satnam Singh Parmar Executive Engineer,Internal,Sh. Manoj Sood Assistant Engineer Sh. Trilok Chand Junior Engineer Sh. Suresh Kumar Accountant/Clerk Sh. Raman Kumar Sanitary Inspector,Pankaj Sharma,03-Mar-2021 05:19 PM,03-Mar-2021 05:25 PM,techsummary_66835.pdf (375.10 KB),Technical,AS PER UPLOADED DOCUMENT,Pankaj Sharma,03-Mar-2021 05:12 PM,technical_66835.pdf,Finance,as per uploaded document,Pankaj Sharma,05-Mar-2021 12:25 PM,finance_66835.pdf,BOQ Comparative Chart,05-Mar-2021,"INR 1,655,332",180.0,Pankaj Sharma,05-Mar-2021 12:32 PM,AOC.pdf (60.00 KB),work awarded to the lowest bidder as per document attached,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money/Security in required shape,,,,,,,,,,,,2.0,FDR - Fixed Deposit,AOC,,,,,,,,,,,,,,,,2.0,201159.0,EXPRESS HOUSEKEEPER PRIVATE LIMITED,02-Mar-2021 10:29 AM,Rejected-AOC,L2,05-Mar-2021 12:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of EPF registration certificate,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,3.0,201240.0,M/S HURRICANE SECURITY AGENCY PVT.LTD,02-Mar-2021 04:22 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,03-Mar-2021 05:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Labour licence,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,4.0,201064.0,SANJEEV KUMAR,01-Mar-2021 02:15 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,03-Mar-2021 05:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Annual Turnover,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of latest ITR filed,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Residence proof,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Experience Certificate,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding correctness of bid documents,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
