Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage
Public Works Building and NH Department||Chief Engineer-Building - PWBNH,2020_PWBNH_17548_1,GMC 6/2020/4 NMC-BISW,Consultancy Services for Construction of proposed new Medical College at Biswanath District Assam.,1,83929,A.K.A Consultants I Pvt. Ltd.,11-Jul-2020 03:59 PM,Rejected-Technical,Not Qualified,08-Aug-2020 12:45 PM,AOC,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,GMC 6/2020/4 NMC-BISW,2020_PWBNH_17548_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Extension Notice 4th,Date,,Consultancy Services for Construction of proposed new Medical College at Biswanath District Assam.,Consultancy Services for Construction of proposed new Medical College at Biswanath District Assam.,Please refer Tender documents. ,NA ,"5,00,00,00,000",Civil Works - Building,NA ,Tender,180.0,120.0,Biswanath,784176.0,"O/O The CE, PWD (Bldg), Assam, Chandmari, Ghy-3 ","O/O The CE, PWD (Bldg), Assam, Chandmari, Ghy-3 ",26-May-2020 11:30 AM ,"O/O The CE, PWD (Bldg), Assam, Chandmari, Ghy-3",No ,No,"26,50,000",Yes,fixed,,Concerned Executive Engineer,PWBNH,1.0,Fee/PreQual/Technical,.pdf,DOCUMENT COST,16-May-2020 03:15 PM,22-Jul-2020 03:00 PM,16-May-2020 03:30 PM,22-Jul-2020 02:00 PM,NA ,NA ,28-May-2020 03:30 PM,22-Jul-2020 02:00 PM,08-Aug-2020 12:50 PM,1.0,DD - Demand Draft,"12,500",Assam State Road Board Maintenance (Road) Fund,Guwahati,No,"CE, PWD (Bldg), Assam, Chandmari, Ghy-3","O/O The CE, PWD (Bldg), Assam, Chandmari, Ghy-3",AOC
,,,,2,84227,ARCH EN DESIGN,13-Jul-2020 06:47 PM,Rejected-Technical,Not Qualified,08-Aug-2020 12:45 PM,AOC,,,,,,,,,,,,,,,2.0,Presentation Date,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,BID SECURITY,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,AOC
,,,,3,81816,Architect Hafeez Contractor,09-Jul-2020 05:04 PM,Rejected-Technical,Not Qualified,08-Aug-2020 12:45 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,BIDDING DOCUMENT,,,,,,,,,,3.0,BG - Bank Guarantee Irrevocable,,,,,,,AOC
,,,,4,84340,Arcop Associates Private Limited,06-Jul-2020 06:21 PM,Rejected-Technical,Not Qualified,08-Aug-2020 12:45 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,4.0,FDR - Fixed Deposit Receipt,,,,,,,AOC
,,,,5,84345,BHARGAVA AND ASSOCIATES PRIVATE LIMITED,20-Jul-2020 06:07 PM,Rejected-AOC,L2,18-Mar-2021 10:39 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,AOC
,,,,6,84362,CP Kukreja Architects,06-Jul-2020 03:30 PM,Rejected-AOC,L3,18-Mar-2021 10:39 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FINANCIAL PROPOSAL,,,,,,,,,,,,,,,,,,AOC
,,,,7,84434,DDF Consultants Pvt Ltd,30-Jun-2020 01:01 PM,Rejected-Technical,Not Qualified,08-Aug-2020 12:45 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,8,84418,Design Associates Inc,20-Jul-2020 10:46 AM,Rejected-Technical,Not Qualified,08-Aug-2020 12:45 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,9,84454,Egis India Consulting Engineers Pvt Ltd,21-Jul-2020 06:32 PM,Rejected-Technical,Not Qualified,08-Aug-2020 12:45 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,10,84229,GIAN P MATHUR AND ASSOCIATES PVT LTD,22-Jul-2020 12:59 PM,Rejected-Technical,Not Qualified,08-Aug-2020 12:45 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
