Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,EOI,06-Jan-2020 09:00 AM,27-Jan-2020 01:00 PM,06-Jan-2020 09:00 AM,24-Jan-2020 05:00 PM,06-Jan-2020 09:00 AM ,11-Jan-2020 09:00 AM ,06-Jan-2020 09:00 AM,24-Jan-2020 05:00 PM,Skill Employment and Entrepreneurship Department||Assam Skill Development Mission,NIA No_ASDM 2240_2019_51,2020_SEED_15727_1,Yes,Open Tender,EOI,Services,1.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,1.0,Corrigendum 1,Date,,Mission Director,"ASSAM SKILL DEVELOPMENT MISSION (ASDM) GOVT. OF ASSAM KATABARI, DPS ROAD, NH-37 GARCHUK GUWAHATI-781035",0.0,No,fixed,,Nil,Nil,RPL_new,RPL,Please refer RFP ,NA ,0.0,Miscellaneous Services,NA ,Tender,180.0,90.0,ASSAM SKILL DEVELOPMENT MISSION,781035.0,NA ,NA ,NA ,ASSAM SKILL DEVELOPMENT MISSION,No ,No,"5,000",Assam Skill Development Mission,Guwahati,No,AOC,1,72067,Aastha Foundation,18-Jan-2020 03:52 PM,Accepted-AOC,qualified,31-Mar-2021 02:25 PM,Finance,refer notice,Akkas Ali,31-Mar-2021 02:14 PM,,Mission Director,Internal,,Akkas Ali,31-Mar-2021 02:21 PM,finsummary_23814.pdf (184.99 KB),31-Mar-2021,INR 46.6,90.0,Akkas Ali,31-Mar-2021 02:25 PM,ASDM-2240_2019_99.pdf (185.00 KB),Skill Employment and Entrepreneurship Department||Assam Skill Development Mission,2020_SEED_15727_1,NIA No_ASDM 2240_2019_51,RPL_new,Mission Director,Internal,,Akkas Ali,31-Mar-2021 02:17 PM,techsummary_23814.pdf (184.99 KB),1.0,71814.0,JAZZY,INR,46.6,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Corrigendum1,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,72036,Ajitaaksh Ventures Pvt Ltd,18-Jan-2020 10:47 AM,Accepted-AOC,qualified,31-Mar-2021 02:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,71850.0,Prasoon technologies Pvt Ltd,INR,46.6,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,71640,ASCENSIVE EDUCARE PVT LTD,16-Jan-2020 10:55 AM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,31-Mar-2021 02:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,71989.0,Valeur Fabtex Private Limited,INR,46.6,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,71991,Bhaskar Foundadtion,18-Jan-2020 04:08 PM,Accepted-AOC,qualified,31-Mar-2021 02:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,71991.0,Bhaskar Foundadtion,INR,46.6,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,72069,DIGITAL SRD FOUNDATION,18-Jan-2020 04:47 PM,Accepted-AOC,qualified,31-Mar-2021 02:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,71994.0,GNG SKILLS DEVELOPERS PRIVATE LIMITED,INR,46.6,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,71940,GLOBLE VOCATIONAL TRAINING INSTITUTE,16-Jan-2020 11:50 PM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,31-Mar-2021 02:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,72003.0,Ultimate Energy Resource Pvt Ltd,INR,46.6,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,71994,GNG SKILLS DEVELOPERS PRIVATE LIMITED,17-Jan-2020 03:45 PM,Accepted-AOC,qualified,31-Mar-2021 02:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,72036.0,Ajitaaksh Ventures Pvt Ltd,INR,46.6,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,72064,Gurukulgyan Learnings Private Limited,18-Jan-2020 03:01 PM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,31-Mar-2021 02:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,72052.0,Prabhodita Services India Pvt Ltd,INR,46.6,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,72029,HRD Commercial & Industrial Security Force Pvt Ltd,18-Jan-2020 12:22 PM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,31-Mar-2021 02:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,72057.0,NORTH EAST DEVELOPMENT CONSORTIUM,INR,46.6,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,71814,JAZZY,14-Jan-2020 01:10 PM,Accepted-AOC,qualified,31-Mar-2021 02:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,72065.0,PAWAN And CO,INR,46.6,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,71999,Manav Vikas Sanstha,17-Jan-2020 06:09 PM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,31-Mar-2021 02:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,72067.0,Aastha Foundation,INR,46.6,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,72491,M/S EDUTECH,24-Jan-2020 11:54 AM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,31-Mar-2021 02:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,72068.0,TBL EDUCATION (I) PVT LTD,INR,46.6,AOC
