S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,Corrigendum No.4,Date,,10-Sep-2020 03:30 PM,28-Oct-2020 12:00 PM,10-Sep-2020 03:30 PM,27-Oct-2020 05:00 PM,NA ,NA ,10-Sep-2020 04:00 PM,27-Oct-2020 05:00 PM,05-Jan-2021 03:00 PM,Pkg 02 Rate Contract for Plastic waste management units for solid waste management works under SBM G,"Pkg 02 Rate Contract for containerized tricycle, battery rickshaws with garbage loader for solid waste collection and transportation and machineries for Plastic waste management units for solid waste management works under SBM G Assam",Please refer Tender documents. ,NA ,0.0,Miscellaneous Goods,NA ,Rate Contract,180.0,365.0,Guwahati,781036.0,NA ,NA ,NA ,O O CE PHE Water Assam,No ,No,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,RGRWSM_612_2020_21_1537_48,2020_PHED_18641_2,Yes,Open Tender,Item Rate,Goods,2.0,No,No,Online,No,No,No,"1,00,000",Yes,fixed,,CE PHE Sanitation Assam,Guwahati,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Technical Qualification Documents as per Bid Document and Bid Security if in the form of BG,CE PHE Sanitation Assam,"Hengrabari, Guwahati-36","5,000",CE PHE Sanitation Assam,Guwahati,No,AOC,Finance,Financial opening and Evaluation Summary,Munmun Das,13-Jan-2021 12:51 PM,,BOQ Comparative Chart,1.0,91224.0,MAC AUTO INDIA,INR,153000.0,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,2020_PHED_18641_2,RGRWSM_612_2020_21_1537_48,Pkg 02 Rate Contract for Plastic waste management units for solid waste management works under SBM G,1,95890,Arun Enterprise,27-Oct-2020 01:29 PM,Rejected-Technical,Technically Non Responsive,01-Jan-2021 02:38 PM,24-Feb-2021,INR 153000.0,365.0,Milan Kalita,10-Mar-2021 12:23 PM,Battery_Ricksaw.pdf (622.00 KB),AOC,L Ingti,Internal,,Milan Kalita,01-Jan-2021 02:38 PM,05-Jan-2021 03:00 PM,techsummary_28744.pdf (514.74 KB),B.Das,Internal,,Munmun Das,13-Jan-2021 01:04 PM,finsummary_28744.pdf (367.51 KB),Technical,Technical Opening Summary,Milan Kalita,19-Nov-2020 06:09 PM,technical_28744.pdf,AOC
2.0,Corrigendum No.5,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,AOC,,,,,,,2.0,92723.0,D KUMAR AND SALES,INR,153000.0,,,,,2,92723,D KUMAR AND SALES,17-Oct-2020 07:11 PM,Accepted-AOC,Awarded as L2 Bidder,10-Mar-2021 12:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,3,94452,J S AUTO PRIVATE LIMITED,27-Oct-2020 04:55 PM,Rejected-Technical,Technically Non Responsive,01-Jan-2021 02:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,4,94737,Kinetic Green Energy And Power Solutions Ltd,26-Oct-2020 04:17 PM,Rejected-Technical,Technically Non Responsive,01-Jan-2021 02:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,5,91205,KSL CLEANTECH LIMITED,19-Oct-2020 11:54 AM,Rejected-Technical,Technically Non Responsive,01-Jan-2021 02:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,6,91224,MAC AUTO INDIA,26-Oct-2020 11:05 PM,Accepted-AOC,Awarded as L1 Bidder,10-Mar-2021 12:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,7,94792,M/S POOJA HARDWARE STORE,07-Oct-2020 10:22 AM,Rejected-Technical,Technically Non Responsive,01-Jan-2021 02:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,8,94794,Needle Eye Plastic Industries Pvt Ltd,07-Oct-2020 11:34 PM,Rejected-Technical,Technically Non Responsive,01-Jan-2021 02:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,9,95650,PRINCE AGRO MACHINERY,27-Oct-2020 03:41 PM,Rejected-Technical,Technically Non Responsive,01-Jan-2021 02:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,10,95672,Punjab Engineering Company,18-Oct-2020 05:42 PM,Rejected-Technical,Technically Non Responsive,01-Jan-2021 02:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,11,95732,r r enterprise,27-Oct-2020 03:07 PM,Rejected-Technical,Technically Non Responsive,01-Jan-2021 02:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
