S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,S.No,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No.1,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,S.No.2,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,DD - Demand Draft,National Health Mission||State Programme Management Unit - NHM,Essential_Surgical/18011/10,2019_NHM_14583_1,Yes,Open Tender,Item Rate,Goods,2.0,No,No,Offline,No,No,No,Rate Contract and supply of essential Surgicals,Rate Contract and supply of essential Surgicals,Please refer Tender documents. ,NA ,"4,00,00,00,000",Medicines,NA ,Rate Contract,180.0,60.0,"O/o MD, NHM, Assam",781005.0,"O/o MD, NHM, Assam ","O/o MD, NHM, Assam, Saikia Commercial Complex, Christian Basti, Guwahati ",11-Nov-2019 03:30 PM ,"O/o MD, NHM, Assam",No ,No,"2,000","State Health Society, Assam",Guwahati,No,1.0,Fee/PreQual/Technical,.pdf,"Court Fee/IPO, Tender Fee, EMD, Technical Bids",01-Nov-2019 02:00 PM,08-Jan-2020 04:00 PM,01-Nov-2019 02:00 PM,08-Jan-2020 02:00 PM,NA ,NA ,03-Jan-2020 02:00 PM,08-Jan-2020 02:00 PM,16-Apr-2020 11:00 AM,"2,00,000",No,fixed,,"State Health Society, Assam",Guwahati,"MD, NHM, Assam","O/o MD, NHM, Assam, Saikia Commercial Complex, Christian Basti, Guwahati",1.0,Corrigendum No 2,BOQ,,AOC,1.0,Revocation,Revocation,17-Mar-2021 01:56 PM,FINANCIAL_MINUTES.pdf ,15988.75,Financial Opening,Technical,Minutes of meeting,Manohar Choudhury,15-Apr-2020 08:06 PM,technical_22288.pdf,Finance,FINANCIAL OPENING,partha sarathi Das,17-Mar-2021 02:19 PM,,BOQ Comparative Chart,17-Mar-2021,INR 3.0E+8,60.0,partha sarathi Das,17-Mar-2021 02:36 PM,LOI.pdf (26329.00 KB),1,70782,AEGIS LIFESCIENCES,06-Jan-2020 06:09 PM,Accepted-AOC,LOI,17-Mar-2021 02:36 PM,National Health Mission||State Programme Management Unit - NHM,2019_NHM_14583_1,Essential_Surgical/18011/10,Rate Contract and supply of essential Surgicals,"ED, NHM",Internal,,partha sarathi Das,17-Mar-2021 02:28 PM,finsummary_22288.pdf (16000.60 KB),1.0,70782.0,AEGIS LIFESCIENCES,INR,0.0,Executive Director,Internal,"DME, DHS, DF,DSM,DSM2,AA",Manohar Choudhury,15-Apr-2020 08:13 PM,16-Apr-2020 11:00 AM,techsummary_22288.pdf (38164.44 KB),AOC
2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,2.0,Tender Extension,Date,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,70860,Amkay Products Pvt. Ltd.,07-Jan-2020 05:45 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-Apr-2020 08:06 PM,,,,,,,,,,,2.0,70831.0,Care Medical Devices Limited,INR,0.0,,,,,,,,AOC
3.0,BG - Bank Guarantee Irrevocable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Corrigendum No 2,Technical Bid,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,71169,B Braun Medical India Pvt. Ltd.,08-Jan-2020 10:47 AM,Not Admitted-Finance,Not qualified for AOC,17-Mar-2021 02:19 PM,,,,,,,,,,,3.0,70845.0,VEEKAY SURGICALS PVT LTD,INR,0.0,,,,,,,,AOC
4.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,71249,BECTON DICKINSON INDIA PVT LTD,08-Jan-2020 10:08 AM,Accepted-AOC,LOI,17-Mar-2021 02:36 PM,,,,,,,,,,,4.0,70890.0,Delux Surgical,INR,0.0,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,71234,Beta Healthcare Products Pvt Ltd,07-Jan-2020 09:38 PM,Not Admitted-Finance,Not qualified for AOC,17-Mar-2021 02:19 PM,,,,,,,,,,,5.0,71014.0,Poly Medicure Ltd.,INR,0.0,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6,70831,Care Medical Devices Limited,07-Jan-2020 09:00 PM,Accepted-AOC,LOI,17-Mar-2021 02:36 PM,,,,,,,,,,,6.0,71016.0,M/S SURU INTERNATIONAL PVT. LTD,INR,0.0,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7,70838,DATT MEDIPRODUCTS PVT LTD,07-Jan-2020 12:59 AM,Not Admitted-Finance,Not qualified for AOC,17-Mar-2021 02:19 PM,,,,,,,,,,,7.0,71027.0,Medicare Products Inc.,INR,0.0,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,8,70890,Delux Surgical,07-Jan-2020 08:30 PM,Accepted-AOC,LOI,17-Mar-2021 02:36 PM,,,,,,,,,,,8.0,71082.0,MAGNA MARKETING,INR,0.0,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,9,70806,Dr Sabharwals Wound Care,04-Jan-2020 12:30 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-Apr-2020 08:06 PM,,,,,,,,,,,9.0,71121.0,M/s Sterimed Medical Devices Pvt Ltd,INR,0.0,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,10,71186,Eucare Pharmaceuticals Pvt Ltd,07-Jan-2020 05:15 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-Apr-2020 08:06 PM,,,,,,,,,,,10.0,71122.0,M/s Sterimed Surgicals India Pvt Ltd,INR,0.0,,,,,,,,AOC
