Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"5,000",EE Sundernagar,Sundernagar,No,Improvement of widening of Slapper to Tattapani road from km 0/0 to 68/00,"SH ROFD, Metalling and Tarring , R/wall , B/wall , C.D works , Metal beam crash barrier and Dumping site etc. for single lane portion km 31/300 to 36/600 )Job No. CRF -HP-2017 -18 -143)",As per bid document ,NA ,"7,41,77,545",Civil Works,Road ,Tender,120.0,730.0,In Sunder Nagar Division HPPWD,175018.0,o/o Superintending Engineer  ,1st Circle HPPWD Mandi ,07-Dec-2020 11:00 AM ,o/o Superintending Engineer,No ,No,PWD,PW-SNR-CB-E-Tender/20 -12802-06 dt. 22.10.2020,2020_PWD_42856_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Executive Engineer,"HPPWD Division Sundernagar, Distt. Mandi (HP).",1.0,DD - Demand Draft,"14,83,600",No,fixed,,EE Sundernagar,Sundernagar,01-Dec-2020 04:00 PM,14-Dec-2020 11:00 AM,01-Dec-2020 04:00 PM,14-Dec-2020 10:00 AM,01-Dec-2020 04:00 PM ,12-Dec-2020 04:00 PM ,01-Dec-2020 04:00 PM,14-Dec-2020 10:00 AM,24-Dec-2020 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,Cost of tender,AOC,Er. Vijay Chaudhry S.E.,Internal,Sh. Sushil Kumar Divisional Accounts Officer HPPWD Sunder Nagar Division Er. Devi Ram Chauhan EE HPPWD Sunder Nagar Division Er. Jagesh Vaidya EED 1st Circle HPPWD Mandi,Chaman Singh,21-Dec-2020 04:25 PM,24-Dec-2020 11:00 AM,techsummary_63514.pdf (1623.21 KB),PWD,2020_PWD_42856_1,PW-SNR-CB-E-Tender/20 -12802-06 dt. 22.10.2020,Improvement of widening of Slapper to Tattapani road from km 0/0 to 68/00,24-Mar-2021,"INR 59,761,091",730.0,Chaman Singh,24-Mar-2021 01:18 PM,AOCSlapperTattapani31.300to36.600.PDF (2441.00 KB),AOC issued after negotiation.,Chief Engineer(MZ) HPPWD Mandi,Internal,"Superintending Engineer (D) MZ Superintending Engineer 1st Circle Mandi Executive Engineer (D- Road) MZ, Executive Engineer Sundernagar Division Dy Contr. (F and A) MZ Planning Officer(Road) MZ",Chaman Singh,24-Mar-2021 01:12 PM,finsummary_63514.pdf (2440.76 KB),1.0,191610.0,AJAY PATHANIA,13-Dec-2020 06:21 PM,Rejected-AOC,Not found lowest,24-Mar-2021 01:18 PM,Technical,Two bids received in 1st call.,Chaman Singh,14-Dec-2020 04:27 PM,technical_63514.pdf,1.0,191616.0,Bhupinder Paul Mahajan,INR,"59,761,091",Finance,Two financial bids opened.,Chaman Singh,24-Dec-2020 12:47 PM,finance_63514.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,.pdf,Bid Security in form specified in section 8,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,191616.0,Bhupinder Paul Mahajan,13-Dec-2020 06:01 PM,Accepted-AOC,Being lowest,24-Mar-2021 01:18 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Qualification information as supporting documents as specified in section 2,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate undertaking affidavit as specified in the section2,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information pursuant to clause 4.2 of the instructions.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking reg. validity of the bid as per clause 5.1,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Acceptance/ non acceptance of dispute review expert Clause 36,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of registration,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
