S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage
1,67947,Aastha Foundation,28-Nov-2019 12:31 PM,Accepted-AOC,Qualified,31-Mar-2021 01:53 PM,Mission Director,Internal,,Akkas Ali,31-Mar-2021 01:00 PM,finsummary_22538.pdf (288.61 KB),Mission Director,Internal,,Akkas Ali,31-Mar-2021 12:56 PM,techsummary_22538.pdf (288.61 KB),1.0,67695.0,JOBHUT,INR,46.6,Skill Employment and Entrepreneurship Department||Assam Skill Development Mission,2019_SEED_14816_1,2240/2019/16,2240/2019/16,Finance,attached,Akkas Ali,31-Mar-2021 12:29 PM,finance_22538.pdf,31-Mar-2021,INR 46.6,180.0,Akkas Ali,31-Mar-2021 01:53 PM,ASDM-2240_2019_16.pdf (289.00 KB),AOC,Skill Employment and Entrepreneurship Department||Assam Skill Development Mission,2240/2019/16,2019_SEED_14816_1,Yes,Open Tender,EOI,Services,1.0,No,No,Offline,No,No,No,1.0,Corrigendum,Technical Bid,,19-Nov-2019 12:30 PM,29-Nov-2019 12:00 PM,19-Nov-2019 12:30 PM,28-Nov-2019 05:00 PM,19-Nov-2019 12:30 PM ,25-Nov-2019 05:00 PM ,19-Nov-2019 12:30 PM,28-Nov-2019 05:00 PM,0.0,No,fixed,,Nil,Nil,1.0,DD - Demand Draft,"5,000",Assam Skill Development Mission,Guwahati,Yes,Mission Director,"Assam Skill Development Mission 5th floor Katabari Gorchuk,Guwahati-781035",2240/2019/16,Please refer NIA,Please refer NIA ,NA ,0.0,Miscellaneous Services,NA ,Tender,180.0,180.0,Assam Skill Development Mission Katabari Gorchuk,781035.0,NA ,NA ,NA ,Assam Skill Development Mission Katabari Gorchuk,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,NIA,AOC
2,67959,ACME INDIA MICROSYS PVT LTD,28-Nov-2019 03:50 PM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,31-Mar-2021 12:29 PM,,,,,,,,,,,,,2.0,67715.0,Indianeers Media Private Limited,INR,46.6,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3,67777,AISECT,27-Nov-2019 05:35 PM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,31-Mar-2021 12:29 PM,,,,,,,,,,,,,3.0,67910.0,NORTH EAST DEVELOPMENT CONSORTIUM,INR,46.6,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,67951,Ajitaaksh Ventures Pvt Ltd,28-Nov-2019 12:40 PM,Accepted-AOC,Qualified,31-Mar-2021 01:53 PM,,,,,,,,,,,,,4.0,67917.0,Indian Technical Institute,INR,46.6,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,67679,ASCENSIVE EDUCARE PVT LTD,28-Nov-2019 11:33 AM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,31-Mar-2021 12:29 PM,,,,,,,,,,,,,5.0,67930.0,DIGITAL SRD FOUNDATION,INR,46.6,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,67925,CAREER PARK TRUST,27-Nov-2019 07:30 PM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,31-Mar-2021 12:29 PM,,,,,,,,,,,,,6.0,67947.0,Aastha Foundation,INR,46.6,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,67904,Centum WorkSkills India,27-Nov-2019 07:05 PM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,31-Mar-2021 12:29 PM,,,,,,,,,,,,,7.0,67949.0,Ultimate Energy Resource Pvt Ltd,INR,46.6,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,67915,COUNCIL OF EDUCATION AND SKILL DEVELOPMENT TRUST,28-Nov-2019 04:17 PM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,31-Mar-2021 12:29 PM,,,,,,,,,,,,,8.0,67951.0,Ajitaaksh Ventures Pvt Ltd,INR,46.6,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,67930,DIGITAL SRD FOUNDATION,28-Nov-2019 08:17 AM,Accepted-AOC,Qualified,31-Mar-2021 01:53 PM,,,,,,,,,,,,,9.0,67970.0,Valeur Fabtex Private Limited,INR,46.6,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,67909,GLOBLE VOCATIONAL TRAINING INSTITUTE,28-Nov-2019 03:54 PM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,31-Mar-2021 12:29 PM,,,,,,,,,,,,,10.0,67972.0,National Institute of Professional Studies,INR,46.6,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
