Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
22-Mar-2021,"INR 819,993",30.0,Gurcharan Singh Rana,24-Mar-2021 02:37 PM,Awardletter.pdf (890.00 KB),Awardletter,Er.G.S. Rana E.E.,Internal,"Er. Kuldeep Singh AE to EE Sunil Kumar AE Harish Chander Sharma Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II, Prem Chand, Sr. Assistant",Gurcharan Singh Rana,17-Mar-2021 03:53 PM,finsummary_67366.pdf (582.67 KB),Er.G.S. Rana E.E.,Internal,"Er. Kuldeep Singh AE to EE Sunil Kumar AE Harish Chander Sharma Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II, Prem Chand, Sr. Assistant",Gurcharan Singh Rana,15-Mar-2021 06:47 PM,16-Mar-2021 10:00 AM,techsummary_67366.pdf (687.05 KB),PWD,2021_PWD_44849_1,Construction of link road to Harijan basti Malahat,"Job 5 Construction of link road to Harijan basti Malahat RD.0-0 to 2-200 Sub Head Providing and Laying 80mm thick interlocking paver block, pavement with 300mm dia plastic pipe for drainage RD.2-010 to 2-130 Under SCCP",Technical,TechnicalBidOpeningSummary,Gurcharan Singh Rana,08-Mar-2021 03:58 PM,technical_67366.pdf,1.0,201575.0,Ankush Soni,03-Mar-2021 10:52 PM,Rejected-AOC,ok,24-Mar-2021 02:37 PM,Finance,Proceedingregardingopeningoffinancialbids,Gurcharan Singh Rana,17-Mar-2021 02:49 PM,finance_67366.pdf,BOQ Comparative Chart,1.0,201529.0,Prikshit Thakur Govt Contractor,INR,"745,020",AOC,"Job 5 Construction of link road to Harijan basti Malahat RD.0-0 to 2-200 Sub Head Providing and Laying 80mm thick interlocking paver block, pavement with 300mm dia plastic pipe for drainage RD.2-010 to 2-130 Under SCCP","Job 5 Construction of link road to Harijan basti Malahat RD.0-0 to 2-200 Sub Head Providing and Laying 80mm thick interlocking paver block, pavement with 300mm dia plastic pipe for drainage RD.2-010 to 2-130 Under SCCP",Please refer to Bidding Documents ,NA ,,Civil Works - Roads,NA ,Tender,75.0,30.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,26-Feb-2021 03:00 PM,04-Mar-2021 11:00 AM,26-Feb-2021 03:30 PM,04-Mar-2021 09:00 AM,NA ,NA ,26-Feb-2021 03:30 PM,04-Mar-2021 09:00 AM,16-Mar-2021 10:00 AM,1.0,FDR - Fixed Deposit,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una",500.0,"Executive Engineer, Una Division, HPPWD, Una",Una,No,PWD,Construction of link road to Harijan basti Malahat,2021_PWD_44849_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"16,400",No,fixed,,"Executive Engineer, Una Division, HPPWD, Una",Una,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,201579.0,Arpit Prashar,04-Mar-2021 07:33 AM,Rejected-AOC,ok,24-Mar-2021 02:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money ( Indicated In Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,201550.0,Balbir Singh Govt Contractor,03-Mar-2021 09:17 PM,Rejected-AOC,ok,24-Mar-2021 02:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rule No.23 ),,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,201585.0,MANI GOVT. CONTRACTOR,04-Mar-2021 12:58 AM,Rejected-AOC,ok,24-Mar-2021 02:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and copy of the latest return filed.,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,201477.0,MOHIT BEDI,03-Mar-2021 02:09 PM,Rejected-AOC,ok,24-Mar-2021 02:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,E.P.F. No. and copy of latest return filed,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,201529.0,Prikshit Thakur Govt Contractor,03-Mar-2021 05:41 PM,Accepted-AOC,ok,24-Mar-2021 02:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,201573.0,RAKESH SINGH,03-Mar-2021 10:38 PM,Rejected-AOC,ok,24-Mar-2021 02:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,201513.0,S&K CONSTRUCTION,03-Mar-2021 04:09 PM,Rejected-AOC,ok,24-Mar-2021 02:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,201590.0,Varun Mehan,04-Mar-2021 08:46 AM,Rejected-AOC,ok,24-Mar-2021 02:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rule,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,201528.0,Varun Puri govt. Contractor,03-Mar-2021 09:23 PM,Rejected-AOC,ok,24-Mar-2021 02:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
