Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
19-Oct-2020 01:35 PM,10-Nov-2020 03:00 PM,19-Oct-2020 01:35 PM,10-Nov-2020 02:00 PM,NA ,NA ,19-Oct-2020 01:35 PM,10-Nov-2020 02:00 PM,03-Dec-2020 01:00 PM,"OUTSOURCING OF HOSTEL MESS SERVICE PG BOYS AT JORHAT MEDICAL COLLEGE AND HOSPITAL, JORHAT","OUTSOURCING OF HOSTEL MESS SERVICE (PG BOYS) AT JORHAT MEDICAL COLLEGE AND HOSPITAL, JORHAT",PLEASE REFER TENDER DOCUMENT  ,NA ,0.0,Hotel/ Catering,NA ,Tender,365.0,30.0,PG BOYS HOSTEL JMCH,785001.0,"College Council Hall, JMC ","COLLEGE COUNCIL HALL, JMCH ",21-Oct-2020 02:00 PM ,"COLLEGE COUNCIL HALL, ADMIN BLOCK, JMCH",No ,No,1.0,Fee/PreQual/Technical,.pdf,TENDER FEES AND EMD,"2,00,000",Yes,fixed,,JMCH TENDER,"CANARA BANK, JORHAT",1.0,DD - Demand Draft,Health and Family Welfare Department||Directorate of Medical Education-HFWD||Jorhat Medical College and Hospital-HFWD,SMEJ/JMCH/2453/2020/6807 DATE. 14/10/2020,2020_HFWD_19014_1,Yes,Open Tender,Supply,Services,2.0,No,No,Offline,No,No,No,"PRINCIPAL CUM CHIEF SUPERINTENDENT, JMCH","O/O. PRINCIPAL CUM CHIEF SUPERINTENDENT, ADMIN BLOCK, JMCH","1,000",JMCH TENDER,"CANARA BANK, JORHAT",Yes,AOC,Technical,MINUTES OF THE TECHNICAL BID OPENING,Chao Rochek Buragohain,25-Nov-2020 05:47 PM,technical_29447.pdf,1,97629,ANJANI CATERS,10-Nov-2020 11:35 AM,Rejected-Technical,Not qualified,25-Nov-2020 06:08 PM,Health and Family Welfare Department||Directorate of Medical Education-HFWD||Jorhat Medical College and Hospital-HFWD,2020_HFWD_19014_1,SMEJ/JMCH/2453/2020/6807 DATE. 14/10/2020,"OUTSOURCING OF HOSTEL MESS SERVICE PG BOYS AT JORHAT MEDICAL COLLEGE AND HOSPITAL, JORHAT",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PRE-QUALIFICATION,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,2,97003,CHEF HOSPITALITY SERVICES,03-Nov-2020 10:32 AM,Rejected-Technical,Not qualified,25-Nov-2020 06:08 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATION,,,,,,,3.0,BG - Bank Guarantee Irrevocable,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,3,97743,M/S A.A. CATERING,10-Nov-2020 12:46 PM,Rejected-Finance,L7,28-Dec-2020 04:10 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,4.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,4,97722,M/S DHABA SAMAROH ENDEES,10-Nov-2020 01:33 PM,Rejected-Finance,L3,28-Dec-2020 04:10 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,5,97724,M/S MAHENDRA BHUYAN,10-Nov-2020 12:19 PM,Rejected-Finance,L4,28-Dec-2020 04:10 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,6,97468,M/S RANJIT KAUSHIK,08-Nov-2020 09:25 PM,Rejected-Finance,L6,28-Dec-2020 04:10 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,7,97585,NATIONAL FACILITY MANAGEMENT SERVICES,09-Nov-2020 12:04 PM,Rejected-Finance,L5,28-Dec-2020 04:10 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,8,97664,N.P. CATERING AND CONFECTIONERY BAKERY,09-Nov-2020 08:31 PM,Accepted-AOC,AWARDED,08-Mar-2021 04:47 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,9,97729,SAI HOSPITALITY SERVICES,10-Nov-2020 11:30 AM,Rejected-Technical,Not qualified,25-Nov-2020 06:08 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,10,96652,SALASAR FOOD SERVICES LLP,02-Nov-2020 12:45 PM,Rejected-Finance,L2,28-Dec-2020 04:10 PM,,,,,AOC
