Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Technical,Technical Bid has opened,Krishnananda Saikia,18-Jan-2021 01:34 PM,,MD APDCL,Internal,,Krishnananda Saikia,18-Jan-2021 01:40 PM,19-Jan-2021 02:00 PM,techsummary_29801.pdf (162.72 KB),Assam Power Distribution Company Ltd||CGM(D) Central Assam Region - APDCL,2020_APDCL_19206_1,CAR/R-M GohpurSS/2020,"R M of 33/11 kV, 2x5MVA Gohpur S/S along with construction of Control Room Building and with available APDCL supply materials under Gohpur ESD of Tezpur Electrical Circle, APDCL, on PARTIAL TURNKEY mode",1,98310,JAYANTA KHAUND,01-Dec-2020 01:00 PM,Rejected-Finance,Financially non Responsive,01-Mar-2021 12:55 PM,AOC,Assam Power Distribution Company Ltd||CGM(D) Central Assam Region - APDCL,CAR/R-M GohpurSS/2020,2020_APDCL_19206_1,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,"3,75,000",No,fixed,,Nil,Nil,"R M of 33/11 kV, 2x5MVA Gohpur S/S along with construction of Control Room Building and with available APDCL supply materials under Gohpur ESD of Tezpur Electrical Circle, APDCL, on PARTIAL TURNKEY mode","R M of 33/11 kV, 2x5MVA Gohpur S/S along with construction of Control Room Building and with available APDCL supply materials under Gohpur ESD of Tezpur Electrical Circle, APDCL, on PARTIAL TURNKEY mode.",Please refer Tender documents. ,NA ,,Composite Works,NA ,Tender,180.0,180.0,"Gohpur ESD, of Tezpur Electrical Circle, APDCL",784168.0,NA ,NA ,NA ,"O/o the CGM(D), CAR,APDCL",No ,No,"3,000",Nil,Nil,No,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.rar,Techno Commercial Bid,1.0,Extension Notice,Date,,"CGM(D), CAR,APDCL","O/o the CGM(D), CAR,APDCL",06-Nov-2020 05:45 PM,02-Dec-2020 02:00 PM,06-Nov-2020 05:45 PM,01-Dec-2020 04:00 PM,09-Nov-2020 10:00 AM ,23-Nov-2020 04:00 PM ,12-Nov-2020 10:00 AM,01-Dec-2020 04:00 PM,19-Jan-2021 02:00 PM,AOC
,,,,,,,,,,,,,,,,2,98131,KAZIRANGA TRADERS,19-Nov-2020 02:10 PM,Rejected-Technical,Non Responsive,18-Jan-2021 01:40 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,2.0,Corrigendum,Other,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,98262,M/S MAHAVIR ELECTRICALS,18-Nov-2020 09:05 PM,Rejected-Finance,Financially non Responsive,01-Mar-2021 12:55 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,98917,M/s Shyama Construction,01-Dec-2020 01:41 PM,Rejected-Finance,Financially non Responsive,01-Mar-2021 12:55 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,98157,M/S U.K. ENTERPRISE,30-Nov-2020 03:23 PM,Accepted-AOC,Responsive,01-Mar-2021 12:59 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,98215,Naruttam Changmai,30-Nov-2020 08:28 PM,Rejected-Technical,Non Responsive,18-Jan-2021 01:40 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,7,98228,Nortech Power Projects Private Limited,01-Dec-2020 11:25 AM,Rejected-Finance,Financially non Responsive,01-Mar-2021 12:55 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,8,98192,OK Enterprise,30-Nov-2020 09:02 PM,Rejected-Finance,Financially non Responsive,01-Mar-2021 12:55 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,9,98245,SINGHI INFRAPOWER PROJECTS PRIVATE LIMITED,01-Dec-2020 03:25 PM,Rejected-Finance,Financially non Responsive,01-Mar-2021 12:55 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,10,98222,VALLEY POWER SYSTEMS,01-Dec-2020 02:15 PM,Rejected-Finance,Financially non Responsive,01-Mar-2021 12:55 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
