S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,SBI Bank,Procurement of Wooden Fly Shuttle Frame Loom with Accessories,"Procurement of Wooden Fly Shuttle Frame Loom with Accessories for the scheme of Income Generation Intervention to Handloom Weavers under Weavers Extension Service Unit under the Directorate of Handloom and Textiles, Assam",Please refer Tender documents. ,NA ,"9,73,50,000",Miscellaneous Goods,NA ,Tender,180.0,90.0,Guwahati,781001.0,"O/o Handloom and Textiles, Assam  ","O/o Handloom and Textiles, Assam GNB Road, Ambari Guwahati  ",12-Jan-2021 12:00 PM ,"O/o Handloom and Textiles, Assam",No ,No,Department of Handloom Textile and Sericulture||Directorate of Handloom and Textiles-DHTS,DHTG 83/2020/50,2021_DHTS_20067_1,Yes,Open Tender,Item Rate,Goods,2.0,No,No,Online,No,No,No,"Director, Handloom and Textiles, Assam","O/o Handloom and Textiles, Assam GNB Road, Ambari Guwahati","19,000",Nil,Nil,Yes,"19,47,000",Yes,percentage,2.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Online Payment Details,08-Jan-2021 04:00 PM,30-Jan-2021 02:00 PM,08-Jan-2021 04:00 PM,30-Jan-2021 12:00 PM,NA ,NA ,12-Jan-2021 02:00 PM,30-Jan-2021 12:00 PM,05-Feb-2021 03:00 PM,AOC,01-Mar-2021,INR 24750.0,90.0,Mizanur Rahman,01-Mar-2021 03:51 PM,MinutesDHandT.pdf (5972.00 KB),1,103898,Anupam Industrial Corporation,29-Jan-2021 08:32 PM,Accepted-AOC,Awarded as L1 bidder,01-Mar-2021 03:51 PM,Department of Handloom Textile and Sericulture||Directorate of Handloom and Textiles-DHTS,2021_DHTS_20067_1,DHTG 83/2020/50,Procurement of Wooden Fly Shuttle Frame Loom with Accessories,"Addl Director, Directorate of Handloom and Textiles",Internal,,Mizanur Rahman,05-Feb-2021 02:55 PM,05-Feb-2021 03:00 PM,techsummary_31039.pdf (1034.43 KB),Technical,Technical bid is opened,KABITA DEKA,30-Jan-2021 02:12 PM,,Director Handloom and Textile,Internal,,Mizanur Rahman,01-Mar-2021 03:48 PM,finsummary_31039.pdf (5972.21 KB),Finance,Financial Bid has been Opened,Mizanur Rahman,05-Feb-2021 03:03 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scan copy of Technical Documents Part-1,,,,,,,,,,AOC,,,,,,,2,103734,K. B. GYANADA JV,29-Jan-2021 06:27 PM,Rejected-Technical,Technically Disqualified,05-Feb-2021 02:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scan copy of Technical Documents Part-2,,,,,,,,,,AOC,,,,,,,3,103937,M.B.TRADE LINKS,30-Jan-2021 11:05 AM,Rejected-Technical,Technically Disqualified,05-Feb-2021 02:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Documents Downloaded from the Portal,,,,,,,,,,AOC,,,,,,,4,103946,MRK Associates,30-Jan-2021 11:24 AM,Accepted-AOC,Awarded as L1 bidder,01-Mar-2021 03:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ/Price Bid,,,,,,,,,,AOC,,,,,,,5,103780,M/S BARUAH TIMBER DEPOT & SUPPLIERS,29-Jan-2021 07:29 PM,Rejected-Technical,Technically Disqualified,05-Feb-2021 02:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,103909,M/S Chayanika Handloom Products,30-Jan-2021 12:57 AM,Rejected-Technical,Technically Disqualified,05-Feb-2021 02:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,103896,MS KAMRUPA ASSOCIATES,29-Jan-2021 08:13 PM,Rejected-Technical,Technically Disqualified,05-Feb-2021 02:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,103917,M/S LUIT ENTERPRISE,30-Jan-2021 12:47 AM,Rejected-Technical,Technically Disqualified,05-Feb-2021 02:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,103914,M/S Manoj Bah Bet Udyog,30-Jan-2021 12:04 AM,Rejected-Technical,Technically Disqualified,05-Feb-2021 02:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,103901,M/S Purbanchal Associates,29-Jan-2021 08:51 PM,Rejected-Technical,Technically Disqualified,05-Feb-2021 02:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,11,103873,Palmarian Enterprise,29-Jan-2021 07:20 PM,Rejected-Technical,Technically Disqualified,05-Feb-2021 02:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,12,103930,Paresh Ch. Deka,29-Jan-2021 10:56 PM,Rejected-Technical,Technically Disqualified,05-Feb-2021 02:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,13,103827,POPULAR FURNITURE and WEAVING INDUSTRIES,29-Jan-2021 06:01 PM,Rejected-Technical,Technically Disqualified,05-Feb-2021 02:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
