Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Construction of 1 No Type-IV and 6 Nos. Type- III Quarters for PWD staff Tanda at Nagrota Bagwan in District Kangra (HP),"Construction of 1 No Type-IV Quarter for PWD staff Building water supply and Sanitary Installation, rain water harvesting system septic Tank including soak pit etcetera",Please refer Tender documents. ,NA ,"22,27,773",Civil Works - Buildings,NA ,Tender,120.0,180.0,Tanda,176002.0,NA ,NA ,NA ,EE HP PWD Division Tanda at Nagrota Bagwan,No ,No,"41,000",No,fixed,,Executive Engineer HP PWD Tanda,Tanda at Nagrota Bagwan,500.0,Executive Engineer HP PWD Tanda,Kangra,No,Executive Engineer,EE HP PWD Division Tanda at Nagrota Bagwan,PWD,PWD Civil Work-7264-94- Tanda,2020_PWD_41204_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,1.0,Corrigendum,Other,,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form in Shape of DD as per SBD,01-Oct-2020 05:00 PM,16-Oct-2020 11:30 AM,01-Oct-2020 05:00 PM,15-Oct-2020 05:00 PM,NA ,NA ,01-Oct-2020 05:00 PM,15-Oct-2020 05:00 PM,22-Oct-2020 03:00 PM,AOC,Dr Suresh Kumar walia,Internal,Er Ankit AE Ajit Kumar Supdt Gr II Ajay Mahajan HDM Suraj Parkash DAO Ashok Kumar TA,Suresh Kumar Walia,21-Oct-2020 02:07 PM,22-Oct-2020 03:00 PM,techsummary_60838.pdf (925.69 KB),PWD,2020_PWD_41204_2,PWD Civil Work-7264-94- Tanda,Construction of 1 No Type-IV and 6 Nos. Type- III Quarters for PWD staff Tanda at Nagrota Bagwan in District Kangra (HP),06-Mar-2021,"INR 2,520,019",180.0,Suresh Kumar Walia,06-Mar-2021 01:02 PM,Award.pdf (204.00 KB),Award,Dr Suresh Kumar Walia,Internal,Er Surinder AE Kartar Chand Supdt Gr II Ajay Mahajan HDM Suraj Parkash DAO Ashok Kumar TA,Suresh Kumar Walia,06-Mar-2021 12:59 PM,finsummary_60838.pdf (190.78 KB),1.0,182605.0,Karan Sharma,15-Oct-2020 10:49 AM,Rejected-Finance,Lowest 2,06-Mar-2021 12:59 PM,Technical,Sum,Suresh Kumar Walia,21-Oct-2020 02:05 PM,technical_60838.pdf,Finance,Sum,Suresh Kumar Walia,24-Oct-2020 12:36 PM,finance_60838.pdf,BOQ Comparative Chart,1.0,182481.0,SURUCHI GUPTA,INR,"2,520,019",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,.pdf,Earnest Money in shape of FDR as per SBD,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,182653.0,Neeraj,15-Oct-2020 02:20 PM,Rejected-Finance,Lowest 3,06-Mar-2021 12:59 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,182580.0,Parshant Rana,15-Oct-2020 10:59 AM,Rejected-Finance,Lowest 4,06-Mar-2021 12:59 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,182671.0,SUKH SAGAR,15-Oct-2020 03:50 PM,Rejected-Finance,Lowest 5,06-Mar-2021 12:59 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN No,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,182481.0,SURUCHI GUPTA,14-Oct-2020 01:41 PM,Accepted-AOC,Award,06-Mar-2021 01:02 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information submitted with bid namely ( ) are true and correct,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Under taking that no arbitration/litigation with PWD is pending in any court of Law,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking that contractor has not more than 2 work in hand in this Division,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding near relative working in the PWD and no relation gazetted,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
