S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1,96030,BIPUL CH. DAS,20-Oct-2020 05:11 PM,Rejected-Finance,Ref to Minutes,16-Feb-2021 02:40 PM,Technical,Bid opening summery,Umesh Kumar,21-Oct-2020 05:27 PM,technical_29248.pdf,1.0,96083.0,TOP CONSTRUCTION,INR,10581557.3,Finance,Bid opening summery,Ritumoni Pachani,22-Dec-2020 03:00 PM,finance_29248.pdf,BOQ Comparative Chart,18-Feb-2021,INR 10581557.3,120.0,Umesh Kumar,24-Mar-2021 03:30 PM,RANII.pdf (244.00 KB),Improvement of the Internal road by CC pavement and construction of storm water RCC drain at I/A Rani under Up gradation of Industrial Area Rani project Gr No I,CIC Assam,Internal,"MD AIIDC, GM AIIDC, Sr FA, DGM AIIDC",Umesh Kumar,16-Feb-2021 02:40 PM,finsummary_29248.pdf (168.02 KB),CIC Assam,Internal,"MD AIIDC, GM AIIDC, Sr FAO, EE PWRD and DGM AIIDC",Umesh Kumar,21-Dec-2020 04:15 PM,22-Dec-2020 02:00 PM,techsummary_29248.pdf (155.36 KB),Industries and Commerce Department||Assam Industrial Infrastructure Development Corporation,2020_ICD_18900_1,AIIDC/2016/2020/1010 date 9/10/2020,Improvement of the Internal road by CC pavement and construction of storm water RCC drain at I/A Rani under Up gradation of Industrial Area Rani project Gr No I,AOC,"4,000",Up gradation of existing IA Rani,GHY,No,10-Oct-2020 10:00 AM,21-Oct-2020 03:00 PM,10-Oct-2020 10:00 AM,21-Oct-2020 02:00 PM,10-Oct-2020 10:00 AM ,21-Oct-2020 02:00 PM ,14-Oct-2020 10:00 AM,21-Oct-2020 02:00 PM,22-Dec-2020 02:00 PM,MD AIIDC,Bamunimaidam Ghy 21,"2,64,600",Yes,fixed,,Up gradation of existing IA Rani,GHY,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Cost of bid and Bid security,Improvement of the Internal road by CC pavement and construction of storm water RCC drain at I/A Rani under Up gradation of Industrial Area Rani project Gr No I,Improvement of the Internal road by CC pavement and construction of storm water RCC drain at I/A Rani under Up gradation of Industrial Area Rani project Gr No I,Please refer Tender documents. ,NA ,"1,32,26,945",Civil Works – Roads,NA ,Tender,180.0,120.0,IA Rani Kamrup,781131.0,NA ,NA ,NA ,Bamunimaidam Ghy,No ,No,Industries and Commerce Department||Assam Industrial Infrastructure Development Corporation,AIIDC/2016/2020/1010 date 9/10/2020,2020_ICD_18900_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC
2,96096,DIPANKAR RABHA,21-Oct-2020 01:21 PM,Rejected-Technical,Ref to Tech minutes,21-Dec-2020 04:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,.pdf,Signed bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3,96041,Dipen Ch. Das,20-Oct-2020 06:13 PM,Rejected-Finance,Ref to Minutes,16-Feb-2021 02:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical qualification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,96061,M/S JMK CONSTRUCTION and SUPPLIER,20-Oct-2020 07:59 PM,Rejected-Finance,Ref to Minutes,16-Feb-2021 02:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,96025,North East Contractors Pvt. Ltd.,20-Oct-2020 08:22 PM,Rejected-Technical,Ref to Tech minutes,21-Dec-2020 04:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,96134,SANJAY KUMAR SINHA,21-Oct-2020 01:52 PM,Rejected-Technical,Ref to Tech minutes,21-Dec-2020 04:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,95700,Sri Kaushik Deka,20-Oct-2020 12:42 PM,Rejected-Finance,Ref to Minutes,16-Feb-2021 02:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,96003,SRI RAMEN KALITA,20-Oct-2020 03:04 PM,Rejected-Technical,Ref to Tech minutes,21-Dec-2020 04:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,96083,TOP CONSTRUCTION,21-Oct-2020 01:12 PM,Accepted-AOC,LI,24-Mar-2021 03:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,95736,ZINNAT AHMED,19-Oct-2020 04:58 PM,Rejected-Finance,Ref to Minutes,16-Feb-2021 02:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
