S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,ICICI BANK,"Executive Engineer Shimla Division No-I,HPPWD Shim","Executive Engineer Shimla Division No-I,HPPWD Shimla-3",Construction of rain shelter atr Vikasnagar Bus stop and pedestrian path on vikasnagar to Kasumpti via SDA Complex road between Rd 0/145 to 0/190(Under Smart City in Shimla Town,Construction of rain shelter atr Vikasnagar Bus stop and pedestrian path on vikasnagar to Kasumpti via SDA Complex road between Rd 0/145 to 0/190(Under Smart City in Shimla Town,As per SBD ,NA ,,Civil Works,NA ,Tender,120.0,90.0,Shimla,171003.0,NA ,NA ,NA ,"Executive Engineer Shimla Division No-I,HPPWD Shim",No ,No,500.0,Nil,Nil,No,PWD,SD-CTR-Tender-19652 dt 05-01-2021,2021_PWD_43693_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form with UTR No (as per Schedule F),20-Jan-2021 06:00 PM,05-Feb-2021 11:00 AM,20-Jan-2021 06:00 PM,04-Feb-2021 04:00 PM,NA ,NA ,20-Jan-2021 06:00 PM,04-Feb-2021 04:00 PM,12-Feb-2021 11:00 AM,"37,600",No,fixed,,Nil,Nil,AOC,1.0,197116.0,Gaurav Parihar,03-Feb-2021 02:04 PM,Rejected-Finance,3rd Lowest,12-Mar-2021 03:59 PM,Technical,Bid opening summary,Sudhir Kumar Gupta,09-Feb-2021 09:30 AM,technical_65124.pdf,Finance,Bid opening summary,Sudhir Kumar Gupta,16-Feb-2021 12:50 PM,finance_65124.pdf,BOQ Comparative Chart,1.0,196932.0,sram,INR,"2,240,628",PWD,2021_PWD_43693_3,SD-CTR-Tender-19652 dt 05-01-2021,Construction of rain shelter atr Vikasnagar Bus stop and pedestrian path on vikasnagar to Kasumpti via SDA Complex road between Rd 0/145 to 0/190(Under Smart City in Shimla Town,ErSudhirGupta,Internal,ShAmarSinghVermaHDMShManojkumarsupdtShRajkumarSrAssistant,Sudhir Kumar Gupta,11-Feb-2021 03:57 PM,12-Feb-2021 11:00 AM,techsummary_65124.pdf (107.89 KB),ErSudhirGupta,Internal,ShAmarSinghVermaHDMShManojkumarsupdtShRajkumarSrAssistant,Sudhir Kumar Gupta,12-Mar-2021 03:59 PM,finsummary_65124.pdf (86.69 KB),12-Mar-2021,"INR 2,001,915",90.0,Sudhir Kumar Gupta,12-Mar-2021 04:00 PM,AOC43693_3.pdf (113.00 KB),AOC,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD with UTR No (As per schedule F),,,,,,,,,,,,,,,,AOC,2.0,197132.0,Mitter Dev Sharma,04-Feb-2021 01:02 PM,Rejected-Finance,2nd Lowest,12-Mar-2021 03:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration (Refer General rule No.23),,,,,,,,,,,,,,,,AOC,3.0,196932.0,sram,04-Feb-2021 12:05 PM,Accepted-AOC,Awarded,12-Mar-2021 04:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration (Refer General rule No.21),,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate (As per Performa given in General rule No.19 counter signed by EE,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate (As per Performa given in General rule No.19 countersigned by EE,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Report of charted Accountant showing total annual volume in last five years (Ref. gen. Rule No.28.2a,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of registration under EPF and Miscellaneous provision Act. 1952 (latest copy of Return),,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machinery tools and plants (As per schedule F with reference to clause 18),,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any additional information,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 8 (Refer General rule No 26.7). (submit the original as per schedule time and date),,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The Contractor Shall give affidavit regarding List of both gazette and non gazette HPPWD Employees,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
