Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Dr Suresh Kumar walia,Internal,Er Ankit AE Kartar Chand Supdt Gr II Ajay Mahajan HDM Suraj Parkash DAO Ashok Kumar TA,Suresh Kumar Walia,31-Mar-2021 01:21 PM,finsummary_66880.pdf (190.77 KB),31-Mar-2021,"INR 1,192,900",60.0,Suresh Kumar Walia,31-Mar-2021 01:22 PM,Award.pdf (240.00 KB),Award,PWD,2021_PWD_44528_9,PWD-Civil-14238-68-Tanda,Periodic maintenance of Jalot Hardoo Mangrella road under Annual Maintenance plan for the year 2021-22 (Village road) (HP0408NC0255) in Distt Kangra (HP),Dr Suresh Kumar Walia,Internal,Er Ankit AE Kartar Chand Supdt Gr II Ajay Mahajan HDM Suraj Parkash DAO Ashok Kumar TA,Suresh Kumar Walia,04-Mar-2021 06:04 PM,08-Mar-2021 11:30 AM,techsummary_66880.pdf (621.59 KB),Technical,Sum,Suresh Kumar Walia,04-Mar-2021 06:03 PM,technical_66880.pdf,1.0,200507.0,Navneet Thakur,01-Mar-2021 01:28 PM,Rejected-Finance,Lowest 2,31-Mar-2021 01:21 PM,1.0,200887.0,Ujjawal Singh,INR,"1,192,900",Finance,Award,Suresh Kumar Walia,31-Mar-2021 01:17 PM,finance_66880.pdf,BOQ Comparative Chart,AOC,350.0,Nil,Nil,No,Periodic maintenance of Jalot Hardoo Mangrella road under Annual Maintenance plan for the year 2021-22 (Village road) (HP0408NC0255) in Distt Kangra (HP),Providing and laying 30mm thick bitumen concrete with paver finisher complete in Km 0/000 to 1/000,Please refer Tender documents. ,NA ,"7,87,113",Civil Works - Roads,NA ,Tender,120.0,60.0,Tanda,176002.0,NA ,NA ,NA ,Executive Engineer HP PWD Division Tanda,No ,No,19-Feb-2021 12:00 PM,02-Mar-2021 11:30 AM,19-Feb-2021 12:00 PM,01-Mar-2021 05:00 PM,NA ,NA ,19-Feb-2021 12:00 PM,01-Mar-2021 05:00 PM,08-Mar-2021 11:30 AM,Executive Engineer,Executive Engineer HP PWD Division Tanda,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and Cost of Tender form,PWD,PWD-Civil-14238-68-Tanda,2021_PWD_44528_9,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"15,750",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,200887.0,Ujjawal Singh,01-Mar-2021 08:47 AM,Accepted-AOC,Award,31-Mar-2021 01:22 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Copy of Registration,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN No,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done Certificate,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of Machinery and Technical Staff as per SBD with proof,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information submitted with bid namely ( ) are true and correct,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding near relative working in the PWD and no relation gazetted,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Under taking no arbitration/litigation with PWD in pending in any court of Law,,,,,,,,,,,,,,,,,,,,,AOC
