S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,ICICI BANK,PWD,SD-I-CTR-Tender-2020-21- 21536 dated 27-01-2021,2021_PWD_44012_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"Executive Engineer Shimla Division No-I,HPPWD Shim","Executive Engineer Shimla Division No-I,HPPWD Shimla-3","26,200",Yes,fixed,,Nil,Nil,1.0,Corrigendum,Date,,500.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form with UTR No (as per Schedule F),Construction of link road to village Chelly km 0/00 to 1/00 (SH Providing and laying WBM G-II and Tarring at km. 0/00 to 1/00,Construction of link road to village Chelly km 0/00 to 1/00 (SH Providing and laying WBM G-II and Tarring at km. 0/00 to 1/00,As Per SBD ,NA ,,Civil Works,NA ,Tender,120.0,30.0,Shimla,171003.0,NA ,NA ,NA ,"Executive Engineer Shimla Division No-I,HPPWD Shim",No ,No,05-Feb-2021 06:00 PM,26-Feb-2021 11:00 AM,05-Feb-2021 06:00 PM,25-Feb-2021 04:00 PM,NA ,NA ,05-Feb-2021 06:00 PM,25-Feb-2021 04:00 PM,02-Mar-2021 03:00 PM,AOC,ErSudhirGupta,Internal,ShAmarSinghVermaHDMShManojkumarsupdtShRajkumarSrAssistant,Sudhir Kumar Gupta,02-Mar-2021 11:27 AM,02-Mar-2021 03:00 PM,techsummary_65902.pdf (99.67 KB),PWD,2021_PWD_44012_4,SD-I-CTR-Tender-2020-21- 21536 dated 27-01-2021,Construction of link road to village Chelly km 0/00 to 1/00 (SH Providing and laying WBM G-II and Tarring at km. 0/00 to 1/00,12-Mar-2021,"INR 1,301,040",30.0,Sudhir Kumar Gupta,12-Mar-2021 03:56 PM,AOC44012_4.pdf (121.00 KB),AOC,ErSudhirGupta,Internal,ShAmarSinghVermaHDMShManojkumarsupdtShRajkumarSrAssistant,Sudhir Kumar Gupta,12-Mar-2021 03:54 PM,finsummary_65902.pdf (78.19 KB),1.0,199134.0,KHAJAN SINGH,INR,"1,680,007",Finance,Bid opening summary,Sudhir Kumar Gupta,03-Mar-2021 11:33 AM,finance_65902.pdf,BOQ Comparative Chart,1.0,199250.0,Gian Chand,25-Feb-2021 03:59 PM,Rejected-Finance,2nd Lowest,12-Mar-2021 03:54 PM,Technical,Bid opening summary,Sudhir Kumar Gupta,01-Mar-2021 03:16 PM,technical_65902.pdf,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD with UTR No (As per schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,199134.0,KHAJAN SINGH,24-Feb-2021 06:17 PM,Accepted-AOC,Awarded,12-Mar-2021 03:56 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration (Refer General rule No.23),,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration (Refer General rule No.21),,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate (As per Performa given in General rule No.19 counter signed by EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate (As per Performa given in General rule No.19 countersigned by EE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Report of charted Accountant showing total annual volume in last five years (Ref. gen. Rule No.28.2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of registration under EPF and Miscellaneous provision Act. 1952 (latest copy of Return),,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machinery tools and plants (As per schedule F with reference to clause 18),,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The Contractor Shall give affidavit regarding List of both gazette and non gazette HPPWD Employees,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
