S.No,Instrument Type,Name,Address,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,FDR - Fixed Deposit Receipt,"Mission Director, National Health Mission, Assam","Office of the Mission Director, National Health Mission, Guwahati, Assam","1,50,000",Yes,percentage,2.0%,"State Health Society, Assam",Guwahati,Construction of Cardiac care Unit and Day Care facility at Bongaigaon Civil Hospital in Bongaigaon District.,Construction of Cardiac care Unit and Day Care facility at Bongaigaon Civil Hospital in Bongaigaon District.,Please refer Tender documents. ,NA ,"75,00,000",Civil Works,NA ,Tender,180.0,270.0,Bongaigaon,783380.0,NA ,NA ,NA ,"National Health Mission, Assam",No ,No,National Health Mission||State Programme Management Unit - NHM,NHM/C-CW/CCU/NCD/3852/18/103,2020_NHM_17546_1,Yes,Open Tender,Turn-key,Works,2.0,No,No,Offline,No,No,No,"10,000","State Health Society, Assam",Guwahati,No,18-May-2020 09:00 AM,02-Jun-2020 03:30 PM,18-May-2020 09:00 AM,01-Jun-2020 02:00 PM,NA ,NA ,18-May-2020 09:00 AM,01-Jun-2020 02:00 PM,18-Aug-2020 05:00 PM,1.0,Fee/PreQual/Technical,.pdf,"Tender Fee, EMD",AOC,ED,Internal,"Ch. Cons., MD AMSCL,DF,FA,Cons.(CW),SE(C), SE(E)",Rubul Changkakoti,18-Aug-2020 04:58 PM,18-Aug-2020 05:00 PM,techsummary_26956.pdf (145.48 KB),National Health Mission||State Programme Management Unit - NHM,2020_NHM_17546_1,NHM/C-CW/CCU/NCD/3852/18/103,Construction of Cardiac care Unit and Day Care facility at Bongaigaon Civil Hospital in Bongaigaon District.,"ED, NHM",Internal,,Rubul Changkakoti,17-Mar-2021 03:48 PM,finsummary_26956.pdf (383.92 KB),17-Mar-2021,INR 6067500.0,270.0,Rubul Changkakoti,17-Mar-2021 03:51 PM,CCUbongaigaonWO.pdf (429.00 KB),Finance,finance bid is opened,Rubul Changkakoti,17-Mar-2021 03:42 PM,,BOQ Comparative Chart,1,81934,abu bakkar siddique,01-Jun-2020 11:34 AM,Rejected-AOC,CONTRACT NOT AWARDED,17-Mar-2021 03:51 PM,1.0,81256.0,SURYA KANTA BISWAL,INR,6067500.0,Technical,TBER,Rubul Changkakoti,18-Aug-2020 04:52 PM,technical_26956.pdf,AOC
2.0,DCR - Deposit at call receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Qualification,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,81899,Hafizur Rahman,31-May-2020 08:28 PM,Rejected-AOC,CONTRACT NOT AWARDED,17-Mar-2021 03:51 PM,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,SBD,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,81942,KAMALA KANTA BASUMATARY,01-Jun-2020 01:39 PM,Rejected-AOC,CONTRACT NOT AWARDED,17-Mar-2021 03:51 PM,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,81921,KARAN KAKATI,01-Jun-2020 01:37 PM,Rejected-AOC,CONTRACT NOT AWARDED,17-Mar-2021 03:51 PM,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FOB,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,81933,KARNA RAMCHIARY,01-Jun-2020 11:45 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,18-Aug-2020 04:52 PM,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,81925,MD Rafiqul Islam,01-Jun-2020 11:16 AM,Rejected-AOC,CONTRACT NOT AWARDED,17-Mar-2021 03:51 PM,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,81609,MRINAL ADHIKARY,30-May-2020 01:17 PM,Rejected-AOC,CONTRACT NOT AWARDED,17-Mar-2021 03:51 PM,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,81834,PADMAVATI CONSTRUCTION,01-Jun-2020 01:20 PM,Rejected-AOC,CONTRACT NOT AWARDED,17-Mar-2021 03:51 PM,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,81949,PRADIPTA CHOUDHURY,01-Jun-2020 01:12 PM,Rejected-AOC,CONTRACT NOT AWARDED,17-Mar-2021 03:51 PM,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,81944,SURAJIT SAHA,01-Jun-2020 12:44 PM,Rejected-AOC,CONTRACT NOT AWARDED,17-Mar-2021 03:51 PM,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,81256,SURYA KANTA BISWAL,01-Jun-2020 01:19 PM,Accepted-AOC,CONTRACT AWARDED,17-Mar-2021 03:51 PM,,,,,,,,,,,AOC
