Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
PWD,Job 4 Construction of link road to Ispur Mohalla S,2021_PWD_43552_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,FDR - Fixed Deposit,500.0,"Executive Engineer, Una Division, HPPWD, Una",Una,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una",02-Jan-2021 03:00 PM,08-Jan-2021 11:00 AM,02-Jan-2021 03:30 PM,08-Jan-2021 09:00 AM,NA ,NA ,02-Jan-2021 03:30 PM,08-Jan-2021 09:00 AM,18-Jan-2021 10:00 AM,Job 4 Construction of link road to Ispur Mohalla Sainiyan upto Swan khad via shiv mandir Sub Head C.O Solid Causeway at RD.1-165 to 1-245 Under OTMNP,Job 4 Construction of link road to Ispur Mohalla Sainiyan upto Swan khad via shiv mandir Sub Head C.O Solid Causeway at RD.1-165 to 1-245 Under OTMNP,Please refer to Bidding Documents ,NA ,,Civil Works - Roads,NA ,Tender,120.0,30.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,"12,600",No,fixed,,"Executive Engineer, Una Division, HPPWD, Una",Una,AOC,1.0,195083.0,Prikshit Thakur Govt Contractor,06-Jan-2021 07:07 PM,Rejected-AOC,ok,01-Mar-2021 06:22 PM,Technical,TechnicalBidOpeningSummary,Gurcharan Singh Rana,08-Jan-2021 06:32 PM,technical_64740.pdf,1.0,195101.0,SUMIT SEHGAL,INR,"542,124",Finance,Proceedingregardingopeningoffinancialbids,Gurcharan Singh Rana,20-Jan-2021 03:20 PM,finance_64740.pdf,BOQ Comparative Chart,Er.G.S. Rana E.E.,Internal,"Er. Kuldeep Singh AE to EE Sunil Kumar AE Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II, Jagdeep Singh Draughtsman",Gurcharan Singh Rana,14-Jan-2021 05:07 PM,18-Jan-2021 10:00 AM,techsummary_64740.pdf (497.27 KB),PWD,2021_PWD_43552_1,Job 4 Construction of link road to Ispur Mohalla S,Job 4 Construction of link road to Ispur Mohalla Sainiyan upto Swan khad via shiv mandir Sub Head C.O Solid Causeway at RD.1-165 to 1-245 Under OTMNP,22-Feb-2021,"INR 542,124",30.0,Arvind Chaudhary,01-Mar-2021 06:21 PM,Awardletter.pdf (886.00 KB),Awardletter,Er.G.S. Rana E.E.,Internal,"Er. Kuldeep Singh AE to EE Sunil Kumar AE Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II, Jagdeep Singh Draughtsman",Gurcharan Singh Rana,20-Jan-2021 04:56 PM,finsummary_64740.pdf (479.26 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money ( Indicated In Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,195026.0,Rishi Kumar,06-Jan-2021 12:38 PM,Rejected-AOC,ok,01-Mar-2021 06:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rule No.23 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,195173.0,Rohit Kumar,08-Jan-2021 06:46 AM,Rejected-AOC,ok,01-Mar-2021 06:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and copy of the latest return filed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,195101.0,SUMIT SEHGAL,07-Jan-2021 01:08 PM,Accepted-AOC,ok,01-Mar-2021 06:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,E.P.F. No. and copy of latest return filed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5.0,195086.0,unique engg. solutions,07-Jan-2021 12:51 PM,Rejected-AOC,ok,01-Mar-2021 06:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
