Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
Industries and Commerce Department||Assam Gas Company Ltd - ICD,AGCL/BD/PMC GHT/F AND G/2020/20,2020_ICD_16856_1,Yes,Open Tender,Supply,Goods,2.0,No,No,Online,No,No,No,DGM C AND BD,ASSAM GAS COMPANY LIMITED DULIAJAN DIST DIBRUGARH ASSAM 786602,"4,00,000",Yes,fixed,,ASSAM GAS COMPANY LIMITED,DULIAJAN,"4,000",ASSAM GAS COMPANY LIMITED,DULIAJAN,Yes,1.0,Fee/PreQual/Technical,.pdf,COMMERCIAL,1.0,SBI Bank,PROCUREMENT OF FIRE AND GAS DETECTION SYSTEM,PROCUREMENT OF FIRE AND GAS DETECTION SYSTEM,Please refer Tender documents. ,NA ,0.0,Supply of Materials,NA ,Tender,180.0,180.0,URIAMGHAT,785601.0,AGCL OFFICE GUWAHATI ,AGCL OFFICE GUWAHATI ,06-Mar-2020 10:30 AM ,DULIAJAN,No ,No,28-Feb-2020 04:00 PM,14-Aug-2020 03:00 PM,28-Feb-2020 06:00 PM,14-Aug-2020 02:30 PM,29-Feb-2020 09:00 AM ,05-Mar-2020 06:00 PM ,06-Mar-2020 06:00 PM,14-Aug-2020 02:30 PM,11-Nov-2020 03:10 PM,1.0,CORRIGENDUM 11,Date,,AOC,1,80341,ABB India Limited,14-Aug-2020 01:17 PM,Rejected-AOC,Not Awarded being L2,26-Mar-2021 04:04 PM,1.0,85283.0,Anacon Process Control Pvt. Ltd.,INR,23305915.23,Technical,Summary of PC as attached,Utpal Borgohain,11-Nov-2020 03:04 PM,technical_25649.pdf,MANAGING DIRECTOR,Internal,"D.C PHUKAN, A N HAZARIKA, V.KR L.,G.K SARMAH, M.K BARUAH",Utpal Borgohain,11-Nov-2020 03:08 PM,11-Nov-2020 03:10 PM,techsummary_25649.pdf (373.52 KB),MANAGING DIRECTOR,Internal,"D.C PHUKAN, G.K SHARMA, A.N HAZARIKA, V.KR L, M.K BARUAH",Utpal Borgohain,26-Mar-2021 03:57 PM,finsummary_25649.pdf (326.06 KB),26-Mar-2021,INR 23305915.23,180.0,Utpal Borgohain,26-Mar-2021 04:04 PM,LOI.pdf (1184.00 KB),Awarded to Anacon Process Control Pvt.Ltd,Industries and Commerce Department||Assam Gas Company Ltd - ICD,2020_ICD_16856_1,AGCL/BD/PMC GHT/F AND G/2020/20,PROCUREMENT OF FIRE AND GAS DETECTION SYSTEM,Finance,As per PC Recommendation as enclosed,Utpal Borgohain,26-Mar-2021 03:46 PM,finance_25649.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TECHNICAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Addition and Modification of Clause,Other,,AOC,2,85283,Anacon Process Control Pvt. Ltd.,14-Aug-2020 11:55 AM,Accepted-AOC,Not Awarded being L1,26-Mar-2021 04:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,SOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,CORRIGENDUM 10,Technical Bid,,AOC,3,85458,Detection Instruments India Pvt.ltd,14-Aug-2020 11:32 AM,Rejected-AOC,Not Awarded being L6,26-Mar-2021 04:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,78667,EMERSON PROCESS MANAGEMENT (INDIA) PRIVATE LIMITED,30-Jul-2020 12:28 PM,Rejected-AOC,Not Awarded being L4,26-Mar-2021 04:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,81698,ESP Safety Pvt. Ltd.,14-Aug-2020 12:57 PM,Rejected-AOC,Not Awarded being L5,26-Mar-2021 04:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,78828,Hi Point Services (I) Pvt Ltd,14-Aug-2020 12:55 AM,Rejected-AOC,Not Awarded being L9,26-Mar-2021 04:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,84015,Honeywell Automation India Limited,14-Aug-2020 12:58 PM,Rejected-AOC,Not Awarded being L7,26-Mar-2021 04:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,78740,JANTA ENGINEERS & CO. (IRON),18-Mar-2020 12:17 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,11-Nov-2020 03:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,84182,Safe-Tronics Automation Pvt. Ltd.,12-Aug-2020 04:49 PM,Rejected-AOC,Not Awarded being L8,26-Mar-2021 04:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,86446,STERLING AND WILSON PRIVATE LIMITED,14-Aug-2020 01:17 AM,Rejected-AOC,Not Awarded being L3,26-Mar-2021 04:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
