Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Health and Family Welfare Department||Directorate of Medical Education-HFWD||Jorhat Medical College and Hospital-HFWD,2020_HFWD_19020_1,SMEJ/JMCH/2452/2020/6846 DATE.14/10/2020,"OUTSOURCING OF HOSTEL MESS SERVICE (UG AND PG GIRLS) AT JORHAT MEDICAL COLLEGE AND HOSPITAL, JORHAT",1,98203,ANJANI CATERS,18-Nov-2020 11:15 AM,Rejected-Technical,Not qualified,08-Dec-2020 03:52 PM,AOC,"PRINCIPAL CUM CHIEF SUPERINTENDENT, JMCH","O/O. PRINCIPAL CUM CHIEF SUPERINTENDENT, ADMIN BLOCK, JMCH, JORHAT","1,000",JMCH TENDER,"CANARA BANK, JORHAT BRANCH",Yes,1.0,Fee/PreQual/Technical,.pdf,TENDER FEES AND EMD,19-Oct-2020 04:35 PM,18-Nov-2020 01:00 PM,19-Oct-2020 04:35 PM,18-Nov-2020 12:00 PM,NA ,NA ,19-Oct-2020 04:35 PM,18-Nov-2020 12:00 PM,16-Dec-2020 12:00 PM,Health and Family Welfare Department||Directorate of Medical Education-HFWD||Jorhat Medical College and Hospital-HFWD,SMEJ/JMCH/2452/2020/6846 DATE.14/10/2020,2020_HFWD_19020_1,Yes,Open Tender,Supply,Services,2.0,No,No,Offline,No,No,No,"OUTSOURCING OF HOSTEL MESS SERVICE (UG AND PG GIRLS) AT JORHAT MEDICAL COLLEGE AND HOSPITAL, JORHAT","OUTSOURCING OF HOSTEL MESS SERVICE (UG AND PG GIRLS) AT JORHAT MEDICAL COLLEGE AND HOSPITAL, JORHAT",PLEASE REFER TENDER DOCUMENT ,NA ,0.0,Hotel/ Catering,NA ,Tender,365.0,30.0,UG AND PG GIRLS AT JMCH,785001.0,"COLLEGE COUNCIL HALL, ADMIN BLOCK, JMCH ","COLLEGE COUNCIL HALL, ADMIN BLOCK, JMCH, JORHAT ",28-Oct-2020 01:00 PM ,"COLLEGE COUNCIL HALL, ADMIN BLOCK, JMCH",No ,No,1.0,DD - Demand Draft,"2,00,000",Yes,fixed,,JMCH TENDER,"CANARA BANK, JORHAT BRANCH",AOC
,,,,2,97001,CHEF HOSPITALITY SERVICES,03-Nov-2020 10:20 AM,Rejected-Technical,Not qualified,08-Dec-2020 03:52 PM,AOC,,,,,,,,,.pdf,PRE-QUALIFICATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,AOC
,,,,3,97047,Kailyani Gogoi,05-Nov-2020 05:24 PM,Rejected-Finance,L2,08-Jan-2021 03:20 PM,AOC,,,,,,,,,.pdf,TECHNICAL QUALIFICATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,BG - Bank Guarantee Irrevocable,,,,,,,AOC
,,,,4,97721,M/S DHABA SAMAROH ENDEES,15-Nov-2020 10:28 PM,Rejected-Finance,L5,08-Jan-2021 03:20 PM,AOC,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,FDR - Fixed Deposit Receipt,,,,,,,AOC
,,,,5,97716,M/S MAHENDRA BHUYAN,10-Nov-2020 12:24 PM,Rejected-Finance,L6,08-Jan-2021 03:20 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,6,98195,M/S. RAJIB SARKAR,18-Nov-2020 10:00 AM,Rejected-Finance,L6,08-Jan-2021 03:20 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,7,98108,M/S RANJIT KAUSHIK,17-Nov-2020 07:46 PM,Rejected-Finance,L8,08-Jan-2021 03:20 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,8,96241,NATIONAL FACILITY MANAGEMENT SERVICES,07-Nov-2020 03:48 PM,Rejected-Finance,L7,08-Jan-2021 03:20 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,9,98169,N.P. CATERING AND CONFECTIONERY BAKERY,17-Nov-2020 07:22 PM,Accepted-AOC,AWARDED,08-Mar-2021 04:50 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,10,98193,SAI HOSPITALITY SERVICES,18-Nov-2020 11:08 AM,Rejected-Technical,Not qualified,08-Dec-2020 03:52 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
