Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage
Er.G.S. Rana E.E.,Internal,"Er. Kuldeep Singh AE to EE Sunil Kumar AE Harish Chander Sharma Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II, Prem Chand, Sr. Assistant",Gurcharan Singh Rana,17-Mar-2021 03:02 PM,finsummary_67344.pdf (534.12 KB),23-Mar-2021,"INR 1,994,539",30.0,Gurcharan Singh Rana,25-Mar-2021 03:09 PM,Awardletter.pdf (879.00 KB),Awardletter,PWD,2021_PWD_44830_1,Job 1 Construction of link road to Satsang Ghar La,"Job 1 Construction of link road to Satsang Ghar Lalri via Harijan basti km.0-0 to 1-370 Sub Head Construction of Toe wall, Edge wall and Top layer of Cement Concrete Pavement RD 0-795 to 1-305 on various RDs Under SCCP",Er.G.S. Rana E.E.,Internal,"Er. Kuldeep Singh AE to EE Sunil Kumar AE Harish Chander Sharma Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II, Prem Chand, Sr. Assistant",Gurcharan Singh Rana,15-Mar-2021 06:31 PM,16-Mar-2021 10:00 AM,techsummary_67344.pdf (617.87 KB),Finance,Proceedingregardingopeningoffinancialbids,Gurcharan Singh Rana,17-Mar-2021 01:53 PM,finance_67344.pdf,BOQ Comparative Chart,1.0,201540.0,HARDYAL SINGH GOVT. CONTRACTOR,INR,"1,512,010",Technical,TechnicalBidOpeningSummary,Gurcharan Singh Rana,08-Mar-2021 03:38 PM,technical_67344.pdf,1.0,201533.0,Ashwani Kumar,03-Mar-2021 05:53 PM,Rejected-AOC,ok,25-Mar-2021 03:09 PM,AOC,1.0,FDR - Fixed Deposit,"Job 1 Construction of link road to Satsang Ghar Lalri via Harijan basti km.0-0 to 1-370 Sub Head Construction of Toe wall, Edge wall and Top layer of Cement Concrete Pavement RD 0-795 to 1-305 on various RDs Under SCCP","Job 1 Construction of link road to Satsang Ghar Lalri via Harijan basti km.0-0 to 1-370 Sub Head Construction of Toe wall, Edge wall and Top layer of Cement Concrete Pavement RD 0-795 to 1-305 on various RDs Under SCCP",Please refer to Bidding Documents ,NA ,,Civil Works - Roads,NA ,Tender,75.0,30.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,PWD,Job 1 Construction of link road to Satsang Ghar La,2021_PWD_44830_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una",26-Feb-2021 03:00 PM,04-Mar-2021 11:00 AM,26-Feb-2021 03:30 PM,04-Mar-2021 09:00 AM,NA ,NA ,26-Feb-2021 03:30 PM,04-Mar-2021 09:00 AM,16-Mar-2021 10:00 AM,500.0,"Executive Engineer, Una Division, HPPWD, Una",Una,No,"37,500",No,fixed,,"Executive Engineer, Una Division, HPPWD, Una",Una,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,201444.0,Chetan Chabba,03-Mar-2021 12:11 PM,Rejected-AOC,ok,25-Mar-2021 03:09 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money ( Indicated In Schedule F),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,201540.0,HARDYAL SINGH GOVT. CONTRACTOR,03-Mar-2021 09:58 PM,Accepted-AOC,ok,25-Mar-2021 03:09 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rule No.23 ),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,201502.0,Harpal Singh,03-Mar-2021 06:34 PM,Rejected-AOC,ok,25-Mar-2021 03:09 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and copy of the latest return filed.,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,201522.0,PRABHJOT SINGH GOVT CONTRACTOR,03-Mar-2021 06:42 PM,Rejected-AOC,ok,25-Mar-2021 03:09 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,E.P.F. No. and copy of latest return filed,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,201562.0,Rishi Kumar,03-Mar-2021 09:34 PM,Rejected-AOC,ok,25-Mar-2021 03:09 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,201535.0,Rohit Rana,03-Mar-2021 10:02 PM,Rejected-AOC,ok,25-Mar-2021 03:09 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,201570.0,Yog raj,04-Mar-2021 07:22 AM,Rejected-AOC,ok,25-Mar-2021 03:09 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rule,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,AOC
