Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
Special repair to Auditorium Hall of Govt. Polytechnic College Sundernagar,"SH Repair of ceiling, flooring, wall paneling, prepainted sheet and repair of toilet",As per bid document ,NA ,,Civil Works - Buildings,NA ,Tender,120.0,180.0,Sundernagar,175018.0,NA ,NA ,NA ,O/O Executive Engineer HPPWD Division Sunder Nagar,No ,No,"52,500",No,fixed,,EE Sundernagar,Sundernagar,16-Nov-2020 11:00 AM,27-Nov-2020 11:00 AM,16-Nov-2020 11:00 AM,26-Nov-2020 06:00 PM,NA ,NA ,16-Nov-2020 11:00 AM,26-Nov-2020 06:00 PM,01-Dec-2020 04:00 PM,PWD,PW-SNR-CB-E-Tender/20-13809-15 dt. 9.11.2020,2020_PWD_42481_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender indicated in schedule F,Executive Engineer,O/O Executive Engineer HPPWD Division Sunder Nagar,1.0,DD - Demand Draft,"1,500",EE Sundernagar,Sundernagar,No,AOC,Er D.R. Chauhan Execuitve Engineer,Internal,Er. N.R.Chandel AE Suket Sushil Kumar DAO Gr-I Rattam Lal Supdt (Accounts) Amar Singh HDM,Chaman Singh,01-Dec-2020 02:58 PM,01-Dec-2020 04:00 PM,techsummary_62967.pdf (4313.94 KB),PWD,2020_PWD_42481_1,PW-SNR-CB-E-Tender/20-13809-15 dt. 9.11.2020,Special repair to Auditorium Hall of Govt. Polytechnic College Sundernagar,12-Mar-2021,"INR 3,380,901.24",180.0,Chaman Singh,12-Mar-2021 10:53 AM,AOCAuditorium.PDF (1614.00 KB),AOC issued,Superintending Engineer 1st Circle HPPWD Mandi,Internal,Executive Engineer (D) 1st Circle Mandi Executive Engineer HPPWD Sundernagar C.H.D. 1st Circle Mandi Superintendent (Works),Chaman Singh,12-Mar-2021 10:43 AM,finsummary_62967.pdf (1614.47 KB),1.0,189522.0,dimpal,26-Nov-2020 05:37 PM,Rejected-AOC,Not found lowest,12-Mar-2021 10:53 AM,Technical,BOS,Chaman Singh,27-Nov-2020 03:56 PM,technical_62967.pdf,1.0,189509.0,Rajat Sharma,INR,"3,380,901.24",Finance,FBOS,Chaman Singh,02-Dec-2020 03:29 PM,finance_62967.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The earnest money indicated in schedule F,,,2.0,FDR - Fixed Deposit,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,189256.0,PRAVEEN KUMAR,26-Nov-2020 08:40 AM,Rejected-AOC,Not found lowest,12-Mar-2021 10:53 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration refer general rules No.23,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,189509.0,Rajat Sharma,26-Nov-2020 04:24 PM,Accepted-AOC,Being lowest,12-Mar-2021 10:53 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration general rules No. 21,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,189474.0,rajesh kumar,26-Nov-2020 02:58 PM,Rejected-AOC,Not found lowest,12-Mar-2021 10:53 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidding Capacity as per general rules No. 28.2a and work done / in hand as per General Rule No. 19,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,189277.0,RAJ KUMAR,26-Nov-2020 08:54 AM,Rejected-AOC,Not found lowest,12-Mar-2021 10:53 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of machinery, tool, plant refer schedule F with reference to clause 18",,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7/8 prefer General Rules No. 26.7,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non-gazetted HPPWD Employees related to him General Rule No. 16,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other important documents as specified by the State in proforma of Schedule,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
