Name,Address,S.No,Instrument Type,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"The Chief Engineer,PWRD(EAP),Assam","O/o The Chief Engineer,PWRD(EAP),Assam,Fatasil Ambari,Guwahati-781025",1.0,BG - Bank Guarantee Irrevocable,1.0,Fee/PreQual/Technical,.pdf,EMD,"2,03,100",No,fixed,,"Chief Engineer,PWRD(EAP),Assam",GUWAHATI,01-Jun-2020 04:30 PM,10-Aug-2020 02:30 PM,01-Jun-2020 04:35 PM,10-Aug-2020 02:00 PM,01-Jun-2020 04:45 PM ,15-Jun-2020 11:00 AM ,01-Jun-2020 05:00 PM,10-Aug-2020 02:00 PM,06-Nov-2020 02:30 PM,"5,000","State Project Director,ARIAS SOCIETY",GUWAHATI,No,1.0,Corrigendum-7,Date,,Public Works Roads Department,CE/APART/02/2020/18,2020_PWD_17746_1,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Offline,No,No,No,APART/NOCP/ ROADS/NGN-04,Construction of Road from Nonoi Uriagaon to Pachim Jalah (Mini Stadium) in Nagaon District,Please refer Tender Documents ,NA ,"1,01,55,000",Civil Works – Roads,NA ,Tender,90.0,270.0,Nagaon District,782101.0,"O/o The Chief Engineer,PWRD(EAP),Assam ","O/o The Chief Engineer,PWRD(EAP),Assam,Fatasil Ambari,Guwahati-781025 ",15-Jun-2020 11:00 AM ,"O/o The Chief Engineer,PWRD(EAP),Assam",No ,No,AOC,31-Dec-2020,INR 8115287.0,270.0,PALLAVI CHAKRAVORTY,04-Mar-2021 04:54 PM,Agreement_NGN_04.pdf (74.00 KB),Public Works Roads Department,2020_PWD_17746_1,CE/APART/02/2020/18,APART/NOCP/ ROADS/NGN-04,"Chief Engineer,PWRD,(EAP),Assam",Internal,"Deputy Secretary(Works),PWRD,CPIU and Superintending Engineer(Planning),CE,PWRD(Roads),Assam",PALLAVI CHAKRAVORTY,04-Nov-2020 07:23 PM,06-Nov-2020 02:30 PM,techsummary_27353.pdf (179.99 KB),Finance,Financial proposal has been openeed,PALLAVI CHAKRAVORTY,12-Nov-2020 02:06 PM,,BOQ Comparative Chart,1.0,86069.0,Pabitra Boro,INR,8115287.0,"Chief Engineer,PWRD,(EAP),Assam",Internal,"Deputy Secretary(Works),PWRD,CPIU and Superintending Engineer(Planning),CE,PWRD(Roads),Assam",PALLAVI CHAKRAVORTY,24-Dec-2020 11:14 AM,finsummary_27353.pdf (660.70 KB),1,86104,Ananta Baruah,10-Aug-2020 01:33 AM,Rejected-Finance,Rejected as L9,24-Dec-2020 11:14 AM,Technical,Accepted 10 bids and Rejected 9 bids,PALLAVI CHAKRAVORTY,04-Nov-2020 07:21 PM,technical_27353.pdf,AOC
,,2.0,FDR - Fixed Deposit Receipt,,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,2.0,Corrigendum-8,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,86162,BBS CONSTRUCTION,10-Aug-2020 01:21 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-Nov-2020 07:21 PM,,,,,,AOC
,,,,,,.pdf,Tender Fee,,,,,,,,,,,,,,,,,,,,3.0,Corrigendum-4,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,86118,BILALUDDIN AHMED,10-Aug-2020 11:15 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-Nov-2020 07:21 PM,,,,,,AOC
,,,,,,.pdf,Technical Qualification Details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,86160,Kamal Giri,10-Aug-2020 01:13 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-Nov-2020 07:21 PM,,,,,,AOC
,,,,,,.pdf,Letter of Bid (Technical),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,85034,Md. AsabUddin Choudhury,10-Aug-2020 11:09 AM,Rejected-Finance,Rejected as L3,24-Dec-2020 11:14 AM,,,,,,AOC
,,,,2.0,Finance,.pdf,Letter of Bid (Financial),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,85682,Md Nawshad Ali,03-Aug-2020 04:30 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-Nov-2020 07:21 PM,,,,,,AOC
,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,86149,MD ROFIQUL ISLAM,10-Aug-2020 12:46 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-Nov-2020 07:21 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,86158,MS GANGOTRI ENTERPRISE,10-Aug-2020 01:10 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-Nov-2020 07:21 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,86111,M/S Nirman,10-Aug-2020 09:28 AM,Rejected-Finance,Rejected as L2,24-Dec-2020 11:14 AM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,85122,M/S STYLE COMMUNICATION,21-Jul-2020 12:35 PM,Rejected-Finance,Rejected as L8,24-Dec-2020 11:14 AM,,,,,,AOC
