Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost of tender form in Shape of DD as per SBD,350.0,Executive Engineer HP PWD Tanda,Kangra,No,PWD,PWD Civil Work-7264-94- Tanda,2020_PWD_41204_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,Executive Engineer,Executive Engineer HP PWD Division Tanda at Nagrota Bagwan,01-Oct-2020 05:00 PM,16-Oct-2020 11:30 AM,01-Oct-2020 05:00 PM,15-Oct-2020 05:00 PM,NA ,NA ,01-Oct-2020 05:00 PM,15-Oct-2020 05:00 PM,22-Oct-2020 03:00 PM,"Construction of Veterinary Dispensary at Barana in Tehsil Baroh, Distt Kangra (HP) Deposit Work",Construction of building portion including water supply and sanitary installation etc,Please refer Tender documents. ,NA ,"9,12,576",Civil Works - Buildings,NA ,Tender,120.0,180.0,Tanda,176002.0,NA ,NA ,NA ,EE HP PWD Division Tanda at Nagrota Bagwan,No ,No,"18,300",No,fixed,,Executive Engineer HP PWD Tanda,Tanda at Nagrota Bagwan,AOC,Dr Suresh Kumar walia,Internal,Er Ankit AE Ajit Kumar Supdt Gr II Ajay Mahajan HDM Suraj Parkash DAO Ashok Kumar TA,Suresh Kumar Walia,20-Oct-2020 03:09 PM,22-Oct-2020 03:00 PM,techsummary_60842.pdf (879.76 KB),PWD,2020_PWD_41204_3,PWD Civil Work-7264-94- Tanda,"Construction of Veterinary Dispensary at Barana in Tehsil Baroh, Distt Kangra (HP) Deposit Work",25-Nov-2020,"INR 1,034,950",180.0,Suresh Kumar Walia,25-Nov-2020 04:17 PM,Award.pdf (200.00 KB),Award,Dr Suresh Kumar Walia,Internal,Er Ankit AE Ajit Kumar Supdt Gr II Ajay Mahajan HDM Suraj Parkash DAO Ashok Kumar TA,Suresh Kumar Walia,25-Nov-2020 04:08 PM,finsummary_60842.pdf (189.34 KB),1.0,182617.0,Karan Sharma,15-Oct-2020 02:38 PM,Rejected-Finance,Lowest 2,25-Nov-2020 04:10 PM,Technical,Sum,Suresh Kumar Walia,20-Oct-2020 03:06 PM,technical_60842.pdf,1.0,182630.0,Saini,INR,"1,034,950",Finance,Sum,Suresh Kumar Walia,23-Oct-2020 01:01 PM,finance_60842.pdf,BOQ Comparative Chart,AOC
,,.pdf,Earnest Money in shape of FDR as per SBD,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,182683.0,Kulbir Kumar,15-Oct-2020 04:52 PM,Rejected-Finance,Lowest 4,25-Nov-2020 04:10 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,Contractor registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,182630.0,Saini,15-Oct-2020 12:43 PM,Accepted-AOC,L1,25-Nov-2020 04:20 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,182629.0,tek chand,15-Oct-2020 12:14 PM,Rejected-Finance,Lowest 3,25-Nov-2020 04:10 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,PAN No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,182664.0,VIJAY KUMAR,15-Oct-2020 03:19 PM,Rejected-Technical,Not Fulfill criteria,20-Oct-2020 03:11 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit that the information submitted with bid namely ( ) are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Under taking that no arbitration/litigation with PWD is pending in any court of Law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form No 8 duly signed on Judicial Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Undertaking that contractor has not more than 2 work in hand in this Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit regarding near relative working in the PWD and no relation gazetted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
