EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"45,500",No,fixed,,Executive Engineer Division No-I HPPWD Shimla-3,Executive Engineer Division No-I HPPWD Shimla-3,Executive Engineer Division No-I HPPWD Shimla-3,Executive Engineer Division No-I HPPWD Shimla-3,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form (as per Schedule F 6.3),PWD,SD-I-CTR-2020-21- 11719 dt 22-09-2020,2020_PWD_41206_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,500.0,Executive Engineer Division No-I HPPWD Shimla-3,Executive Engineer Division No-I HPPWD Shimla-3,No,01-Oct-2020 06:00 PM,16-Oct-2020 11:00 AM,01-Oct-2020 06:00 PM,15-Oct-2020 04:00 PM,NA ,NA ,01-Oct-2020 06:00 PM,15-Oct-2020 04:00 PM,02-Nov-2020 11:00 AM,1.0,DD - Demand Draft,Restoration of Damages due to digging for laying OFC by jio laying OFC by jio reliance Ltd on Kufri Chail road km 0/00 to 25/00,Providing and Fixing W Metal Beam Crash Barrier between RD 0/200 to 1/480,As per SBD ,NA ,"22,71,743",Civil Works,NA ,Tender,120.0,90.0,Shimla,171003.0,NA ,NA ,NA ,Executive Engineer Division No-I HPPWD Shimla-3,No ,No,AOC,ErPardeepKumarBhardwaj,Internal,ShAmarSinghVermaHDMShManojkumarsupdtShRajKumarSrAssistant,Pradeep Kumar Bhardwaj,29-Oct-2020 05:15 PM,02-Nov-2020 11:00 AM,techsummary_60795.pdf (2600.20 KB),PWD,2020_PWD_41206_1,SD-I-CTR-2020-21- 11719 dt 22-09-2020,Restoration of Damages due to digging for laying OFC by jio laying OFC by jio reliance Ltd on Kufri Chail road km 0/00 to 25/00,20-Nov-2020,"INR 2,271,743",90.0,Ajay Kumar Soni,20-Nov-2020 12:26 PM,AOC41206_1.pdf (115.00 KB),AOC,Erajaykuamrsoni,Internal,ShAmarSinghVermaHDMShManojkumarsupdtShRajKumarSrAssistant,Ajay Kumar Soni,20-Nov-2020 12:24 PM,finsummary_60795.pdf (109.22 KB),1.0,182437.0,BHARAT SINGH CHAUHAN,15-Oct-2020 02:19 PM,Rejected-Finance,3rd Lowest,20-Nov-2020 12:27 PM,Technical,2017_PWD_18261_2,Pradeep Kumar Bhardwaj,16-Oct-2020 03:27 PM,technical_60795.pdf,1.0,182643.0,PIUSH VIJ,INR,"2,261,115",Finance,Bid opening summary,Pradeep Kumar Bhardwaj,03-Nov-2020 10:56 AM,finance_60795.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,.pdf,Earnest Money Deposit (As per schedule F 6.5),,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,182248.0,Gaurav Parihar,13-Oct-2020 01:10 PM,Rejected-Finance,5th Lowest,20-Nov-2020 12:27 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,Contractor registration (Refer General rule No.23 and as per invitation of bid),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,182448.0,HARMANJOT SINGH,14-Oct-2020 12:08 PM,Rejected-Finance,6th Lowest,20-Nov-2020 12:27 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,GST registration (Refer General rule No.21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,182643.0,PIUSH VIJ,15-Oct-2020 02:00 PM,Accepted-AOC,Awardded,20-Nov-2020 12:28 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,Work in hand certificate (As per Performa given in General rule No.19 ).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,182661.0,RAKESH,15-Oct-2020 02:50 PM,Rejected-Finance,2nd Lowest,20-Nov-2020 12:27 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,Work done certificate (As per Performa given in General rule No.19 counter signed by EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6.0,182599.0,RAMESH VIJ,15-Oct-2020 03:01 PM,Rejected-Technical,No,29-Oct-2020 05:17 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,Machinery tools and plants (As per schedule F with reference to clause 18),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7.0,182670.0,Sandeep Chandel,15-Oct-2020 03:30 PM,Rejected-Finance,4th Lowest,20-Nov-2020 12:27 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,Form No. 8 duly signed (Refer General rule No 26.7).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,8.0,181790.0,Sunil Khachi,09-Oct-2020 01:35 PM,Rejected-Finance,8th Lowest,20-Nov-2020 12:27 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,The Contractor Shall give affidavit regarding List of both gazette and non gazette HPPWD Employees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,9.0,181778.0,Suresh Vekta,09-Oct-2020 12:56 PM,Rejected-Finance,7th Lowest,20-Nov-2020 12:27 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,Proof of registration under Employee Provident Funds and Miscellaneous provision Act. 1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
