Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
03-Nov-2020,"INR 2,021,611",180.0,Kishan Lal Chaudhary,03-Nov-2020 11:32 AM,aoc.pdf (806.00 KB),AOC,Er. K. L. Chaudhary,Internal,"Sh. Sanjeet Kumar Sinha Divisional Accountant., Sh. Sanjeev Goel Supdt. Gr.II, Smt. Usha Aggarwal HDM",Kishan Lal Chaudhary,09-Oct-2020 11:39 AM,finsummary_60651.pdf (400.96 KB),Er. K. L. Chaudhary,Internal,"Sh. Sanjeet Kumar Sinha Divisional Accountant., Sh. Sanjeev Goel Supdt. Gr.II, Smt. Usha Aggarwal HDM",Kishan Lal Chaudhary,03-Oct-2020 01:07 PM,03-Oct-2020 03:40 PM,techsummary_60651.pdf (755.53 KB),PWD,2020_PWD_40709_6,Tender/2020-21-4876-4925 dated 09.09.2020,Construction of link road Lohgarh to Banda Bahadur Gurudwara Sahib km.0/0 to 5/0 (SH Construction of 5/7 mtrs.wide road formation cutting from km. 0/0 to 1/400). (under MNP).,1.0,180481.0,IQUBAL,INR,"884,080",Finance,fin bid opening summary,Kishan Lal Chaudhary,09-Oct-2020 11:33 AM,finance_60651.pdf,BOQ Comparative Chart,Technical,Bid opening summary,Kishan Lal Chaudhary,03-Oct-2020 01:04 PM,technical_60651.pdf,1.0,179942.0,GAGAN KUMAR,29-Sep-2020 04:29 PM,Rejected-Finance,L2,09-Oct-2020 11:41 AM,AOC,25-Sep-2020 04:30 PM,01-Oct-2020 11:30 AM,25-Sep-2020 05:00 PM,30-Sep-2020 05:00 PM,NA ,NA ,25-Sep-2020 05:00 PM,30-Sep-2020 05:00 PM,03-Oct-2020 03:40 PM,1.0,ICICI BANK,PWD,Tender/2020-21-4876-4925 dated 09.09.2020,2020_PWD_40709_6,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender- indicated in schedule f at sr.no.6.3,Construction of link road Lohgarh to Banda Bahadur Gurudwara Sahib km.0/0 to 5/0 (SH Construction of 5/7 mtrs.wide road formation cutting from km. 0/0 to 1/400). (under MNP).,Construction of link road Lohgarh to Banda Bahadur Gurudwara Sahib km.0/0 to 5/0 (SH Construction of 5/7 mtrs.wide road formation cutting from km. 0/0 to 1/400). (under MNP).,Please refer tender documents ,NA ,"20,21,611",Civil Works - Roads,NA ,Tender,90.0,180.0,Paonta Sahib,173025.0,NA ,NA ,NA ,Paonta Sahib,No ,No,1.0,Postponed of opening date,Other,,500.0,EE Paonta Sahib,Paonta Sahib,Yes,Executive Engineer HPPWD Division Paonta Sahib,Executive Engineer HPPWD Division Paonta Sahib District Sirmour HP,"38,000",Yes,fixed,,EE Paonta Sahib,Paonta Sahib,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,180650.0,hement,30-Sep-2020 01:50 PM,Rejected-Technical,Not Qualified,03-Oct-2020 01:08 PM,AOC,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.pdf,Earnest money-indicated in schedule f at sr. No.6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,180481.0,IQUBAL,30-Sep-2020 04:39 PM,Accepted-AOC,L1,03-Nov-2020 11:35 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration- refer general rule sr. No 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,180697.0,MANOJ BHARDWAJ,30-Sep-2020 04:13 PM,Rejected-Finance,L4,09-Oct-2020 11:41 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration(Refer General Rule No.21)and Permanent account number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,180103.0,SATISH KUMAR,29-Sep-2020 03:27 PM,Rejected-Finance,L3,09-Oct-2020 11:41 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of incomplete works in hand general rule sr. No 28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Machinery as per schedule F Sr.No.6.19Ref.Cl- No.18 i.e.R.C,purchase bills,ownership/Affidavit hire",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of EPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form no 8 duly signed gen. Rule sr. No 26.7.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non gazetted officer hppwd employees related to him gen. Rule sr.no.16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information bidders like to provide.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
