Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"5,000",Executive Engineer Division No-I HPPWD Shimla-3,Executive Engineer Division No-I HPPWD Shimla-3,No,PWD,SD-I-CTR-Tender-20-21 2524 dt 8-6-2020,2020_PWD_38190_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,"1,35,600",No,fixed,,Executive Engineer Division No-I HPPWD Shimla-3,Executive Engineer Division No-I HPPWD Shimla-3,18-Jun-2020 06:00 PM,03-Jul-2020 11:00 AM,18-Jun-2020 06:00 PM,02-Jul-2020 04:00 PM,NA ,NA ,18-Jun-2020 06:00 PM,02-Jul-2020 04:00 PM,09-Jul-2020 11:00 AM,Construction/Improvement on circular road i Shimla Town (SH Metalling Tarring in various Location and V Shape drain )(Under Smart City in Shimla Town).,Construction/Improvement on circular road i Shimla Town (SH Metalling Tarring in various Location and V Shape drain )(Under Smart City in Shimla Town).,As per SBD ,NA ,"1,03,10,325",Civil Works,NA ,Tender,120.0,180.0,Shimla,171003.0,NA ,NA ,NA ,Executive Engineer Division No-I HPPWD Shimla-3,No ,No,Executive Engineer Division No-I HPPWD Shimla-3,Executive Engineer Division No-I HPPWD Shimla-3,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form (as per Schedule F),AOC,ErPardeepKumarBhardwaj,Internal,ShAmarSinghVermaHDMShsatyapalsharmasupdtrajeshChauhanSrDAO,Sudhir Kumar Gupta,08-Jul-2020 11:43 AM,09-Jul-2020 11:00 AM,techsummary_56365.pdf (638.69 KB),PWD,2020_PWD_38190_1,SD-I-CTR-Tender-20-21 2524 dt 8-6-2020,Construction/Improvement on circular road i Shimla Town (SH Metalling Tarring in various Location and V Shape drain )(Under Smart City in Shimla Town).,05-Nov-2020,"INR 10,310,325",180.0,Ajay Kumar Soni,05-Nov-2020 01:36 PM,AOC38190_1.pdf (2259.00 KB),AOC,ErPardeepKumarBhardwaj,Internal,ShAmarSinghVermaHDMShManojkumarsupdtShRajKumarSrAssistant,Ajay Kumar Soni,05-Nov-2020 01:35 PM,finsummary_56365.pdf (916.38 KB),Finance,Bid opening summary,Pradeep Kumar Bhardwaj,10-Jul-2020 03:27 PM,finance_56365.pdf,BOQ Comparative Chart,1.0,165694.0,Satish Kumar Vij,INR,"13,836,277",1.0,165697.0,naresh vij govt contractor,02-Jul-2020 01:55 PM,Rejected-Finance,2nd Lowest,05-Nov-2020 01:37 PM,Technical,Bid opening summary,Pradeep Kumar Bhardwaj,04-Jul-2020 01:24 PM,technical_56365.pdf,AOC
,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money Deposit (As per schedule F),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,165694.0,Satish Kumar Vij,02-Jul-2020 02:12 PM,Accepted-AOC,Awarded,05-Nov-2020 01:38 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration (Refer General rule No.23),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration (Refer General rule No.21),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate (As per Performa given in General rule No.19 counter signed by EE),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate (As per Performa given in General rule No.19 countersigned by EE.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Report of charted Accountant showing total annual volume in last five years (Ref. gen. Rule No.28.2a,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of registration under EPF and Miscellaneous provision Act. 1952 (latest copy of Return),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machinery tools and plants (As per schedule F with reference to clause 18),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 8 (Refer General rule No 26.7).,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
