S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,DD - Demand Draft,PWD,Construction of Balance of Samirpur Matlana Bhuana,2020_PWD_40652_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,14-Sep-2020 04:00 PM,22-Sep-2020 11:30 AM,14-Sep-2020 04:00 PM,22-Sep-2020 10:30 AM,NA ,NA ,14-Sep-2020 04:05 PM,22-Sep-2020 10:30 AM,29-Sep-2020 11:30 AM,"5,000",EE Bhoranj,Bhoranj,Yes,"4,11,500",Yes,fixed,,EE Bhoranj,"Executive Engineer, Bhoranj Division, HP.PWD., Bho",Construction of Balance of Samirpur Matlana Bhuana road in Km. 2.0 to 7.460,SH C.O Bridge alongwith approaches on Bakkar Khad at RD 5.500Under Nabard RIDF XXV,Please refer Tender documents. ,NA ,"3,78,90,848",Civil Works - Bridges,NA ,Tender,120.0,548.0,Bhoranj,176045.0,NA ,NA ,NA ,"HP.PWD., Bhoranj Division",No ,No,"Executive Engineer, Bhoranj Division, HP.PWD., Bho","Executive Engineer Bhoranj Division, HP.PWD., Bhoranj",1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form DD must be payable at Bhoranj,AOC,"Executive Engineer,Bhoranj Division",Internal,"Supdt.Gr-II,DAO,HDM,A.E.Samirpur",Amar Singh Bhatia,24-Sep-2020 11:49 AM,29-Sep-2020 11:30 AM,techsummary_59960.pdf (1063.68 KB),PWD,2020_PWD_40652_1,Construction of Balance of Samirpur Matlana Bhuana,Construction of Balance of Samirpur Matlana Bhuana road in Km. 2.0 to 7.460,10-Nov-2020,"INR 61,545,236",548.0,Amar Singh Bhatia,10-Nov-2020 03:36 PM,A.L.S.M.Bridge.PDF (602.00 KB),Award letter attached,"E.E. HP.PWD., Bhoranj Division",Internal,Supdt.Gr-II DAO HDM A.E. Bhoranj A.E. Samikrpur,Amar Singh Bhatia,01-Oct-2020 04:08 PM,finsummary_59960.pdf (720.64 KB),1.0,178462.0,MSC Roads and Bridges Private Limited,19-Sep-2020 05:42 PM,Rejected-Technical,Not qualify in techanical bid,24-Sep-2020 11:50 AM,Technical,Summary attached,Amar Singh Bhatia,24-Sep-2020 11:35 AM,technical_59960.pdf,1.0,178703.0,OM PARKASH SHARMA AND SONS,INR,"61,545,236",Finance,Summary attached,Amar Singh Bhatia,01-Oct-2020 04:01 PM,finance_59960.pdf,BOQ Comparative Chart,AOC
2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Earnest Money-Indicated in Schedule F (FDR duly pledged in favour of Executive Engineer, HPPWD., Bh",AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,178669.0,M/s Satish Kumar Sharma,21-Sep-2020 04:33 PM,Rejected-AOC,L2,10-Nov-2020 03:39 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration- Gen. Rules Sr. No 23 and 26.3,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,178703.0,OM PARKASH SHARMA AND SONS,21-Sep-2020 08:04 PM,Accepted-AOC,Accept L1,10-Nov-2020 03:39 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration -Refer Gen. Rules Sr. No 21 and 26.4,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Labour License,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number (PAN No.),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Employees Provident Fund Number.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Proof of, Mandatory Machinery Tool and Plant as per Gen Rules 25 and Schedule F Sr. No.6.19",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Similar nature Work Done Certificate on prescribed format given in Bidding Document without liquidat,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate on prescribed format given in Bidding Document as per General Rule 19,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
