S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1,88088,Ajay Bio-Tech (India) Ltd.,12-Sep-2020 02:28 PM,Rejected-Finance,No L1 Rate,25-Nov-2020 06:24 PM,National Health Mission||State Programme Management Unit - NHM,2020_NHM_18616_1,VTM_139590_199-P,Supply of VTM Kit,AOC,0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Technical Bids,0.0,No,fixed,,Nil,Nil,"MD, NHM, Assam","O/o MD, NHM, Assam",08-Sep-2020 11:00 AM,12-Sep-2020 04:00 PM,08-Sep-2020 12:00 PM,12-Sep-2020 03:00 PM,NA ,NA ,08-Sep-2020 01:00 PM,12-Sep-2020 03:00 PM,14-Sep-2020 05:55 PM,Supply of VTM Kit,Supply of VTM Kit,Please refer Tender documents. ,NA ,"1,20,00,000",Medicines,NA ,Tender,45.0,21.0,"O/o MD, NHM, Assam",781005.0,NA ,NA ,NA ,"O/o MD, NHM, Assam",No ,No,National Health Mission||State Programme Management Unit - NHM,VTM_139590_199-P,2020_NHM_18616_1,Yes,Open Tender,Supply,Goods,2.0,No,No,Not Applicable,No,No,No,AOC
2,88138,Avantor Performance Materials India Limited,12-Sep-2020 01:20 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,14-Sep-2020 05:45 PM,,,,,AOC,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3,88122,BHAT BIO-TECH INDIA (P) LTD,12-Sep-2020 02:38 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,14-Sep-2020 05:45 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,88094,GENETIX BIOTECH ASIA PVT. LTD.,11-Sep-2020 03:39 PM,Rejected-Finance,No L1 Rate,25-Nov-2020 06:24 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,87985,HiMedia Laboratories Pvt. Ltd.,11-Sep-2020 05:12 PM,Accepted-AOC,NO,25-Nov-2020 06:27 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,88078,Metadesign Solutions Pvt Ltd,11-Sep-2020 05:06 PM,Rejected-Finance,No L1 Rate,25-Nov-2020 06:24 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,87867,Micromaster Laboratories Pvt. Ltd.,12-Sep-2020 02:12 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,14-Sep-2020 05:45 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,87875,Poly Medicure Ltd.,12-Sep-2020 12:47 PM,Accepted-AOC,VTM KIT,25-Nov-2020 06:27 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,88114,RR Animal Health Care Limited,12-Sep-2020 12:12 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,14-Sep-2020 05:45 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,88060,Titan Biotech Limited,11-Sep-2020 05:58 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,14-Sep-2020 05:45 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
11,88128,Trivitron Healthcare Pvt. Ltd,12-Sep-2020 02:41 PM,Rejected-Finance,No L1 Rate,25-Nov-2020 06:24 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
12,88091,TULIP DIAGNOSTICS PRIVATE LIMITED,11-Sep-2020 03:46 PM,Accepted-AOC,NO,25-Nov-2020 06:27 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
