Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
Executive Engineer HPPWD Division Barsar,Executive Engineer HPPWD Division Barsar,24-Sep-2020 10:30 AM,07-Oct-2020 11:00 AM,24-Sep-2020 10:30 AM,07-Oct-2020 10:30 AM,NA ,NA ,24-Sep-2020 10:30 AM,07-Oct-2020 10:30 AM,19-Oct-2020 10:30 AM,350.0,Executive Engineer HPPWD Division Barsar,Executive Engineer HPPWD Division Barsar,No,"13,200",No,fixed,,Executive Engineer HPPWD Division Barsarr,Executive Engineer HPPWD Division Barsar,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form,PWD,C/O link road from Maseh Khad bridge to,2020_PWD_41026_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,C/O link road from Maseh Khad bridge to Harizan Basti Mowlanghat via Shiv Mandir Dhuni km. 0/0 to 1/900,"F.C. 5/7 mtr. Wide road in km. 0/0 to 1/495,C/O R/wall at Rd. 0/0 to 6/015,0/150 to 0/162 and P/L 900mm dia RCC hume pipe culvert with wing wall at Rd. 0/030,0/090( Under SCSP Head",Please refer Tender documents. ,NA ,"6,55,886",Civil Works - Roads,NA ,Tender,120.0,60.0,Barsar,174305.0,NA ,NA ,NA ,Barsar,No ,No,1.0,DD - Demand Draft,AOC,PWD,2020_PWD_41026_1,C/O link road from Maseh Khad bridge to,C/O link road from Maseh Khad bridge to Harizan Basti Mowlanghat via Shiv Mandir Dhuni km. 0/0 to 1/900,Executive Engineer,Internal,AE Supdt HDM DAO,Anil Kumar Sharma,16-Oct-2020 02:38 PM,19-Oct-2020 10:30 AM,techsummary_60537.pdf (254.37 KB),Executive Engineer,Internal,Supdt HDM DAO,Anil Kumar Sharma,19-Oct-2020 11:12 AM,finsummary_60537.pdf (134.03 KB),10-Nov-2020,"INR 655,886",60.0,Anil Kumar Sharma,10-Nov-2020 10:38 AM,awardmaseh.pdf (225.00 KB),C/O link road from Maseh Khad bridge to Harizan Basti Mowlanghat via Shiv Mandir Dhuni km. 0/0 to 1/900,1.0,181360.0,AJAY VERMA,INR,"789,771",Finance,fin bid,Anil Kumar Sharma,19-Oct-2020 11:10 AM,finance_60537.pdf,BOQ Comparative Chart,1.0,181360.0,AJAY VERMA,07-Oct-2020 07:35 AM,Accepted-AOC,L 1,10-Nov-2020 10:40 AM,Technical,tech bid opening summary,Anil Kumar Sharma,12-Oct-2020 03:02 PM,technical_60537.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,181332.0,AJINDER THAKUR,07-Oct-2020 07:52 AM,Rejected-Technical,Non Responsive,16-Oct-2020 02:40 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,contractor Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,181294.0,Ishant Kapil,07-Oct-2020 09:48 AM,Rejected-AOC,L 2,10-Nov-2020 10:40 AM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,Similar Work done certificate ( Only Completed work ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,181336.0,KALYANI DEVI GOVT CONT,07-Oct-2020 07:41 AM,Rejected-Technical,Non Responsive,16-Oct-2020 02:40 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,"G.S.T. No.with latest clearance return, EPF No.with latest clearance return,Labour Licence, Pan Card",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,181316.0,SUKHVINDER KUMAR,06-Oct-2020 07:09 PM,Rejected-Technical,Non Responsive,16-Oct-2020 02:40 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery tool and plant with ownership documents / Affidavit Magistrate/Notary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,Aff. That information submitted by bidder is true and correctattested by Magistrate/Notary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate countersigned by the Engineer in charge not below the rank of Executive Eng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,Aff. bidder should not have more then 2 contracts at a time each of Rs.100.00lacs or more in circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding seen the site as per General rules and direction No. 29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidder should must be uploaded working programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information bidder/firm may like to be provide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
