EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
"14,000",Yes,fixed,,EE Paonta Sahib,Paonta Sahib,350.0,EE Paonta Sahib,Paonta Sahib,Yes,1.0,Fee/PreQual/Technical,.pdf,Cost of tender- indicated in schedule f at sr.no.6.3,1.0,ICICI BANK,Executive Engineer,Executive Engineer HPPWD Division Paonta Sahib District Sirmour HP,"/O link road from Khairni to Palhori km. 0/0 to 5/0 (SH-P/L GSB, G-II and between km. 2/765 to 4/600 in essential reaches).","/O link road from Khairni to Palhori km. 0/0 to 5/0 (SH-P/L GSB, G-II and between km. 2/765 to 4/600 in essential reaches).",please refer tender document ,NA ,"7,01,850",Civil Works - Roads,NA ,Tender,90.0,60.0,Paonta Sahib,173025.0,NA ,NA ,NA ,Paonta Sahib,No ,No,PWD,Tender/2020-21 5856-5905 dated 08.10.2020,2020_PWD_41663_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,15-Oct-2020 04:30 PM,28-Oct-2020 11:30 AM,15-Oct-2020 05:00 PM,27-Oct-2020 05:00 PM,NA ,NA ,15-Oct-2020 05:00 PM,27-Oct-2020 05:00 PM,30-Oct-2020 03:00 PM,AOC,Finance,Fin bid opening summary,Kishan Lal Chaudhary,27-Nov-2020 12:51 PM,finance_61514.pdf,BOQ Comparative Chart,1.0,184213.0,SONU SHARMA,INR,"784,454",1.0,184003.0,IQUBAL,27-Oct-2020 04:22 PM,Rejected-Finance,L2,27-Nov-2020 12:57 PM,Technical,Bid opening summary,Kishan Lal Chaudhary,30-Oct-2020 02:31 PM,technical_61514.pdf,Er. K.L. Chaudhary,Internal,"Sh. Sanjeet Kumar Sinha Divisional Accountant., Sh. Sanjeev Goel Supdt. Gr.II, Smt. Usha Aggarwal HDM.",Kishan Lal Chaudhary,30-Oct-2020 02:33 PM,30-Oct-2020 03:00 PM,techsummary_61514.pdf (677.83 KB),PWD,2020_PWD_41663_4,Tender/2020-21 5856-5905 dated 08.10.2020,"/O link road from Khairni to Palhori km. 0/0 to 5/0 (SH-P/L GSB, G-II and between km. 2/765 to 4/600 in essential reaches).",27-Nov-2020,"INR 701,850",60.0,Kishan Lal Chaudhary,27-Nov-2020 12:56 PM,aoc.pdf (977.00 KB),AOC,Er. K. L. Chaudhary,Internal,"Sh. Sanjeet Kumar Sinah DAO., Sh. Sanjeev Goel Supdt. Gr.II, Smt. Usha Aggarwal HDM",Kishan Lal Chaudhary,27-Nov-2020 12:54 PM,finsummary_61514.pdf (383.90 KB),AOC
,,,,,,,,,,,,.pdf,Earnest money-indicated in schedule f at sr. No.6.5,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,184213.0,SONU SHARMA,27-Oct-2020 03:55 PM,Accepted-AOC,L1,27-Nov-2020 12:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,Contractors registration- refer general rule sr. No 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,184015.0,VAJID,26-Oct-2020 06:53 PM,Rejected-Finance,L3,27-Nov-2020 12:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,GST Registration(Refer General Rule No.21)and Permanent account number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,List of incomplete works in hand general rule sr. No 28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,"Machinery as per schedule F Sr.No.6.19Ref.Cl- No.18 i.e.R.C,purchase bills,ownership/Affidavit hire",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,Scanned copy of EPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,Form no 8 duly signed gen. Rule sr. No 26.7.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,List of both gazetted and non gazetted officer hppwd employees related to him gen. Rule sr.no.16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,Any other information bidders like to provide.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
