Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
05-May-2020 05:20 PM,22-Jun-2020 02:30 PM,05-May-2020 05:30 PM,22-Jun-2020 02:00 PM,06-May-2020 11:00 AM ,24-May-2020 12:00 PM ,04-Jun-2020 10:00 AM,22-Jun-2020 02:00 PM,28-Jul-2020 11:30 AM,HP Horticultural Produce Marketing and Processing Corporation Ltd.,HPHDP PIU HPMC/TURNKEY/ TUTUPANI 5,2020_HPMC_36986_1,Yes,Open Tender,Item Rate,Goods,2.0,No,No,Offline,No,No,No,"10,51,000",No,fixed,,Project Director,Himachal Pradesh Horticulture Development Society,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Letter of Bid Technical Part and Bid Security in accordance with ITB 20,"Managing Director, HPMC",HPMC HO Nigam Vihar Shimla-2,"5,900",Project Director,Himachal Pradesh Horticulture Development Society,No,1.0,BOQ-Corrigendum-Tutupani,BOQ,,"DESIGN, SUPPLY AND INSTALLATION OF 5600 MT CAPACITY PACK- HOUSE INCLUDING CIVIL WORKS ON TURN-KEY BASIS AT TUTUPANI, DISTRICT SHIMLA (HP)","DESIGN, SUPPLY AND INSTALLATION OF 5600 MT CAPACITY PACK- HOUSE INCLUDING CIVIL WORKS ON TURN-KEY BASIS AT TUTUPANI, DISTRICT SHIMLA (HP)",Please refer Tender documents. ,NA ,"5,25,70,000",Miscellaneous Goods,"Design, Supply and Installation on turnkey basis  ",Tender,90.0,540.0,Tutupani,171225.0,Shimla ,"HPMC, Nigam Vihar, Shimla-2  ",26-May-2020 03:00 PM ,HPMC HO Nigam Vihar Shimla-2,No ,No,AOC,Finance,Kindly refer to the attached document.,BRIJ MOHAN SAINI,19-Aug-2020 02:26 PM,finance_54584.pdf,BOQ Comparative Chart,"Mr. B.M. Saini, AGM, HO",Internal,"Sh.Maan Singh-EE-HPMC,Sh DS Negi-AO-HPMC,Sh.Anil Sharma-ALO-HPMC,Sh.Gauri Shankar-AC-HIMUDA, Sh.JC Sharma-HDO-HPHDP,Sh.Ishan Agrawal-PO-HPMC,Sh.Arun Thakur-AE-HPMC, Sh.Piyush Maria-AE-HPMC",BRIJ MOHAN SAINI,20-Jul-2020 04:49 PM,28-Jul-2020 11:30 AM,techsummary_54584.pdf (167.90 KB),Technical,Bid opening summary document.,BRIJ MOHAN SAINI,20-Jul-2020 04:47 PM,technical_54584.pdf,1.0,162255.0,Sai Ba Engineers,16-Jun-2020 10:24 AM,Accepted-AOC,L1.,05-Nov-2020 01:40 PM,03-Oct-2020,"INR 52,570,000",540.0,BRIJ MOHAN SAINI,05-Nov-2020 01:38 PM,LOA-TUTUPANI.pdf (375.00 KB),LOA and Contract Agreement has been awarded to Ms. Sai Ba Engineers.,1.0,162255.0,Sai Ba Engineers,INR,"66,860,031.81","Mr. B.M. Saini, AGM, HO",Internal,"Sh.Maan Singh-EE-HPMC,Sh DS Negi-AO-HPMC,Sh.Anil Sharma-ALO-HPMC,Sh.Raman Kumar-S.O-HIMUDA, Sh.JC Sharma-HDO-HPHDP,Sh.Ishan Agrawal-PO-HPMC,Sh.Arun Thakur-AE-HPMC, Sh.Piyush Maria-AE-HPMC",BRIJ MOHAN SAINI,19-Aug-2020 02:51 PM,finsummary_54584.pdf (534.03 KB),HP Horticultural Produce Marketing and Processing Corporation Ltd.,2020_HPMC_36986_1,HPHDP PIU HPMC/TURNKEY/ TUTUPANI 5,"DESIGN, SUPPLY AND INSTALLATION OF 5600 MT CAPACITY PACK- HOUSE INCLUDING CIVIL WORKS ON TURN-KEY BASIS AT TUTUPANI, DISTRICT SHIMLA (HP)",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Confirmation authorizing the signatory of the Bid to commit the Bidder, in accordance with ITB 21.2",,,,,,,2.0,Corrigendum_Date_Extension,Date,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Documentary evidence established in accordance with ITB 14.1 , 15 and 16",,,,,,,3.0,General_Corrigendum,Other,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"In the case of a bid submitted by a JV (where permitted), JV agreement, or letter of intent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of subcontractors, in accordance with ITB 16.2, and a letter of intent between the parties",,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other document required in the BDS.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Tender Processing Fees and BID Security,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.pdf,Letter of Bid Financial Part prepared in accordance with ITB 12 and ITB 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Completed schedules as required, including Price Schedules, in accordance with ITB 12 and 17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other document required in the BDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
