Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"5,000",EE Bhabanagar,Sungra/Bhabanagar,Yes,"Up gradation of Shongthong to Barang road km 0.0 to 5.0S SH. C.O R.wall C.D. work P.L WBM Gr.I G.II and G. III P.L BC, V.Sape drain parapets and P.F logo sign board etc. Km 0.0 to 5.0 Under NABARD RIDF XXV","Up gradation of Shongthong to Barang road km 0.0 to 5.0S SH. C.O R.wall C.D. work P.L WBM Gr.I G.II and G. III P.L BC, V.Sape drain parapets and P.F logo sign board etc. Km 0.0 to 5.0 Under NABARD RIDF XXV",Please refer Tender documents. ,NA ,"1,29,90,111",Civil Works - Roads,NA ,Tender,120.0,540.0,Barang,172115.0,NA ,NA ,NA ,Bhabanagar,No ,No,Executive Engineer,Karchham Division HP PWD Bhabanagar,23-Jun-2020 03:50 PM,06-Jul-2020 11:00 AM,23-Jun-2020 03:55 PM,04-Jul-2020 06:50 PM,NA ,NA ,23-Jun-2020 03:55 PM,04-Jul-2020 06:50 PM,23-Jul-2020 09:00 AM,PWD,NO.BHNR -EA-Tender/2020-21- 671-76 dated 8.06.2020,2020_PWD_38239_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form,"2,59,900",No,fixed,,EE Bhabanagar,Sungra/Bhabanagar,1.0,DD - Demand Draft,AOC,1.0,165877.0,PRAMJEET NEGI,INR,"20,174,155",Finance,summary,Rakesh Chander Negi,13-Nov-2020 04:03 PM,finance_56592.pdf,BOQ Comparative Chart,1.0,165877.0,PRAMJEET NEGI,04-Jul-2020 04:16 PM,Accepted-AOC,awarded,13-Nov-2020 04:54 PM,Technical,opening summary,Rakesh Chander Negi,22-Jul-2020 09:52 PM,technical_56592.pdf,PWD,2020_PWD_38239_1,NO.BHNR -EA-Tender/2020-21- 671-76 dated 8.06.2020,"Up gradation of Shongthong to Barang road km 0.0 to 5.0S SH. C.O R.wall C.D. work P.L WBM Gr.I G.II and G. III P.L BC, V.Sape drain parapets and P.F logo sign board etc. Km 0.0 to 5.0 Under NABARD RIDF XXV",XEN Er. Rahul Sood,Internal,HDM DAO Supdt(PMGSY) Supdt,Rakesh Chander Negi,23-Jul-2020 06:20 AM,23-Jul-2020 09:00 AM,techsummary_56592.pdf (842.09 KB),XEN Rahul Sood,Internal,HDM DAO Supdt( PMGSY) Supdt(Works),Rakesh Chander Negi,13-Nov-2020 04:49 PM,finsummary_56592.pdf (842.09 KB),13-Nov-2020,"INR 12,990,111",540.0,Rakesh Chander Negi,13-Nov-2020 04:51 PM,4012-18.PDF (1162.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money Deposit,,,,,,,2.0,BC - Bankers Cheque,AOC,,,,,,,,,,,,2.0,165845.0,SUNIL KUMAR VIJ CONTRCATOR,03-Jul-2020 05:18 PM,Rejected-AOC,L2,13-Nov-2020 04:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration,,,,,,,3.0,FDR - Fixed Deposit,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Number,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done Certificate of similar nature and Detail of work in hand,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of Machinery, Tool, Plant , Technical Staff",,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Financial reports for the last five years Turn over,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF Number,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantities,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
