EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,S.No.1,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"1,99,088",Yes,percentage,2.0%,"The Executive Engineer,NalbariW.R. Division",Nalbari,09-Jun-2020 06:00 PM,15-Jul-2020 02:00 PM,09-Jun-2020 06:00 PM,14-Jul-2020 02:00 PM,NA ,NA ,17-Jun-2020 10:00 AM,14-Jul-2020 02:00 PM,19-Sep-2020 06:00 PM,1.0,EXTENSION NOTICE,Date,,Chief Engineer,O/O Chief Engineer Water Resources Department Chandmari,1.0,SBI Bank,Adabari to Kukarjan at Chenimari,Protection of B/Dyke on R/B from Adabari to Kukarjan at Chenimari and its adjoining area by inducing pro-siltation measures. (Ph-1),Please refer Tender documents. ,NA ,"99,54,417",Civil Works,NA ,Tender,180.0,90.0,Nalbari,781335.0,NA ,NA ,NA ,"Office of the Chief Engineer, W.R.Deptt",No ,No,1.0,Fee/PreQual/Technical,.pdf,Technical Documents,Department of Water Resources||Chief Engineer - DoWR,NALBARI/2019-20/RIDF/I,2020_DoWR_17853_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,"4,000","The Executive Engineer,NalbariW.R. Division",Nalbari,No,AOC,1.0,83695.0,DIPANKA KUMAR GOSWAMI,INR,7072740.3,Technical,Financial bid of the successful bidder may be opened,Jayanta Kumar Barman,19-Sep-2020 05:32 PM,technical_27566.pdf,Department of Water Resources||Chief Engineer - DoWR,2020_DoWR_17853_1,NALBARI/2019-20/RIDF/I,Adabari to Kukarjan at Chenimari,Finance,Updated CS may be prepared,Jayanta Kumar Barman,05-Oct-2020 10:26 AM,,BOQ Comparative Chart,05-Nov-2020,INR 7072740.3,90.0,Jayanta Kumar Barman,05-Nov-2020 03:39 PM,wr_1538_1.PDF (187.00 KB),Protection of B/Dyke on R/B from Adabari to Kukarjan at Chenimari and its adjoining area by inducing pro-siltation measures (Ph-I),R. SARMA,Internal,"G.C. Sarma, S. Pathak, R. Deka, M. Deka, S. Dey",Jayanta Kumar Barman,19-Sep-2020 05:33 PM,19-Sep-2020 06:00 PM,techsummary_27566.pdf (233.73 KB),R. SARMA,Internal,"G.C. Sarma, R. Deka, M. Deka, S. Dey",Jayanta Kumar Barman,05-Nov-2020 03:36 PM,finsummary_27566.pdf (233.73 KB),1,84327,Bhaba Kanta Nath,27-Jun-2020 01:09 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,19-Sep-2020 05:32 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,84126,BINOD BARMAN,25-Jun-2020 09:58 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,19-Sep-2020 05:32 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,84224,Biswadev Das,26-Jun-2020 10:35 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,19-Sep-2020 05:32 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,83695,DIPANKA KUMAR GOSWAMI,13-Jul-2020 08:23 PM,Accepted-AOC,PROPER,05-Nov-2020 03:39 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,84123,DIVINE ASSOCIATES,24-Jun-2020 04:11 PM,Rejected-AOC,Not Qualified for AOC,05-Nov-2020 03:39 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,84205,HEMEN KUMAR DUTTA,25-Jun-2020 02:27 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,19-Sep-2020 05:32 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,84777,JAMIR KHAN,13-Jul-2020 08:03 PM,Rejected-AOC,Not Qualified for AOC,05-Nov-2020 03:39 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,84170,MOHAMMAD MANJUR ALAM,29-Jun-2020 08:46 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,19-Sep-2020 05:32 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,83855,MOONMOON ROY,14-Jul-2020 12:53 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,19-Sep-2020 05:32 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,84202,M/S L AND M ENTERPRISE,25-Jun-2020 02:08 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,19-Sep-2020 05:32 PM,AOC
