Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
C/O link road from Bias Irrigation canal to Bias Bhood km. 0/0 to 1/600 (SH-Construction of retaining wall in wire crate from RD. 1/360 to 1/375)(L.H.S) Under MMGSY.,C/O link road from Bias Irrigation canal to Bias Bhood km. 0/0 to 1/600 (SH-Construction of retaining wall in wire crate from RD. 1/360 to 1/375)(L.H.S) Under MMGSY.,please refer tender document ,NA ,"3,68,776",Civil Works - Roads,NA ,Tender,90.0,60.0,Paonta Sahib,173025.0,NA ,NA ,NA ,Paonta Sahib,No ,No,"7,500",Yes,fixed,,EE Paonta Sahib,Paonta Sahib,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Cost of tender- indicated in schedule f at sr.no.6.3,15-Oct-2020 04:30 PM,28-Oct-2020 11:30 AM,15-Oct-2020 05:00 PM,27-Oct-2020 05:00 PM,NA ,NA ,15-Oct-2020 05:00 PM,27-Oct-2020 05:00 PM,30-Oct-2020 03:00 PM,Executive Engineer,Executive Engineer HPPWD Division Paonta Sahib District Sirmour HP,350.0,EE Paonta Sahib,Paonta Sahib,Yes,PWD,Tender/2020-21 5856-5905 dated 08.10.2020,2020_PWD_41663_5,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,1.0,184205.0,ARIF ALI,INR,"358,133",Finance,Fin Bid Opening Summary,Kishan Lal Chaudhary,13-Nov-2020 02:54 PM,finance_61520.pdf,BOQ Comparative Chart,1.0,184205.0,ARIF ALI,27-Oct-2020 04:15 PM,Accepted-AOC,L1,13-Nov-2020 03:01 PM,Technical,Bid Opening summary,Kishan Lal Chaudhary,30-Oct-2020 02:34 PM,technical_61520.pdf,Er. K.L. Chaudhary,Internal,"Sh. Sanjeet Kumar Sinha Divisional Accountant., Sh. Sanjeev Goel Supdt. Gr.II, Smt. Usha Aggarwal HDM.",Kishan Lal Chaudhary,30-Oct-2020 02:35 PM,30-Oct-2020 03:00 PM,techsummary_61520.pdf (729.98 KB),PWD,2020_PWD_41663_5,Tender/2020-21 5856-5905 dated 08.10.2020,C/O link road from Bias Irrigation canal to Bias Bhood km. 0/0 to 1/600 (SH-Construction of retaining wall in wire crate from RD. 1/360 to 1/375)(L.H.S) Under MMGSY.,13-Nov-2020,"INR 368,776",60.0,Kishan Lal Chaudhary,13-Nov-2020 02:59 PM,aoc.pdf (872.00 KB),AOC,Er. K. L. Chaudhary,Internal,"Sh. Sanjeet Kumar Sinha Divisional Accountant., Sh. Sanjeev Goel Supdt. Gr.II, Smt. Usha Aggarwal HDM.",Kishan Lal Chaudhary,13-Nov-2020 02:57 PM,finsummary_61520.pdf (407.13 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Earnest money-indicated in schedule f at sr. No.6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,183997.0,DHARMENDER VERMA,27-Oct-2020 03:04 PM,Rejected-Finance,L4,13-Nov-2020 03:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration- refer general rule sr. No 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,184096.0,GAGAN KUMAR,27-Oct-2020 02:34 PM,Rejected-Finance,L3,13-Nov-2020 03:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration(Refer General Rule No.21)and Permanent account number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,184032.0,riyat ali,27-Oct-2020 02:57 PM,Rejected-Finance,L2,13-Nov-2020 03:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of incomplete works in hand general rule sr. No 28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Machinery as per schedule F Sr.No.6.19Ref.Cl- No.18 i.e.R.C,purchase bills,ownership/Affidavit hire",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of EPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form no 8 duly signed gen. Rule sr. No 26.7.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non gazetted officer hppwd employees related to him gen. Rule sr.no.16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information bidders like to provide.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
