Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage
23-Nov-2020,INR 4.862592E+8,365.0,Munmun Das,23-Nov-2020 03:38 PM,AOC_IFB_92.pdf (4710.00 KB),AOC to four responsive bidders as per Bid inviting terms and conditions was done on 27.07.2020 but uploaded on 23.11.2020,Finance,"Financial Opening and Evaluation as mentioned the letter addressed to the Secy, PHED, Assam",Munmun Das,23-Nov-2020 03:23 PM,finance_26209.pdf,BOQ Comparative Chart,1,80058,ALAMPURIA ENTERPRISES,02-Jun-2020 03:58 PM,Rejected-Technical,Technically Non Responsive,15-Jun-2020 06:27 PM,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,2020_PHED_17203_1,PHE_8_MM_2014_15_T_29071_134,Empanelment for supply delivery and installation of standalone CWPP in Assam,B Das,Internal,,Milan Kalita,15-Jun-2020 06:27 PM,19-Jun-2020 12:00 PM,techsummary_26209.pdf (2031.50 KB),1.0,79831.0,DEEP KUMAR RABHA,INR,48384000.0,M.K. Das,Internal,,Munmun Das,23-Nov-2020 03:31 PM,finsummary_26209.pdf (398.75 KB),Technical,Technical Opening Summary,Milan Kalita,15-Jun-2020 06:22 PM,technical_26209.pdf,AOC,1.0,SBI Bank,18-Mar-2020 10:00 AM,03-Jun-2020 03:00 PM,18-Mar-2020 10:00 AM,02-Jun-2020 04:00 PM,NA ,NA ,18-Mar-2020 11:00 AM,02-Jun-2020 04:00 PM,19-Jun-2020 12:00 PM,"2,000",CE PHE Water Assam,Guwahati,No,Empanelment for supply delivery and installation of standalone CWPP in Assam,Empanelment of registered contractors alongwith their associated manufacturer for supply delivery and installation of standalone Community Water Purification Plant in different districts of Assam,Please refer Tender documents. ,NA ,0.0,Civil Works - Water Works,NA ,Empanelment,90.0,365.0,Guwahati,781036.0,NA ,NA ,NA ,O O CE PHE Water Assam,No ,No,"2,00,000",Yes,fixed,,CE PHE Water Assam,Guwahati,1.0,Fee/PreQual/Technical,.pdf,Technical Qualification Documents as per Bid Document and Bid Security if in the form of BG,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,PHE_8_MM_2014_15_T_29071_134,2020_PHED_17203_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,CE PHE Water Assam,"Hengrabari, Guwahati-36",1.0,Corrigendum06,Date,,AOC
,,,,,,,,,,,,,2,80039,BIDYUT BURAGOHAIN,14-May-2020 03:40 PM,Rejected-Technical,Technically Non Responsive,15-Jun-2020 06:27 PM,,,,,,,,,,,,2.0,79938.0,M/s Macrocosm Builders,INR,96768000.0,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,2.0,Corrigendum_07,Technical Bid,,AOC
,,,,,,,,,,,,,3,79831,DEEP KUMAR RABHA,01-Jun-2020 05:17 PM,Accepted-AOC,Awarded as accepted L1 rate,23-Nov-2020 03:38 PM,,,,,,,,,,,,3.0,80057.0,M/S. D.K. ASSAM ASSOCIATES PVT. LTD.,INR,146361600.0,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidders Financial Bid Form,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,82054,FLOWMAX WATER,02-Jun-2020 03:23 PM,Rejected-Technical,Technically Non Responsive,15-Jun-2020 06:27 PM,,,,,,,,,,,,4.0,80059.0,K.B.S COMMERCIAL (P) LTD.,INR,194745600.0,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,80059,K.B.S COMMERCIAL (P) LTD.,02-Jun-2020 02:58 PM,Accepted-AOC,Awarded as L1 bidder,23-Nov-2020 03:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,79690,MAHAVIR PUMPS MANUFACTURING PRIVATE LIMITED,01-Jun-2020 04:01 PM,Rejected-Technical,Technically Non Responsive,15-Jun-2020 06:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,80057,M/S. D.K. ASSAM ASSOCIATES PVT. LTD.,02-Jun-2020 01:19 PM,Accepted-AOC,Awarded as accepted L1 rate,23-Nov-2020 03:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,79938,M/s Macrocosm Builders,02-Jun-2020 11:22 AM,Accepted-AOC,Awarded as accepted L1 rate,23-Nov-2020 03:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,79795,PRAKASH ENTERPRISES,02-Jun-2020 01:33 PM,Rejected-AOC,Not awarded,23-Nov-2020 03:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,80038,SARAWGI AND SONS,01-Jun-2020 06:09 PM,Rejected-AOC,Not awarded,23-Nov-2020 03:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,11,80066,SHASHI DEVI BAJAJ,02-Jun-2020 02:45 PM,Rejected-Technical,Technically Non Responsive,15-Jun-2020 06:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,12,79976,SHREE ANANT UDYOG,02-Jun-2020 12:28 PM,Rejected-Technical,Technically Non Responsive,15-Jun-2020 06:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
