Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Technical,Minutes of Technical Bids,Manohar Choudhury,19-Aug-2020 05:04 PM,technical_28356.pdf,Executive Director,Internal,"ED, AMD, DF, DSM,AA,PHARMACIST",Manohar Choudhury,19-Aug-2020 05:08 PM,19-Aug-2020 05:15 PM,techsummary_28356.pdf (1551.32 KB),National Health Mission||State Programme Management Unit - NHM,2020_NHM_18364_1,EOI_143517_P_20,Supply of essential drugs for treatment of COVID19,1,86440,ABBOTT INDIA LIMITED,14-Aug-2020 02:53 PM,Rejected-Finance,L2,25-Nov-2020 04:35 PM,AOC,Supply of essential drugs for treatment of COVID19,Supply of essential drugs for treatment of COVID-19,Please refer Tender documents. ,NA ,"2,20,00,000",Medicines,NA ,Tender,30.0,10.0,"O/o MD, NHM, Assam",781005.0,NA ,NA ,NA ,"O/o MD, NHM, Assam",No ,No,0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Technical Bids,"MD, NHM, Assam","O/o MD, NHM, Assam",National Health Mission||State Programme Management Unit - NHM,EOI_143517_P_20,2020_NHM_18364_1,Yes,Open Tender,Supply,Goods,2.0,No,No,Not Applicable,No,No,No,11-Aug-2020 05:00 PM,14-Aug-2020 04:00 PM,12-Aug-2020 10:00 AM,14-Aug-2020 03:00 PM,NA ,NA ,12-Aug-2020 10:15 AM,14-Aug-2020 03:00 PM,19-Aug-2020 05:15 PM,0.0,No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,2,86464,Cipla Ltd,14-Aug-2020 11:46 AM,Rejected-Finance,L2,25-Nov-2020 04:35 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,86327,Dr Reddys laboratories Limited,13-Aug-2020 09:50 PM,Rejected-Finance,L2,25-Nov-2020 04:35 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,86481,Glenmark Pharmaceuticals Limited,14-Aug-2020 01:22 PM,Rejected-Finance,L2,25-Nov-2020 04:35 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,86434,J. DUNCAN HEALTHCARE PVT LTD,13-Aug-2020 07:46 PM,Rejected-Finance,L2,25-Nov-2020 04:35 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,86479,Lupin Limited,14-Aug-2020 02:36 PM,Rejected-Finance,L2,25-Nov-2020 04:35 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,7,86341,MSN Laboratories Private Limited,14-Aug-2020 01:41 PM,Accepted-AOC,Tab. Famotidine,25-Nov-2020 04:38 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,8,86371,PURE AND CURE HEALTHCARE PVT LTD,14-Aug-2020 02:08 PM,Rejected-Finance,L2,25-Nov-2020 04:35 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,9,86485,Sun Pharmaceutical Industries Ltd,14-Aug-2020 01:55 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,19-Aug-2020 05:04 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,10,86468,Sun Pharma Laboratories Limited,14-Aug-2020 01:14 PM,Rejected-AOC,Tab Favipiravir,25-Nov-2020 04:38 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
