EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"12,950",Yes,fixed,,EE Nohradhar,Nohradhar,1.0,ICICI BANK,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nauradhar Dn,Irrigation and Public Health,HP",5623-5722 dated 03-09-2020,2020_HPIPH_40341_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,250.0,EE Nohradhar,Nohradhar,Yes,04-Sep-2020 06:30 PM,15-Sep-2020 11:30 AM,04-Sep-2020 06:30 PM,15-Sep-2020 11:00 AM,NA ,NA ,04-Sep-2020 06:30 PM,15-Sep-2020 11:00 AM,18-Sep-2020 03:30 PM,Improvement and Extension of FIS Arlog in GP Bhatan Bhujond Tehsil Nohradhar Distt. Sirmour,"SH C/O RCC outlets, Supporting Pillars, PCC anchor Blocka, Diversion weir and laying jointing of GMS pipe line in distribution system",Please refer Tender documents. ,NA ,"6,45,204",Civil Works,NA ,Tender,120.0,90.0,Nohradhar,173104.0,NA ,NA ,NA ,Nohradhar,No ,No,1.0,Fee/PreQual/Technical,.pdf,Bid security duly pledge in favor of EE Nohradhar through offline and online both mode apllicable,Executive Engineer,Jal Shakti Division Nohradhar,AOC,Executive Engineer,Internal,"Dealing Assistant, HDM, Superintendent Gr-II,",Mohd. Arshad Rehman,18-Sep-2020 03:13 PM,18-Sep-2020 03:30 PM,techsummary_59577.pdf (723.35 KB),1,177504,Ami Chand,14-Sep-2020 04:20 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,18-Sep-2020 03:08 PM,Finance,Financial Bid,Mohd. Arshad Rehman,18-Sep-2020 05:07 PM,finance_59577.pdf,BOQ Comparative Chart,Technical,Bid Summury,Mohd. Arshad Rehman,18-Sep-2020 03:07 PM,technical_59577.pdf,28-Nov-2020,"INR 522,599",90.0,Mohd. Arshad Rehman,28-Nov-2020 05:23 PM,Award.pdf (384.00 KB),Work award to Mr. Dinesh Chauhan,Executive Engineer,Internal,Suptd. HDM Dealing Assistant,Mohd. Arshad Rehman,28-Nov-2020 05:18 PM,finsummary_59577.pdf (423.46 KB),"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nauradhar Dn,Irrigation and Public Health,HP",2020_HPIPH_40341_2,5623-5722 dated 03-09-2020,Improvement and Extension of FIS Arlog in GP Bhatan Bhujond Tehsil Nohradhar Distt. Sirmour,1.0,177429.0,Dinesh Chauhan,INR,"522,599",AOC
,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The cost of form duly pledge in favor of EE Nohradhar through offline and online both mode apllicabl,,,AOC,,,,,,,,2,177334,BALBIR SINGH,13-Sep-2020 04:47 PM,Rejected-Finance,L4,28-Nov-2020 05:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Registration certificate,,,AOC,,,,,,,,3,177429,Dinesh Chauhan,14-Sep-2020 01:14 PM,Accepted-AOC,award,28-Nov-2020 05:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of EPF Certificate,,,AOC,,,,,,,,4,177194,Jai Parkash,11-Sep-2020 06:39 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,18-Sep-2020 03:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN Card,,,AOC,,,,,,,,5,177424,RAJESH KUMAR,14-Sep-2020 12:34 PM,Rejected-AOC,reject,28-Nov-2020 05:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Joint venture is not allowed,,,AOC,,,,,,,,6,177650,ROHIT KUMAR,15-Sep-2020 10:02 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,18-Sep-2020 03:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,A scanned copy of undertaking,,,AOC,,,,,,,,7,177223,ROOP SINGH,14-Sep-2020 02:00 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,18-Sep-2020 03:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Regulation of abolition rule of 2008,,,AOC,,,,,,,,8,177313,SEXIIR5915,15-Sep-2020 10:54 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,18-Sep-2020 03:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,AOC,,,,,,,,9,177534,sukhpal,14-Sep-2020 05:01 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,18-Sep-2020 03:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,177579,Virender Pundir,14-Sep-2020 06:53 PM,Rejected-Finance,L3,28-Nov-2020 05:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
