Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage
20-Nov-2020,"INR 1,800,000",180.0,Jitender Kumar,20-Nov-2020 03:34 PM,AOCD.pdf (358.00 KB),AOC,Finance,BOS,Jitender Kumar,16-Sep-2020 05:02 PM,finance_59323.pdf,BOQ Comparative Chart,Technical,BOS,Jitender Kumar,16-Sep-2020 03:05 PM,technical_59323.pdf,EE JSV Division Barsar,Internal,Supdtt. Gr-II HDM Sh. Sushil Kumar Sr. Assistant JSV Division Barsar,Jitender Kumar,16-Sep-2020 03:12 PM,16-Sep-2020 03:15 PM,techsummary_59323.pdf (237.29 KB),1,176270,Bharat Engg and Suppliers,06-Sep-2020 06:00 PM,Accepted-AOC,Accepted as L1 and work awarded,20-Nov-2020 03:36 PM,1.0,176253.0,Raman Thakur Govt. Cont.,INR,"1,966,200","HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Barsar,Irrigation and Public Health,HP",2020_HPIPH_40183_1,EE-JSVD-BSR-TA-E-T-2020-21- 7433-83,Improvement of distribution system of LWSS Daswin Tihari and Galore Budhwin in Tehsil Nadaun Distt. Hamirpur SH- Supply and Erection of centrifugal Pumping machinery with allied accessories complete at main stage,EE JSV Division Barsar,Internal,Sushil Kumar Sr. Assistant Supdtt. Gr- II HDM JSV Division Barsar,Jitender Kumar,20-Nov-2020 03:13 PM,finsummary_59323.pdf (237.29 KB),AOC,400.0,EE JSV Division Barsar,EE JSV Division Barsar,Yes,Improvement of distribution system of LWSS Daswin Tihari and Galore Budhwin in Tehsil Nadaun Distt. Hamirpur SH- Supply and Erection of centrifugal Pumping machinery with allied accessories complete at main stage,Improvement of distribution system of LWSS Daswin Tihari and Galore Budhwin in Tehsil Nadaun Distt. Hamirpur SH- Supply and Erection of centrifugal Pumping machinery with allied accessories complete at main stage,Please refer Tender documents. ,NA ,"18,00,000",Civil Works,NA ,Tender,120.0,180.0,JSV Sub Division Galore,174305.0,NA ,NA ,NA ,EE JSV Division Barsar,No ,No,"34,500",Yes,fixed,,EE JSV Division Barsar,EE JSV Division Barsar,29-Aug-2020 10:00 AM,07-Sep-2020 11:30 AM,29-Aug-2020 10:00 AM,07-Sep-2020 11:00 AM,29-Aug-2020 10:00 AM ,07-Sep-2020 11:00 AM ,29-Aug-2020 10:00 AM,07-Sep-2020 11:00 AM,16-Sep-2020 03:15 PM,1.0,ICICI BANK,EE JSV Division Barsar,EE JSV Division Barsar,"HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Barsar,Irrigation and Public Health,HP",EE-JSVD-BSR-TA-E-T-2020-21- 7433-83,2020_HPIPH_40183_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,Fee/PreQual/Technical,.pdf,The earnest money for Rs.34500-00online or through off line mode as per NIT Condition No.3-i,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,2,176263,competent associates,03-Sep-2020 09:02 PM,Accepted-AOC,Accepted as L4,20-Nov-2020 03:36 PM,2.0,176263.0,competent associates,INR,"1,772,700",,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,.pdf,cost of tender form Rs. 400.00 online or through off line mode as per NIT Condition No.3-ii,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,3,176716,Dogra Construction Company Pvt Ltd,07-Sep-2020 10:30 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,16-Sep-2020 03:06 PM,3.0,176270.0,Bharat Engg and Suppliers,INR,"1,453,850",,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate of registration as per NIT Condition No.3-iii,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,4,176375,MANAHOR LAL SURINDER KUMAR,05-Sep-2020 03:23 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,16-Sep-2020 03:06 PM,4.0,176285.0,SANJEEV KUMAR,INR,"1,606,850",,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The income Tax-PAN EPF GST registration No. as per NIT Condition No.3-vi,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,5,176717,MNBN Enterprises,07-Sep-2020 10:20 AM,Accepted-AOC,Accepted as L7,20-Nov-2020 03:36 PM,5.0,176663.0,M/S ASHWANI ELECTRICAL WAORKS,INR,"2,103,520",,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The authorization letter regarding digital Signature Certificate as per NIT Condition No.3-v,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,6,176663,M/S ASHWANI ELECTRICAL WAORKS,06-Sep-2020 12:17 PM,Accepted-AOC,Accepted as L6,20-Nov-2020 03:36 PM,6.0,176678.0,SS ENGINEERING WORKS,INR,"1,608,000",,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,vii) The characteristic curves of the pumping equipment as per NIT Condition No.3-vii,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,7,176253,Raman Thakur Govt. Cont.,03-Sep-2020 07:15 PM,Accepted-AOC,Accepted as L5,20-Nov-2020 03:36 PM,7.0,176717.0,MNBN Enterprises,INR,"2,366,900",,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cont- Firms can participate in tender who authorized dealer of PM as per NIT Condition No. 3-viii,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,8,176285,SANJEEV KUMAR,07-Sep-2020 10:37 AM,Accepted-AOC,Accepted as L2,20-Nov-2020 03:36 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Requirements of the Experience Certificate and copy of UT as per NIT Condition No. 7 and 3-ix,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,9,176678,SS ENGINEERING WORKS,06-Sep-2020 06:06 PM,Accepted-AOC,Accepted as L3,20-Nov-2020 03:36 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,10,175928,SUNIL KUMAR,01-Sep-2020 12:00 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,16-Sep-2020 03:06 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
