Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Name,Address,Tender Stage
Er.S.P.Dhiman EE,Internal,Supdt HDM AO,Sanjiv Kumar Agnihotri,24-Sep-2020 12:28 PM,finsummary_59213.pdf (577.77 KB),21-Nov-2020,"INR 5,612,229",150.0,SHASHI PAL,21-Nov-2020 06:40 PM,AOC.pdf (1529.00 KB),Work Awarded,PWD,2020_PWD_40100_1,No.PW/BGN/CB/T-1/20-5854-64 dt. 18.08.2020 Job1,Balance Work of Multipurpose Cultural Centre at Samoor Kalan Distt. Una H.P.,Er.S.P.Dhiman EE,Internal,Supdt HDM AO,Sanjiv Kumar Agnihotri,22-Sep-2020 11:59 AM,23-Sep-2020 11:30 AM,techsummary_59213.pdf (633.77 KB),1.0,177035.0,ARUN LATH,INR,"5,612,229",Finance,Fin bid opened,Sanjiv Kumar Agnihotri,24-Sep-2020 12:24 PM,finance_59213.pdf,BOQ Comparative Chart,Technical,Tech bid opened,Sanjiv Kumar Agnihotri,22-Sep-2020 11:56 AM,technical_59213.pdf,1.0,177002.0,AIDANT IMPLEMENTATION PRIVATE LIMITED,09-Sep-2020 11:17 PM,Rejected-Technical,Non-responsive,22-Sep-2020 12:01 PM,AOC,PWD,No.PW/BGN/CB/T-1/20-5854-64 dt. 18.08.2020 Job1,2020_PWD_40100_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form (Indicated in Schedule-F),"74,000",Yes,fixed,,Executive Engineer HPPWD Division Bangana,Bangana,"2,000",Executive Engineer HPPWD Division Bangana,Bangana,No,28-Aug-2020 11:00 AM,11-Sep-2020 11:00 AM,28-Aug-2020 11:30 AM,10-Sep-2020 06:00 PM,NA ,NA ,28-Aug-2020 11:30 AM,10-Sep-2020 06:00 PM,23-Sep-2020 11:30 AM,Balance Work of Multipurpose Cultural Centre at Samoor Kalan Distt. Una H.P.,"Providing and Fixing False Ceiling , P/L C.C. Pavement km. 0/000 to 0/300",Please refer Tender documents. ,NA ,"44,22,762",Civil Works,NA ,Tender,120.0,150.0,Bangana Division,174307.0,NA ,NA ,NA ,Executive Engineer HPPWD Division Bangana,No ,No,1.0,DD - Demand Draft,Executive Engineer HPPWD Division Bangana,Executive Engineer HPPWD Division Bangana,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,177035.0,ARUN LATH,10-Sep-2020 03:35 PM,Accepted-AOC,Lowest,21-Nov-2020 06:43 PM,AOC,,,,,,,,,,,,,,,,,.pdf,Earnest Money (Indicated in Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,SS - Small Savings Instrument,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,177065.0,Sanjay Kumar,10-Sep-2020 03:47 PM,Rejected-AOC,Higher side,21-Nov-2020 06:43 PM,AOC,,,,,,,,,,,,,,,,,.pdf,Contractor Registration(General Rule No. 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,.pdf,GST Registration and latest assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,.pdf,Similar nature Work Done Certificate on prescribed format given in bidding document without liquidat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate on prescribed format given in bidding document as per General Rule 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,.pdf,List of machinery tool and plant with proof of ownership or legal tie-up and list of laboratory equi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,.pdf,List of Both Gaztted and Non Gaztted officer HPPWD employees related to him (General Rule No.16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of work) is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding no pending litigation with the Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
