Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Letter of Bid Technical Part andBid Security in accordance with ITB 20,HP Horticultural Produce Marketing and Processing Corporation Ltd.,HPHDP PIU HPMC TURNKEY BHUNTAR 9,2020_HPMC_36964_1,Yes,Open Tender,Item Rate,Goods,2.0,No,No,Offline,No,No,No,"DESIGN, SUPPLY AND INSTALLATION OF 1000 MT CAPACITY PACK-HOUSE INCLUDING CIVIL WORKS ON TURN-KEY BASIS AT BHUNTAR, DISTRICT KULLU (HP)","DESIGN, SUPPLY AND INSTALLATION OF 1000 MT CAPACITY PACK-HOUSE INCLUDING CIVIL WORKS ON TURN-KEY BASIS AT BHUNTAR, DISTRICT KULLU (HP)",Please refer Tender documents. ,NA ,"4,58,83,000",Miscellaneous Goods,"Design, Supply and Installation on turnkey basis ",Tender,90.0,540.0,Bhuntar,175125.0,Shimla ,"HPMC, Nigam Vihar, Shimla-2 ",26-May-2020 03:00 PM ,HPMC HO Nigam Vihar Shimla,No ,No,"5,900",Project Director,Himachal Pradesh Horticulture Development Society,No,"Managing Director, HPMC","Managing Director, HPMC, Nigam Vihar, Shimla-2","9,17,600",No,fixed,,Project Director,Himachal Pradesh Horticulture Development Society,1.0,BOQ-Corrigendum-Bhuntar,BOQ,,1.0,DD - Demand Draft,05-May-2020 11:30 AM,22-Jun-2020 02:30 PM,05-May-2020 11:45 AM,22-Jun-2020 02:00 PM,05-May-2020 12:00 PM ,24-May-2020 12:00 PM ,04-Jun-2020 10:00 AM,22-Jun-2020 02:00 PM,28-Jul-2020 11:30 AM,AOC,Finance,Kindly refer to the attached document.,BRIJ MOHAN SAINI,19-Aug-2020 02:29 PM,finance_54549.pdf,BOQ Comparative Chart,1.0,162253.0,Sai Ba Engineers,16-Jun-2020 10:17 AM,Accepted-AOC,L1.,05-Nov-2020 01:44 PM,Technical,Bid opening summary document attached.,BRIJ MOHAN SAINI,20-Jul-2020 04:34 PM,technical_54549.pdf,"Mr. B.M. Saini, AGM, HO",Internal,"Sh.Maan Singh-EE-HPMC,Sh DS Negi-AO-HPMC,Sh.Anil Sharma-ALO-HPMC,Sh.Gauri Shankar-AC-HIMUDA, Sh.JC Sharma-HDO-HPHDP,Sh.Ishan Agrawal-PO-HPMC,Sh.Arun Thakur-AE-HPMC, Sh.Piyush Maria-AE-HPMC",BRIJ MOHAN SAINI,20-Jul-2020 04:44 PM,28-Jul-2020 11:30 AM,techsummary_54549.pdf (184.34 KB),1.0,162253.0,Sai Ba Engineers,INR,"58,566,953.88",03-Oct-2020,"INR 45,883,000",540.0,BRIJ MOHAN SAINI,05-Nov-2020 01:42 PM,LOA-BHUNTAR.pdf (367.00 KB),LOA and Contract Agreement has been awarded to Ms. Sai Ba Engineers.,HP Horticultural Produce Marketing and Processing Corporation Ltd.,2020_HPMC_36964_1,HPHDP PIU HPMC TURNKEY BHUNTAR 9,"DESIGN, SUPPLY AND INSTALLATION OF 1000 MT CAPACITY PACK-HOUSE INCLUDING CIVIL WORKS ON TURN-KEY BASIS AT BHUNTAR, DISTRICT KULLU (HP)","Mr. B.M. Saini, AGM, HO",Internal,"Sh.Maan Singh-EE-HPMC,Sh DS Negi-AO-HPMC,Sh.Anil Sharma-ALO-HPMC,Sh.Raman Kumar-S.O-HIMUDA, Sh.JC Sharma-HDO-HPHDP,Sh.Ishan Agrawal-PO-HPMC,Sh.Arun Thakur-AE-HPMC, Sh.Piyush Maria-AE-HPMC",BRIJ MOHAN SAINI,19-Aug-2020 02:38 PM,finsummary_54549.pdf (550.21 KB),AOC
,,.pdf,"confirmation authorizing the signatory of the Bid to commit the Bidder, in accordance with ITB 21.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Corrigendum_Date_Extension,Date,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"documentary evidence established in accordance with ITB 14.1 , 15 and 16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,General_Corrigendum,Other,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"in the case of a bid submitted by a JV (where permitted), JV agreement, or letter of intent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"List of subcontractors, in accordance with ITB 16.2, and a letter of intent between the parties",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,any other document required in the BDS.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Tender Processing Fees and BID Security,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.pdf,Letter of Bid Financial Part prepared in accordance with ITB 12 and ITB 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"Completed schedules as required, including Price Schedules, in accordance with ITB 12 and 17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,any other document required in the BDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
