Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Executive Engineer,Executive Engineer HPPWD Division Paonta Sahib District Sirmour HP,350.0,EE Paonta Sahib,Paonta Sahib,Yes,15-Oct-2020 04:30 PM,28-Oct-2020 11:30 AM,15-Oct-2020 05:00 PM,27-Oct-2020 05:00 PM,NA ,NA ,15-Oct-2020 05:00 PM,27-Oct-2020 05:00 PM,30-Oct-2020 03:00 PM,1.0,Fee/PreQual/Technical,.pdf,Cost of tender- indicated in schedule f at sr.no.6.3,"Restoration to Badrinagar Kishanpura Bhatanwali road km. 0/0 to 3/010 (SH-Construction of U-shape drain in km.1/435 to 1/500, 2/600 to 2/690 and Providing and laying 300mm.dia NP2 pipe for crossing at RD. 2/600 and providing and laying 600mm.dia NP2","Restoration to Badrinagar Kishanpura Bhatanwali road km. 0/0 to 3/010 (SH-Construction of U-shape drain in km.1/435 to 1/500, 2/600 to 2/690 and Providing and laying 300mm.dia NP2 pipe for crossing at RD. 2/600 and providing and laying 600mm.dia NP2",please refer tender document ,NA ,"5,19,894",Civil Works - Roads,NA ,Tender,90.0,90.0,Paonta Sahib,173025.0,NA ,NA ,NA ,Paonta Sahib,No ,No,"10,500",Yes,fixed,,EE Paonta Sahib,Paonta Sahib,1.0,ICICI BANK,PWD,Tender/2020-21 5856-5905 dated 08.10.2020,2020_PWD_41663_7,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,Finance,fin bid opening summary,Kishan Lal Chaudhary,28-Nov-2020 12:07 PM,finance_61525.pdf,BOQ Comparative Chart,1.0,184233.0,FRIENDS TRADERS,INR,"837,491",1.0,183566.0,BALWINDER SINGH,27-Oct-2020 04:07 PM,Rejected-Finance,L3,28-Nov-2020 12:14 PM,Technical,Bid Opening Summary,Kishan Lal Chaudhary,30-Oct-2020 02:39 PM,technical_61525.pdf,PWD,2020_PWD_41663_7,Tender/2020-21 5856-5905 dated 08.10.2020,"Restoration to Badrinagar Kishanpura Bhatanwali road km. 0/0 to 3/010 (SH-Construction of U-shape drain in km.1/435 to 1/500, 2/600 to 2/690 and Providing and laying 300mm.dia NP2 pipe for crossing at RD. 2/600 and providing and laying 600mm.dia NP2",Er. K. L. Chaudhary,Internal,"Sh. Sanjeet Kumar Sinha Divisional Accountant., Sh. Sanjeev Goel Supdt. Gr.II, Smt. Usha Aggarwal HDM.",Kishan Lal Chaudhary,30-Oct-2020 02:41 PM,30-Oct-2020 03:00 PM,techsummary_61525.pdf (699.79 KB),Er. K. L. Chaudhary,Internal,"Sh. Sanjeet Sinah DAO, Sh. Sanjeev Goel Supdt. Gr.II, Smt. Usha Aggarwal HDM",Kishan Lal Chaudhary,28-Nov-2020 12:11 PM,finsummary_61525.pdf (390.34 KB),28-Nov-2020,"INR 519,894",90.0,Kishan Lal Chaudhary,28-Nov-2020 12:13 PM,aoc.pdf (1111.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,.pdf,Earnest money-indicated in schedule f at sr. No.6.5,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,184073.0,FAREED HASHMI,26-Oct-2020 11:14 PM,Rejected-Finance,L2,28-Nov-2020 12:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Contractors registration- refer general rule sr. No 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,184233.0,FRIENDS TRADERS,27-Oct-2020 04:45 PM,Accepted-AOC,L1,28-Nov-2020 12:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,GST Registration(Refer General Rule No.21)and Permanent account number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,List of incomplete works in hand general rule sr. No 28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,"Machinery as per schedule F Sr.No.6.19Ref.Cl- No.18 i.e.R.C,purchase bills,ownership/Affidavit hire",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Scanned copy of EPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Form no 8 duly signed gen. Rule sr. No 26.7.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non gazetted officer hppwd employees related to him gen. Rule sr.no.16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Any other information bidders like to provide.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
